"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY081N","HY100N","HY131N","HY145N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HS010","HS011","HS020","HS021","HS030","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH020","HH030","HH040","HH050","HH060","HH061","HH070","HH080","HH081","HH090","HH091","MI010","MI020","MI025","MI026","MI030","MI040","MI045","MI046","MI050","MI051","MI052","MI053","MI054","MI055","MI056","MI057","MI058","MI060","MI065","MI066","MI075","MI076","MI085","MI086","MI090","MI095","MI100","MI110","MI111","MI112","MI113","MI114","MI120","MI121","MI122","MI123","MI124","MI125","HX040","HX050","HX090","HX080","HX060","HX070","HX120","HX010"
"2008","EE",46841,"2","2008","13",6000,5994,0,0,,,,,,,,0,0,0,0,0,,5,,0,6,0,,0,"NA","3","NA","3","NA","NA","2","1","1","1","1","1","1","2","4","2236.91","2","2","1","2","1","2","1","1","4","2","1","NA","NA","127.82","NA","1","NA","1","1","2","NA","NA","1","NA","NA","NA","1","NA","2","NA","2","2","2","2","NA","2","NA","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",46847,"2","2008","30",25838,24070,0,0,,,,,,,,0,0,0,0,0,,0,,0,22,0,,1747,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","2","5","1278.23","2","NA","2","2","2","1","4","1","4","1","1","NA","NA","158.5","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","2","NA","NA","2","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",46852,"2","2008","6",11352,10126,0,0,,,,,,,,0,0,0,0,0,,17,,0,1226,0,,0,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","5112.93","2","2","2","2","2","2","2","1","6","2","1","NA","NA","568.81","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","NA","1","2","2","2","2","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",46854,"2","2008","16",12151,12144,0,0,,,,,,,,0,0,0,0,0,,944,,0,0,0,,7,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","1597.79","2","NA","2","2","2","2","3","1","4","2","1","NA","NA","81.81","NA","1","NA","1","1","2","NA","NA","1","NA","NA","NA","1","2","2","NA","NA","NA","NA","2","1","2","NA","NA","NA","NA","NA","NA","2","4","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",46861,"2","2008","15",7258,7212,0,0,,,,,,,,0,45,0,0,0,,0,,0,0,0,,46,"NA","NA","NA","3","NA","NA","2","1","2","1","1","1","1","2","2","639.12","3","NA","2","2","2","2","4","1","2","2","1","NA","NA","62.95","NA","1","NA","1","1","2","NA","NA","2","NA","NA","NA","1","2","NA","NA","NA","NA","2","2","NA","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",46873,"1","2008","19",14340,14321,0,0,,,,,,,,0,0,0,0,0,,0,,0,19,0,,0,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","5","2236.91","3","2","2","2","2","2","2","1","6","2","1","NA","NA","361.1","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","2","2","2","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",46885,"2","2008","14",9031,8987,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,44,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","1086.5","3","NA","2","2","2","2","4","1","2","2","2","NA","NA","78.16","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","NA","1","NA","2","NA","2","2","2","2","NA","NA","NA","NA","NA","NA","1","4","3","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",46904,"1","2008","20",25243,20085,0,0,,,,,,,,0,0,0,0,0,,9,,0,5158,0,,0,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","4","1917.35","3","3","1","2","2","2","1","1","2","2","1","NA","NA","495.32","NA","1","NA","1","1","2","NA","NA","2","2","NA","NA","2","NA","2","2","2","2","2","2","NA","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",46912,"2","2008","17",13528,13139,0,0,,,,,,,,0,0,0,0,0,,2,,0,389,0,,0,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","3","1","5","1597.79","2","NA","2","2","2","2","4","1","4","2","1","NA","NA","103.35","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","NA","NA","2","NA","2","2","NA","2","2","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2",1.5,,,,,,
"2008","EE",46920,"2","2008","23",4348,2004,0,0,,,,,,,,0,0,0,0,0,,4,,0,0,0,,2344,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","958.67","2","NA","2","2","1","2","4","1","5","2","1","NA","NA","116.32","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","NA","1","2","2","2","2","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.3,,,,,,
"2008","EE",46935,"1","2008","18",9520,-109,0,0,,,,,,,,0,0,0,0,0,,0,,0,9629,0,,0,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","5","5112.93","3","3","2","2","2","2","2","1","6","2","1","NA","NA","361.1","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","2","1","2","2","2","NA","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",46994,"2","2008","23",7385,7131,0,0,,,,,,,,0,0,0,0,0,,1,,0,5,0,,249,"NA","3","NA","3","NA","NA","2","1","1","1","1","1","1","1","4","958.67","3","NA","2","2","2","2","4","1","4","2","1","NA","NA","186.94","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","2","1","2","2","2","2","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",47031,"1","2008","20",8604,8070,0,0,,,,,,,,0,0,0,0,0,,16,,0,0,0,,534,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","575.2","3","3","2","2","2","2","4","1","2","2","1","NA","NA","103.35","NA","1","NA","3","1","2","NA","NA","1","2","NA","NA","1","2","NA","2","2","2","NA","NA","2","2","NA","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2",1.5,,,,,,
"2008","EE",47041,"2","2008","15",12341,11602,0,0,,,,,,,,0,0,0,0,0,,0,,0,1,0,,738,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","575.2","2","2","2","2","1","2","1","1","4","2","1","NA","NA","158.5","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","2","2","NA","2","NA","2","NA","2","NA","2","NA","NA","NA","NA","NA","NA","1","NA","4","NA","NA","NA","NA","NA","2","NA","NA","1","NA","NA","2",1.5,,,,,,
"2008","EE",47079,"2","2008","31",4891,4898,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,-7,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","4","1917.35","3","3","2","2","2","2","4","1","4","2","1","NA","NA","154.67","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","2","2","NA","NA","2","NA","2","NA","NA","2","NA","NA","NA","1","NA","NA","1","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",47146,"1","2008","20",6200,5097,0,0,,,,,,,,0,0,0,0,0,,2,,0,39,0,,1065,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","1278.23","3","2","2","2","2","2","4","1","5","2","1","NA","NA","359.89","NA","1","NA","1","1","2","NA","NA","2","2","NA","NA","1","2","NA","2","2","2","2","2","2","2","NA","NA","NA","NA","NA","NA","2","4","2","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","2",1.3,,,,,,
"2008","EE",47172,"2","2008","9",5165,5156,0,0,,,,,,,,0,257,0,0,0,,13,,0,0,0,,8,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","958.67","3","3","2","2","2","2","1","1","2","2","1","NA","NA","102.9","NA","1","NA","1","1","2","NA","NA","2","2","NA","NA","1","2","1","1","NA","2","2","NA","2","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",47178,"1","2008","19",28752,28642,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,110,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","2","639.12","2","NA","2","2","1","2","3","1","2","2","1","NA","NA","214.1","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","2","2","NA","2","2","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",47190,"1","2008","40",14418,13779,0,0,,,,,,,,0,0,0,0,0,,1,,0,6,437,,195,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","4","639.12","2","2","2","2","2","2","3","1","4","2","1","NA","NA","143.42","NA","1","NA","1","1","2","NA","NA","2","2","NA","NA","1","NA","2","NA","2","2","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",47200,"1","2008","8",11223,9730,0,0,,,,,,,,0,0,0,0,0,,0,,0,1493,0,,0,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","5112.93","3","2","2","2","2","2","1","1","6","2","1","NA","NA","361.1","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","2","2","NA","2","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",47260,"2","2008","15",50070,46755,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,3315,"NA","NA","NA","3","NA","NA","2","1","1","1","1","1","1","2","4","1278.23","2","1","2","2","1","2","4","1","4","2","1","NA","NA","140.67","NA","1","NA","1","1","2","NA","NA","1","NA","NA","NA","1","NA","NA","2","NA","2","NA","2","NA","2","NA","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",47270,"1","2008","20",6003,5987,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,16,"NA","NA","NA","3","NA","NA","2","1","1","1","1","1","1","3","5","319.56","1","NA","2","2","2","2","4","1","3","2","1","NA","NA","140.67","NA","1","NA","1","1","2","NA","NA","2","2","NA","NA","1","NA","1","NA","NA","NA","2","2","NA","2","NA","NA","NA","NA","2","NA","1","4","2","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",47272,"1","2008","17",52505,39297,0,0,,,,,,,,0,0,0,0,0,,6,,0,76,0,,13132,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","5","5112.93","3","3","2","2","2","2","2","1","6","2","1","NA","NA","562.42","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","2","1","2","2","2","2","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",47279,"2","2008","18",11181,8024,0,0,,,,,,,,0,0,0,0,0,,0,,0,149,0,,3007,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","575.2","3","NA","2","2","2","2","1","1","4","2","1","NA","NA","233.92","NA","1","NA","1","1","2","NA","NA","2","2","NA","NA","2","1","1","2","2","2","2","2","NA","2","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",47327,"1","2008","28",5868,4783,0,0,,,,,,,,0,0,0,0,0,,8,,0,0,0,,1085,"NA","3","NA","3","NA","3","2","1","1","1","1","1","1","1","4","1917.35","3","3","2","2","2","2","4","1","4","2","1","NA","NA","414.15","NA","1","NA","1","1","2","NA","NA","1","NA","NA","NA","1","2","2","NA","2","2","2","2","2","2","NA","NA","NA","NA","NA","NA","2","2","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",47362,"2","2008","18",22705,22145,0,0,,,,,,,,0,0,0,0,0,,107,,0,14,0,,547,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","3195.58","2","3","2","2","2","2","4","1","6","2","1","NA","NA","361.1","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","NA","1","2","2","NA","2","NA","2","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",47380,"1","2008","26",3923,3060,0,0,,,,,,,,0,1128,0,0,0,,0,,0,0,0,,863,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","639.12","2","NA","2","2","2","2","4","1","3","2","1","NA","NA","512.38","NA","1","NA","1","1","2","NA","NA","2","2","NA","NA","2","2","1","1","2","2","2","2","2","2","NA","NA","1","NA","NA","NA","1","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",47408,"2","2008","18",4349,4291,0,0,,,,,,,,0,0,0,0,0,,0,,0,58,0,,0,"NA","NA","NA","3","NA","NA","2","1","1","1","1","1","1","2","3","1278.23","3","1","1","2","2","1","1","1","2","2","1","NA","NA","150.19","NA","1","NA","1","1","2","NA","NA","1","NA","NA","NA","2","NA","NA","NA","2","2","2","2","2","2","NA","NA","NA","NA","NA","NA","2","4","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",47410,"2","2008","12",8039,2445,0,0,,,,,,,,0,0,0,0,0,,0,,0,520,0,,5073,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","5","5112.93","3","3","2","2","2","2","1","1","6","2","1","NA","NA","202.6","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","NA","2","2","2","2","NA","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",47436,"1","2008","12",7934,6326,0,0,,,,,,,,0,94,0,0,0,,5,,0,55,0,,1552,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","5","639.12","2","NA","2","2","2","2","3","1","2","2","1","NA","NA","158.5","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","2","2","2","2","2","2","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",47457,"1","2008","21",7882,5724,0,0,,,,,,,,0,0,0,0,0,,0,,0,17,2140,,0,"NA","NA","NA","3","NA","NA","1","1","1","1","1","3","1","1","5","1278.23","3","NA","1","2","2","2","4","4","4","2","1","NA","NA","81.81","NA","1","NA","1","1","2","NA","NA","1","NA","NA","NA","1","NA","NA","NA","2","NA","2","2","1","2","NA","NA","1","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",47464,"2","2008","19",6805,6559,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,246,"NA","3","NA","3","NA","3","2","1","1","1","1","1","1","1","4","511.29","2","2","2","2","2","1","1","1","5","2","1","NA","NA","203.11","NA","1","NA","1","1","2","NA","NA","2","NA","NA","NA","1","2","NA","NA","2","2","NA","NA","2","2","NA","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",47522,"2","2008","11",4772,3230,0,0,,,,,,,,0,0,0,0,0,,2,,0,659,0,,883,"NA","NA","NA","3","NA","NA","2","1","1","1","1","1","1","1","4","766.94","3","2","2","2","2","2","4","1","3","2","1","NA","NA","91.07","NA","1","NA","1","1","2","NA","NA","1","NA","NA","NA","1","NA","2","2","2","2","2","NA","2","2","NA","NA","NA","NA","NA","NA","2","4","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",47530,"1","2008","16",6341,7626,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,-1284,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","3","1597.79","2","2","2","2","2","2","4","1","2","2","1","NA","NA","116.32","NA","1","NA","1","1","2","NA","NA","2","2","NA","NA","1","2","2","1","2","2","2","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",47583,"1","2008","18",19690,3993,0,0,,,,,,,,0,0,0,0,0,,255,,0,18,0,,15679,"NA","NA","NA","3","NA","3","2","1","1","1","1","1","3","1","4","1917.35","2","NA","2","2","1","2","4","1","4","2","1","NA","NA","158.5","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","NA","2","2","2","NA","2","2","NA","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",47587,"1","2008","17",10818,10368,0,0,,,,,,,,0,0,0,0,0,,0,,0,3,0,,447,"NA","3","NA","3","NA","NA","1","1","1","1","1","3","1","3","4","319.56","3","NA","2","2","2","1","4","1","2","2","1","NA","NA","268.11","NA","1","NA","1","1","2","NA","NA","1","NA","NA","NA","2","2","1","NA","NA","NA","2","NA","NA","2","NA","NA","NA","NA","NA","NA","2","4","1","NA","NA","NA","NA","NA","1","1","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",47591,"1","2008","15",17932,15054,0,0,,,,,,,,0,0,0,0,0,,2,,0,433,0,,2445,"NA","2","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","1597.79","2","NA","2","2","1","2","1","1","3","2","1","NA","NA","73.63","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","2","2","1","2","2","2","2","NA","2","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",47606,"1","2008","16",10868,8899,0,0,,,,,,,,0,451,0,0,0,,1,,0,63,0,,1906,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","1597.79","2","2","2","2","2","2","3","1","2","2","1","NA","NA","116.32","NA","1","NA","1","1","2","NA","NA","1","NA","NA","NA","1","1","1","2","2","2","2","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",47624,"1","2008","20",12715,11134,0,0,,,,,,,,0,0,0,0,0,,0,,0,1064,0,,517,"NA","3","NA","3","NA","3","1","1","1","1","1","3","1","1","4","1917.35","2","NA","1","2","2","2","1","1","4","2","1","NA","NA","81.81","NA","1","NA","1","1","2","NA","NA","1","NA","NA","NA","1","NA","1","2","2","2","NA","NA","2","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","1","NA","2","NA","2",1.5,,,,,,
"2008","EE",47683,"2","2008","20",11340,5855,0,0,,,,,,,,0,0,0,0,0,,14,,0,24,0,,5460,"NA","3","NA","3","NA","3","1","1","2","1","1","2","1","1","5","958.67","2","2","2","2","1","2","1","1","4","2","1","NA","NA","158.5","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","2","NA","2","NA","2","NA","NA","2","1","2","NA","NA","NA","1","NA","NA","2","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",47705,"2","2008","43",15198,12257,0,0,,,,,,,,0,551,0,0,0,,0,,0,7,0,,2934,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","1278.23","2","2","1","2","2","2","1","1","3","1","1","NA","NA","81.81","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","2","NA","1","2","2","2","2","NA","2","2","NA","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",47708,"2","2008","19",11497,8000,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,3496,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","1022.59","2","1","2","2","2","2","1","1","3","2","1","NA","NA","169.37","NA","1","NA","1","1","2","NA","NA","2","2","NA","NA","1","2","NA","NA","2","2","2","2","NA","2","NA","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",47711,"2","2008","16",23020,20666,0,0,,,,,,,,0,1780,0,0,0,,57,,0,0,0,,2354,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","5112.93","3","2","2","2","2","2","1","1","6","2","1","NA","NA","361.1","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","2","1","1","2","NA","2","NA","NA","2","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",47725,"2","2008","19",7034,7021,0,0,,,,,,,,0,116,0,0,0,,0,,0,13,0,,0,"NA","3","NA","3","NA","3","2","1","1","1","1","1","1","1","4","958.67","2","3","2","1","2","2","1","1","3","2","1","NA","NA","72.22","NA","1","NA","1","1","2","NA","NA","1","NA","NA","NA","1","2","NA","2","2","2","2","2","2","1","NA","NA","NA","NA","2","2","2","8","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",47741,"2","2008","15",18453,16200,0,0,,,,,,,,0,0,0,0,0,,8,,0,2253,0,,0,"NA","2","NA","3","NA","NA","2","1","1","1","1","1","1","1","4","1278.23","3","1","2","2","2","2","4","1","3","2","1","NA","NA","113.95","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","2","1","2","NA","2","2","NA","2","2","NA","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",47763,"2","2008","27",15062,13389,0,0,,,,,,,,0,0,0,0,0,,0,,0,1673,0,,0,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","3195.58","2","3","2","2","2","2","2","1","6","2","1","NA","NA","562.42","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","2","1","2","NA","2","2","2","NA","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",47782,"1","2008","12",12191,9346,0,0,,,,,,,,0,0,0,0,0,,4,,0,8,0,,2836,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","4","575.2","3","NA","2","2","2","2","1","1","4","1","1","NA","NA","81.81","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","2","1","NA","2","NA","2","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",47827,"2","2008","9",4697,4493,0,0,,,,,,,,0,0,0,0,0,,7,,0,3,0,,201,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","3195.58","3","3","2","2","2","2","1","1","6","2","1","NA","NA","361.1","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","NA","1","NA","2","2","2","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",47882,"1","2008","20",4348,4342,0,0,,,,,,,,0,0,0,0,0,,0,,0,2,0,,5,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","3","1","4","1278.23","2","2","2","2","2","2","4","1","2","2","1","NA","NA","110.57","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","1","2","1","2","NA","2","2","2","NA","2","NA","NA","NA","NA","NA","NA","2","4","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",47928,"2","2008","25",42003,36592,0,0,,,,,,,,0,1584,0,0,0,,0,,0,209,0,,5203,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","1278.23","3","2","2","2","2","1","1","1","4","1","1","NA","NA","158.5","NA","1","NA","1","1","2","NA","NA","1","2","NA","NA","2","2","NA","2","NA","2","NA","NA","2","2","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",47941,"1","2008","17",12160,11626,0,0,,,,,,,,0,0,0,0,0,,2,,0,273,0,,261,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","1022.59","2","2","2","2","1","2","4","4","3","2","1","NA","NA","106.09","NA","1","NA","1","1","2","NA","NA","2","2","NA","NA","2","NA","2","1","2","2","NA","2","NA","2","NA","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","EE",47977,"1","2008","18",8866,7104,0,0,,,,,,,,0,0,0,0,0,,0,,0,36,0,,1725,"NA","NA","NA","3","NA","3","1","1","2","1","1","1","1","1","5","1278.23","2","2","2","2","1","2","4","1","3","2","1","NA","NA","93.95","NA","1","NA","1","1","2","NA","NA","2","2","NA","NA","1","2","1","2","NA","2","2","2","2","2","NA","NA","NA","NA","NA","NA","1","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.3,,,,,,
"2008","EE",48004,"1","2008","39",2890,-843,0,0,,,,,,,,0,0,0,0,0,,1,,0,0,0,,3733,"NA","3","NA","3","NA","3","1","1","2","1","1","1","1","1","4","1278.23","2","NA","2","1","2","1","1","2","2","1","1","NA","NA","108.65","NA","1","NA","1","1","2","NA","NA","2","2","NA","NA","1","2","2","1","2","2","2","2","2","2","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
