"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY081N","HY100N","HY131N","HY145N","HY170N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HY170G","HS010","HS011","HS020","HS021","HS030","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH020","HH021","HH030","HH040","HH050","HH060","HH061","HH070","HH071","HH080","HH081","HH090","HH091","HA010","HA020","HA030","HA040","HA050","HA060","HA070","HX040","HX050","HX090","HX080","HX060","HX070","HX120","HX010","R_HA030","R_HA040","R_HA050","R_HA060","R_HA070"
"2010","EE",65434,"2","2010","10",15252,4406,0,0,,,,,,,,,0,0,0,0,0,,7,,0,10845,0,,0,,"NA","NA","NA","3","NA","3","2","1","2","1","1","1","1","3","5","830.85","2","2","2","2","2","2","1","1","NA","3","2","1","NA","NA","173.9","0","NA","1","NA","3","1","1","132502","NA","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",65441,"1","2010","30",33639,31719,0,0,,,,,,,,,0,362,0,0,0,,2,,0,1921,0,,0,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","4","2556.47","2","2","2","2","1","1","1","1","NA","3","2","1","NA","NA","205.16","101.3","NA","1","NA","1","2","1","410601","208502","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",65446,"1","2010","8",23998,20030,0,0,,,,,,,,,0,0,0,0,0,,23,,0,0,0,,3967,,"NA","NA","NA","3","NA","NA","1","1","2","1","1","1","1","1","2","958.67","1","1","2","1","2","2","1","2","NA","2","2","1","NA","NA","184.19","0","NA","1","NA","1","2","1","308301","375202","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",65474,"1","2010","4",8299,6487,0,0,,,,,,,,,0,0,0,0,0,,0,,0,208,0,,1604,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","3","1","319.56","2","2","2","2","2","2","1","1","NA","3","2","1","NA","NA","246.64","107.95","NA","1","NA","1","2","1","405201","405202","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",65545,"1","2010","30",8701,8682,0,0,,,,,,,,,0,0,0,0,0,,8,,0,1,0,,18,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","5","1278.23","2","2","2","2","2","2","1","1","NA","2","2","1","NA","NA","236.47","155.05","NA","1","NA","1","2","1","NA","226002","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",65546,"1","2010","7",3703,3696,0,0,,,,,,,,,0,0,0,0,0,,5,,0,0,2,,5,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","639.12","2","2","2","2","2","1","4","1","NA","2","2","1","147","NA","338.41","149.81","NA","1","NA","1","2","1","410601","593102","NA","NA","NA","2",1.3,,,,,,,,,,,
"2010","EE",65548,"2","2010","19",3715,3698,0,0,,,,,,,,,0,110,0,0,0,,2,,0,0,0,,17,,"NA","3","NA","2","NA","NA","2","1","1","1","1","1","1","1","4","1917.35","1","3","1","1","2","2","4","1","NA","4","2","1","NA","NA","75.42","0","NA","1","NA","1","2","1","33401","NA","7","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",65655,"1","2010","38",6773,5650,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1122,0,,0,,"NA","NA","NA","3","NA","3","1","2","2","1","1","1","1","1","3","1278.23","2","2","2","1","2","2","4","1","NA","2","2","1","NA","NA","447.38","0","NA","1","NA","1","1","1","NA","NA","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",65681,"1","2010","9",40515,37173,0,0,,,,,,,,,0,0,112,0,0,,3,,0,0,0,,3342,,"NA","NA","NA","2","NA","NA","2","1","2","1","1","1","1","1","3","958.67","3","NA","2","1","2","2","1","1","NA","6","2","1","NA","NA","192.76","0","NA","1","NA","1","1","1","438401","394902","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",65683,"1","2010","19",7403,5688,0,0,,,,,,,,,0,0,45,0,0,,3,,0,0,0,,1714,,"NA","3","NA","3","NA","NA","2","1","1","1","1","1","1","2","3","1278.23","2","1","2","2","2","2","3","1","NA","2","2","1","NA","NA","253.6","0","NA","1","NA","1","2","1","13801","457202","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",65753,"1","2010","18",11531,11409,0,0,,,,,,,,,0,283,0,0,0,,0,,0,0,0,,122,,"NA","3","NA","3","NA","3","1","1","2","1","1","1","1","1","1","1022.59","3","2","2","1","2","1","4","1","NA","2","2","1","NA","NA","188.54","107.95","NA","1","NA","1","1","1","NA","274602","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",65759,"1","2010","4",29527,25231,0,0,,,,,,,,,0,0,0,0,0,,3,,0,4296,0,,0,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","3","5","1086.5","2","NA","2","1","2","1","4","1","NA","2","2","1","NA","NA","181.64","113.76","NA","1","NA","1","2","1","204101","160402","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",65760,"1","2010","12",5354,4819,0,0,,,,,,,,,0,0,0,0,0,,15,,0,0,0,,535,,"NA","NA","NA","3","NA","3","2","1","2","1","1","1","1","1","4","319.56","2","3","2","2","2","2","3","1","NA","3","2","1","NA","NA","123.99","0","NA","1","NA","1","NA","1","160401","NA","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",65878,"2","2010","23",5336,2928,0,0,,,,,,,,,0,0,0,0,0,,26,,0,4,1730,,673,,"NA","NA","NA","3","NA","3","1","1","2","1","1","1","1","1","3","2236.91","2","2","2","2","2","1","4","1","NA","3","2","1","NA","NA","173.9","0","NA","1","NA","3","1","1","234801","85601","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",65920,"2","2010","11",9637,7957,0,0,,,,,,,,,0,0,68,0,0,,2,,0,0,0,,1680,,"NA","3","NA","3","NA","NA","2","1","1","1","1","1","1","1","3","703.03","3","NA","2","2","2","2","3","1","NA","3","2","1","NA","NA","85","0","NA","1","NA","1","1","1","NA","NA","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",65935,"1","2010","12",10656,10305,0,0,,,,,,,,,0,0,0,0,0,,0,,0,4,0,,348,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","1597.79","3","NA","2","2","2","2","NA","1","NA","2","2","1","NA","NA","263.25","0","NA","1","NA","1","2","1","576501","10502","4","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",65957,"2","2010","4",12389,10846,0,0,,,,,,,,,0,0,0,0,0,,2,,0,31,0,,1512,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","4","3195.58","1","NA","2","2","2","2","1","1","NA","6","2","1","NA","NA","180.23","0","NA","1","NA","1","2","1","321701","321702","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",65978,"1","2010","9",14573,13044,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1,941,,587,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","3","5","3195.58","1","3","2","2","2","1","1","1","NA","4","2","1","NA","NA","153.39","0","NA","1","NA","1","1","1","24501","321702","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",66007,"1","2010","26",16720,6985,0,0,,,,,,,,,0,0,0,0,0,,1,,0,0,0,,9735,,"NA","NA","NA","3","NA","3","2","1","1","1","1","1","1","1","3","1278.23","3","3","2","2","2","2","4","1","NA","3","2","1","NA","NA","310.61","0","NA","1","NA","1","1","1","NA","248802","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",66008,"2","2010","17",22831,18049,0,0,,,,,,,,,0,0,0,0,0,,5,,0,27,0,,4754,,"NA","3","NA","3","NA","NA","2","1","2","1","1","1","1","1","3","1022.59","1","NA","2","2","2","1","4","1","NA","3","2","1","NA","NA","119.71","31.12","NA","1","NA","1","2","1","282501","NA","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",66011,"1","2010","9",8504,3708,0,0,,,,,,,,,0,0,0,0,0,,0,,0,4796,0,,0,,"NA","NA","NA","3","NA","2","2","1","2","1","1","1","1","1","5","766.94","2","2","2","2","2","1","4","1","NA","3","2","2","NA","NA","210.27","237.3","NA","1","NA","1","NA","1","335202","397202","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",66033,"1","2010","18",6843,6460,0,0,,,,,,,,,0,0,0,0,0,,1,,0,34,0,,348,,"NA","NA","NA","3","NA","1","2","1","2","1","1","1","1","1","3","1278.23","2","NA","2","2","2","1","4","1","NA","2","2","1","NA","NA","169.05","0","NA","1","NA","1","2","NA","30001","54402","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",66088,"1","2010","13",7161,7068,0,0,,,,,,,,,0,0,0,0,0,,0,,0,93,0,,0,,"NA","NA","NA","3","NA","1","2","1","1","1","1","1","1","1","3","1278.23","2","NA","2","2","1","2","4","1","NA","3","2","1","NA","NA","148.91","0","NA","1","NA","3","NA","1","193002","606702","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",66104,"2","2010","16",9268,7450,0,0,,,,,,,,,0,0,0,2080,0,,0,,0,0,0,,1819,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","5","1022.59","2","3","2","2","2","2","4","1","NA","4","2","1","NA","NA","123.99","0","NA","1","NA","1","2","1","451301","309101","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",66108,"2","2010","9",5046,4796,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,251,,"NA","3","NA","1","NA","3","2","1","1","1","1","1","1","2","1","1917.35","1","2","2","2","2","2","1","1","NA","2","2","1","NA","NA","98.68","91.97","NA","1","NA","1","2","1","NA","175702","4","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",66121,"1","2010","13",5911,4719,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1,641,,550,,"NA","NA","NA","1","NA","NA","2","1","1","1","1","1","1","1","2","2556.47","3","NA","2","2","2","2","3","1","NA","3","2","1","NA","NA","89.48","0","NA","1","NA","1","2","1","544601","NA","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",66122,"2","2010","11",8228,7894,0,0,,,,,,,,,0,0,0,1257,0,,0,,0,15,0,,319,,"NA","NA","NA","3","NA","3","2","1","1","1","1","1","1","1","3","958.67","3","NA","2","1","2","1","3","2","NA","1","2","1","NA","NA","229.12","0","NA","1","NA","1","1","1","540201","369202","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",66133,"1","2010","16",24396,23474,0,0,,,,,,,,,0,0,0,0,0,,294,,0,170,0,,752,,"NA","NA","NA","3","NA","NA","1","1","2","1","1","1","1","3","3","1086.5","3","2","2","1","2","2","4","1","NA","1","2","1","NA","NA","69.34","141.76","NA","1","NA","1","NA","1","293201","226002","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",66157,"2","2010","18",182,-2038,0,0,,,,,,,,,0,0,0,0,0,,3,,0,19,0,,2200,,"NA","NA","NA","3","NA","2","1","1","1","1","1","1","1","3","3","447.38","2","2","2","1","2","2","4","1","NA","2","2","1","NA","NA","245.17","0","NA","1","NA","1","NA","NA","276701","NA","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",66170,"1","2010","15",11507,11372,0,0,,,,,,,,,0,0,0,0,0,,13,,0,3,40,,91,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","3","3","1086.5","1","3","2","1","2","2","4","1","NA","1","2","1","NA","NA","69.34","86.86","NA","1","NA","1","1","1","451301","NA","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",66176,"1","2010","26",6374,4992,0,0,,,,,,,,,0,0,0,0,0,,0,,0,10,0,,1373,,"NA","NA","NA","3","NA","3","1","1","2","1","1","1","1","1","3","766.94","2","NA","2","2","2","2","4","1","NA","1","2","1","NA","NA","75.42","0","NA","1","NA","1","2","1","555801","NA","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",66178,"2","2010","19",7101,7099,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","3","1022.59","2","2","2","2","2","2","1","1","NA","1","2","1","NA","NA","447.38","0","NA","1","NA","1","3","1","405201","432002","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",66187,"1","2010","24",8600,4991,0,0,,,,,,,,,0,0,0,0,0,,3,,0,382,0,,3227,,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","1597.79","2","1","2","2","2","2","4","1","NA","6","2","1","NA","NA","132.94","0","NA","1","NA","1","1","1","374101","79302","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",66269,"2","2010","11",6699,6607,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1,0,,91,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","4","1278.23","2","NA","2","2","2","2","1","1","NA","6","2","1","NA","NA","425.01","0","NA","1","NA","1","1","1","307402","263002","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",66304,"2","2010","32",1913,1882,0,0,,,,,,,,,0,0,0,0,0,,0,,0,3,0,,28,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","3","965.07","3","3","2","2","2","2","1","1","NA","1","2","1","NA","NA","88.71","0","NA","1","NA","1","1","1","226001","226002","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",66338,"1","2010","53",11551,10319,0,0,,,,,,,,,0,0,0,0,0,,1,,0,44,656,,532,,"NA","NA","NA","3","NA","3","1","1","2","1","1","1","1","1","2","1278.23","3","1","2","2","2","2","1","1","NA","2","2","1","NA","NA","217.49","78.48","NA","1","NA","1","3","1","248801","NA","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",66348,"1","2010","16",29479,26981,0,0,,,,,,,,,0,0,0,0,0,,140,,0,18,0,,2480,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","3","3","703.03","3","NA","2","2","2","2","1","1","NA","3","2","1","NA","NA","169.05","0","NA","1","NA","1","2","1","444801","398101","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",66368,"2","2010","25",12280,11418,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,863,,"NA","NA","NA","3","NA","3","2","1","2","1","1","1","1","1","4","958.67","2","2","2","2","2","2","4","2","NA","3","2","1","NA","NA","132.42","70.62","NA","1","NA","1","1","NA","444801","615202","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",66371,"2","2010","21",8403,8375,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,28,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","511.29","2","3","2","2","2","2","4","1","NA","2","2","1","NA","NA","157.22","0","NA","1","NA","1","3","1","78602","57802","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",66376,"1","2010","10",7264,7242,0,0,,,,,,,,,0,0,0,0,0,,0,,0,22,0,,0,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","3","1917.35","2","2","2","2","2","2","3","1","NA","2","2","1","NA","NA","123.99","0","NA","1","NA","1","1","1","NA","3102","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",66401,"1","2010","11",168,-2723,0,0,,,,,,,,,0,0,168,0,0,,0,,0,9,0,,2883,,"NA","3","NA","3","NA","NA","1","2","1","1","1","1","1","3","6","639.12","1","3","2","2","2","2","3","1","NA","6","2","1","NA","NA","132.42","0","NA","1","NA","1","1","1","274101","57802","6","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",66427,"2","2010","30",8260,8257,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,3,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","4","1086.5","3","NA","2","2","2","2","4","1","NA","3","2","1","NA","NA","96.83","53.05","NA","1","NA","1","2","1","11701","401902","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",66464,"1","2010","21",2653,1878,0,0,,,,,,,,,0,0,0,0,0,,0,,0,6,0,,769,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","4","3195.58","1","1","2","2","2","2","2","1","NA","6","2","1","NA","NA","425.01","0","NA","1","NA","1","2","1","217601","147502","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",66466,"2","2010","7",10550,6550,0,0,,,,,,,,,0,0,0,0,0,,3,,0,0,0,,4000,,"NA","NA","NA","3","NA","3","2","1","1","1","1","1","1","3","4","1086.5","3","3","2","2","2","1","4","1","NA","4","2","2","NA","NA","123.99","0","NA","1","NA","1","1","1","566401","451302","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",66534,"1","2010","11",8446,8100,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,346,,"NA","NA","NA","3","NA","NA","2","1","2","1","1","1","1","1","4","1917.35","2","NA","2","2","2","1","1","1","NA","5","2","1","NA","NA","144.06","0","NA","1","NA","1","2","1","NA","182002","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",66536,"2","2010","11",8410,8096,0,0,,,,,,,,,0,0,0,0,0,,0,,0,56,0,,257,,"NA","3","NA","3","NA","NA","2","1","2","1","1","1","1","3","3","319.56","2","2","2","2","2","2","1","1","NA","2","2","1","NA","NA","447.38","155.05","NA","1","NA","1","1","NA","NA","451302","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",66548,"2","2010","10",14283,10464,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,3820,,"NA","3","NA","3","NA","3","2","1","1","1","1","1","1","1","5","1150.41","1","2","2","2","2","2","4","1","NA","3","2","1","NA","NA","96.83","78.48","NA","1","NA","1","1","1","235601","3902","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",66565,"1","2010","15",22341,17762,0,0,,,,,,,,,0,0,0,0,0,,67,,0,4579,0,,0,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","4","1278.23","1","3","2","2","2","2","2","1","NA","6","2","1","NA","NA","204.52","0","NA","1","NA","1","2","1","24501","263002","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",66572,"1","2010","13",19171,14557,0,0,,,,,,,,,0,0,0,0,0,,40,,0,932,0,,3682,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","5","3195.58","1","NA","2","2","2","2","1","1","NA","6","2","1","NA","NA","425.01","0","NA","1","NA","1","2","1","24501","307401","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",66598,"1","2010","14",6702,6475,0,0,,,,,,,,,0,0,0,0,0,,1,,0,1,0,,226,,"NA","NA","NA","NA","NA","NA","2","1","1","1","1","1","1","3","4","1597.79","2","NA","2","2","2","2","1","1","NA","3","2","1","NA","NA","118.3","0","NA","1","NA","3","1","NA","NA","441802","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",66610,"1","2010","10",7757,7178,0,0,,,,,,,,,0,0,0,0,0,,0,,0,199,0,,381,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","1278.23","3","1","2","2","2","2","1","1","NA","6","2","1","NA","NA","180.23","0","NA","1","NA","1","2","1","307402","217602","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",66640,"1","2010","24",14430,9397,0,0,,,,,,,,,0,0,0,0,0,,7,,0,5032,0,,0,,"NA","3","NA","3","NA","NA","2","1","1","1","1","1","1","1","5","1917.35","3","2","2","1","2","2","4","1","NA","2","2","1","NA","NA","246.64","0","NA","1","NA","1","1","1","383801","309101","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",66665,"2","2010","18",10622,10619,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,3,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","3","1022.59","1","NA","2","1","2","2","3","1","NA","3","2","1","NA","NA","447.38","0","NA","1","NA","1","2","1","NA","432002","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",66673,"1","2010","75",37168,35682,74,74,,,,,,,,,74,0,0,0,0,,1,,0,1487,0,,0,,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","1150.41","2","NA","2","2","2","2","3","1","NA","1","2","1","NA","NA","116.13","0","NA","1","NA","1","NA","1","383801","NA","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",66680,"2","2010","18",17175,13871,0,0,,,,,,,,,0,0,0,0,0,,5,,0,3303,0,,0,,"NA","NA","NA","3","NA","2","1","1","1","1","1","1","1","1","4","1469.97","2","NA","2","2","1","2","4","4","NA","1","2","1","NA","NA","79.89","0","NA","1","NA","1","1","1","545302","225302","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",66711,"2","2010","16",7587,4730,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2857,,"NA","NA","NA","3","NA","3","1","1","2","1","1","1","1","1","5","1278.23","2","3","2","2","2","1","4","1","NA","2","2","2","NA","NA","624.8","155.05","NA","1","NA","1","NA","1","566401","309101","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",66758,"1","2010","14",27388,26770,0,0,,,,,,,,,0,0,0,0,0,,0,,0,138,0,,481,,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","1917.35","2","2","2","2","2","2","3","1","NA","3","2","1","NA","NA","624.8","0","NA","1","NA","1","2","1","309102","NA","NA","NA","NA","2",1.3,,,,,,,,,,,
"2010","EE",66798,"2","2010","25",24155,22988,0,0,,,,,,,,,0,0,0,0,0,,24,,0,2,0,,1165,,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","3","5","1086.5","3","NA","2","1","2","2","2","1","NA","1","2","1","NA","NA","296.42","141.76","NA","1","NA","1","1","1","3104","451302","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",66831,"1","2010","39",5944,5897,0,0,,,,,,,,,0,0,0,0,0,,6,,0,46,0,,0,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","3","4","1150.41","2","2","2","2","2","2","1","2","NA","5","2","1","NA","NA","365.89","0","NA","1","NA","1","1","1","191001","410602","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",66877,"1","2010","14",45764,44680,453,453,,,,,,,,,453,0,0,0,0,,0,,0,1084,0,,0,,"NA","3","NA","3","NA","3","2","1","1","1","1","1","1","1","3","1917.35","2","2","2","2","2","2","4","1","NA","5","2","1","NA","NA","189.82","0","NA","1","NA","1","1","1","585801","87702","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",66936,"2","2010","16",15820,13172,0,0,,,,,,,,,0,0,0,0,0,,57,,0,2648,0,,0,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","5","1278.23","1","3","2","2","2","1","1","1","NA","6","2","1","NA","NA","180.23","0","NA","1","NA","1","1","1","147501","321702","NA","NA","NA","2",1.3,,,,,,,,,,,
"2010","EE",66946,"2","2010","11",3647,919,0,0,,,,,,,,,0,88,0,0,0,,0,,0,0,0,,2728,,"NA","NA","NA","3","NA","NA","1","2","2","1","1","1","1","1","4","830.85","2","NA","2","1","2","2","1","1","NA","2","2","1","NA","NA","133.83","0","NA","1","NA","1","1","1","522401","625802","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",66984,"1","2010","9",33614,32795,0,0,,,,,,,,,0,0,0,0,0,,1,,0,26,0,,793,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","4","1917.35","1","NA","2","2","2","2","1","1","NA","3","2","1","NA","NA","310.61","120.67","NA","1","NA","1","2","1","94201","NA","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",67020,"2","2010","25",13865,8313,0,0,,,,,,,,,0,0,0,0,0,,3,,0,5552,0,,0,,"NA","NA","NA","3","NA","3","2","1","1","1","1","1","1","1","3","1917.35","2","NA","2","2","2","2","1","1","NA","3","2","1","NA","NA","55.6","78.48","NA","1","NA","1","1","1","234801","NA","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",67049,"1","2010","15",13174,11047,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2127,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","4","1150.41","2","NA","2","2","2","2","4","1","NA","3","2","1","NA","NA","187.26","0","NA","1","NA","1","1","1","374101","NA","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",67074,"1","2010","8",42680,41782,0,0,,,,,,,,,0,0,0,0,0,,0,,0,5,0,,892,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","3","4","1917.35","2","2","2","2","2","1","1","1","NA","3","2","1","NA","NA","246.64","0","NA","1","NA","1","1","NA","204101","NA","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",67106,"1","2010","15",46230,44327,0,0,,,,,,,,,0,0,0,0,0,,0,,0,25,0,,1878,,"NA","3","NA","3","NA","NA","2","1","2","1","1","1","1","1","2","958.67","1","2","1","2","2","2","3","1","NA","1","2","1","NA","NA","75.42","0","NA","1","NA","3","2","1","555801","NA","7","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",67147,"1","2010","10",10530,7158,0,0,,,,,,,,,0,2358,0,0,0,,0,,0,166,0,,3207,,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","3","1278.23","2","NA","2","2","2","2","4","1","NA","4","1","1","NA","NA","137.73","0","NA","1","NA","1","1","1","NA","404902","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",67170,"1","2010","27",5884,5138,0,0,,,,,,,,,0,0,0,0,0,,9,,0,746,0,,0,,"NA","NA","NA","3","NA","NA","2","2","1","1","1","1","1","3","3","447.38","2","NA","2","2","2","1","1","1","NA","5","2","1","NA","NA","121.24","0","NA","1","NA","3","1","1","106301","57602","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",67192,"1","2010","10",3940,3914,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1,0,,26,,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","3","1278.23","2","3","2","2","2","1","4","1","NA","6","1","1","NA","NA","51.77","126.61","NA","1","NA","1","1","1","625601","362102","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",67227,"2","2010","19",16516,14207,0,0,,,,,,,,,0,0,0,0,0,,0,,0,212,0,,2096,,"NA","NA","NA","2","NA","NA","1","1","1","1","1","3","1","1","3","447.38","3","NA","2","2","2","2","4","1","NA","2","2","1","NA","NA","94.4","0","NA","1","NA","1","1","NA","598901","NA","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",67261,"2","2010","6",6198,4548,0,0,,,,,,,,,0,0,0,0,0,,3,,0,513,0,,1136,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","3","4","268.43","2","1","2","2","2","2","4","1","NA","4","2","1","NA","NA","118.94","0","NA","1","NA","1","1","1","122303","NA","NA","NA","NA","2",1.5,,,,,,,,,,,
"2010","EE",67268,"2","2010","11",14413,14073,0,0,,,,,,,,,0,0,0,0,0,,0,,0,10,0,,329,,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","3","3","3195.58","1","3","2","2","2","2","2","1","NA","6","2","1","NA","NA","425.01","0","NA","1","NA","1","2","1","307402","307401","NA","NA","NA","2",1.5,,,,,,,,,,,
