"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY100N","HY145N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY090G","HY100G","HY110G","HY120G","HY130G","HY140G","HS010","HS020","HS030","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH020","HH030","HH040","HH050","HH060","HH061","HH070","HH080","HH090","MH010","MH020","MH030","MH040","MH050","MH060","MH070","MH080","MH090","MH100","MH110","MH120","MH130","MH140","MH150","MH160","HX040","HX050","HX090","HX080","HX060","HX070","HX020","HX010","HY081N","HY131N","HY081G","HY131G"
"2007","EE",63629,"1","2007","17",1995,1987,0,0,,,,,,0,0,0,0,0,3,,0,0,0,8,"NA","2","NA","2","1","1","1","1","1","1","1","3","1278.23","2","NA","2","2","2","2","2","1","4","2","1","NA","NA","123.41","1","1","2","1","1","1","1","2","1","3","4","4","3","3","2","NA","2","NA","2",1.3,,,,,,,,,,
"2007","EE",63637,"2","2007","17",9213,9208,0,0,,,,,,0,0,0,0,0,0,,0,0,0,5,"NA","2","2","2","2","2","1","1","1","1","3","5","1597.79","3","2","2","2","2","2","4","1","2","2","1","NA","NA","198.13","1","1","2","1","1","1","1","2","1","4","3","3","3","3","3","3","2","NA","2",1.5,,,,,,,,,,
"2007","EE",63673,"2","2007","16",20602,20532,0,0,,,,,,0,0,0,0,0,0,,0,70,0,0,"2","2","NA","1","1","1","1","1","1","1","1","3","958.67","2","2","2","2","2","2","2","1","6","2","1","38.35","NA","70.37","1","1","2","1","1","1","1","1","1","4","3","3","3","4","2","3","2","NA","2",1.5,,,,,,,,,,
"2007","EE",63696,"1","2007","46",9324,5101,0,0,,,,,,0,36,0,0,0,1,,0,28,0,4194,"2","2","NA","1","1","1","1","1","3","1","3","4","383.47","1","3","2","2","2","1","2","1","2","2","1","NA","NA","121.43","1","1","2","1","1","1","1","2","1","2","4","2","4","3","3","3","2","NA","2",1.5,,,,,,,,,,
"2007","EE",63704,"2","2007","22",4412,3714,0,0,,,,,,0,0,0,0,0,0,,0,51,0,646,"2","2","2","1","1","1","1","1","2","1","1","3","351.51","3","NA","2","2","2","2","1","1","3","2","1","38.35","NA","115.04","1","1","2","1","1","1","1","2","1","2","3","3","3","3","3","4","2","NA","2",1.5,,,,,,,,,,
"2007","EE",63762,"2","2007","18",17305,14821,0,0,,,,,,0,0,0,0,0,0,,0,2484,0,0,"2","2","2","1","1","1","1","1","1","1","1","5","4473.82","3","NA","2","1","1","2","1","1","5","1","1","NA","NA","191.73","1","1","2","1","1","1","1","2","1","4","4","3","3","NA","3","3","2","3","2",1.5,,,,,,,,,,
"2007","EE",63778,"1","2007","10",8475,4315,0,0,,,,,,0,0,0,0,0,1,,0,7,0,4153,"2","2","NA","2","1","1","1","1","1","1","1","3","958.67","3","NA","2","1","1","2","1","1","3","1","1","NA","NA","127.82","1","1","2","1","1","1","1","2","1","3","3","3","4","3","2","3","2","NA","2",1.5,,,,,,,,,,
"2007","EE",63798,"2","2007","11",8979,7057,0,0,,,,,,0,0,0,0,0,0,,0,0,0,1922,"NA","2","NA","1","1","1","1","1","1","1","1","5","1917.35","3","NA","2","2","2","2","1","1","4","2","1","NA","NA","193.01","1","1","2","1","2","1","2","2","1","3","3","3","3","NA","4","3","2","NA","2",1.3,,,,,,,,,,
"2007","EE",63834,"1","2007","22",13151,13118,0,0,,,,,,0,0,0,0,0,0,,0,33,0,0,"2","2","NA","2","1","1","1","1","1","1","1","1","5112.93","2","2","2","2","2","2","4","1","3","2","1","NA","NA","127.82","1","1","1","1","1","1","2","2","1","2","3","3","2","2","3","NA","1","NA","2",1.5,,,,,,,,,,
"2007","EE",63856,"2","2007","11",10215,9283,0,0,,,,,,0,0,0,0,0,5,,0,0,0,933,"2","2","NA","1","1","1","1","1","1","1","1","5","1917.35","3","NA","2","2","2","1","1","1","5","2","1","NA","NA","127.82","1","1","2","1","1","1","1","2","1","3","4","3","3","NA","3","3","1","NA","2",1.5,,,,,,,,,,
"2007","EE",63888,"1","2007","11",3514,2471,0,0,,,,,,0,0,0,0,0,2,,0,0,0,1043,"2","2","NA","1","1","2","1","1","1","1","1","3","1597.79","3","NA","2","2","1","2","4","1","3","2","1","NA","NA","70.3","1","1","2","1","1","1","1","2","1","2","3","1","4","3","3","3","2","NA","2",1.5,,,,,,,,,,
"2007","EE",63914,"1","2007","22",1672,-1456,0,0,,,,,,0,0,0,0,0,0,,0,0,0,3128,"2","2","NA","1","1","1","1","1","1","1","2","3","958.67","1","3","2","2","1","1","1","1","3","2","1","NA","NA","198.13","2","1","2","2","1","2","1","2","2","3","3","3","3","4","4","4","1","NA","2",1.5,,,,,,,,,,
"2007","EE",63928,"2","2007","15",4012,2757,0,0,,,,,,0,0,0,59,0,0,,0,1255,0,0,"NA","2","NA","1","1","1","1","1","3","1","1","3","2556.47","2","3","2","1","2","1","4","1","4","1","1","NA","NA","89.48","1","1","2","1","1","2","1","2","2","3","4","3","4","3","2","NA","2","NA","2",1.5,,,,,,,,,,
"2007","EE",63932,"1","2007","16",13357,13296,0,0,,,,,,0,0,0,0,0,16,,0,2,0,58,"NA","2","2","1","1","1","1","1","1","1","1","3","1597.79","2","2","2","2","1","2","3","1","2","2","1","NA","NA","127.82","1","1","1","1","1","1","2","2","1","2","3","3","3","2","3","NA","2","NA","2",1.5,,,,,,,,,,
"2007","EE",63935,"3","2007","23",3494,-3137,0,0,,,,,,0,0,0,0,0,0,,0,6630,0,0,"1","2","2","1","1","1","1","1","1","1","1","4","1597.79","3","NA","2","2","2","2","3","1","3","2","1","NA","NA","115.04","1","1","2","1","1","1","1","2","1","3","4","3","3","4","3","4","2","NA","2",1.5,,,,,,,,,,
"2007","EE",63994,"2","2007","23",22437,22394,0,0,,,,,,0,0,0,0,0,0,,0,43,0,0,"2","1","2","1","1","1","1","1","1","1","1","4","3195.58","3","2","2","2","1","2","3","1","2","2","1","NA","NA","76.69","1","1","2","1","2","2","1","2","1","2","3","4","3","NA","3","NA","2","NA","2",1.5,,,,,,,,,,
"2007","EE",64010,"2","2007","23",9231,8911,0,0,,,,,,0,0,0,0,0,0,,0,33,0,287,"2","2","2","1","1","1","1","1","1","1","1","5","1917.35","3","NA","2","2","1","2","3","1","6","1","1","NA","NA","127.82","1","1","2","1","1","1","1","1","1","4","3","3","3","3","3","NA","1","NA","2",1.5,,,,,,,,,,
"2007","EE",64030,"1","2007","51",4789,3769,0,0,,,,,,0,0,0,0,0,0,,0,2,0,1018,"2","2","NA","2","1","1","1","1","1","1","1","5","639.12","1","NA","2","2","2","1","4","1","2","2","1","NA","NA","35.79","1","1","2","1","1","1","1","2","1","3","3","3","3","NA","3","NA","2","NA","2",1.5,,,,,,,,,,
"2007","EE",64038,"1","2007","5",4202,3828,0,0,,,,,,0,0,0,0,0,0,,0,0,0,374,"2","2","NA","2","1","1","1","1","1","1","1","4","575.2","1","NA","2","2","2","2","2","1","5","1","1","NA","NA","127.82","2","1","2","1","1","1","1","2","2","4","4","3","4","2","4","NA","1","NA","2",1.5,,,,,,,,,,
"2007","EE",64050,"2","2007","18",3426,1796,0,0,,,,,,0,0,0,0,0,0,,0,24,0,1605,"NA","2","2","2","1","1","1","1","2","1","1","4","958.67","3","NA","2","2","1","1","NA","1","4","1","1","NA","NA","38.35","1","1","2","1","1","1","1","2","1","2","3","2","2","NA","3","3","2","NA","2",1.5,,,,,,,,,,
"2007","EE",64052,"2","2007","17",10526,7528,0,0,,,,,,0,1012,0,0,2997,6,,0,2998,0,0,"2","2","2","1","1","1","1","1","1","1","1","5","1597.79","3","3","2","2","2","1","1","1","4","1","1","NA","NA","168.98","1","1","2","1","1","1","2","1","1","3","3","4","3","3","4","4","2","NA","2",1.5,,,,,,,,,,
"2007","EE",64109,"2","2007","16",8762,8762,0,0,,,,,,0,0,0,0,0,9,,0,0,0,0,"2","2","NA","2","1","2","1","1","1","1","1","3","1278.23","2","2","1","2","2","2","4","1","2","2","1","NA","NA","71.9","1","1","2","1","1","1","1","2","1","3","3","3","NA","NA","3","2","2","NA","2",1.5,,,,,,,,,,
"2007","EE",64115,"1","2007","17",4130,4130,0,0,,,,,,0,0,0,0,0,0,,0,0,0,0,"2","2","NA","1","1","1","1","1","1","1","1","5","639.12","3","NA","2","1","2","2","1","1","4","2","1","NA","NA","193.01","1","1","2","1","1","1","1","2","1","3","3","3","3","3","3","NA","2","NA","2",1.5,,,,,,,,,,
"2007","EE",64119,"2","2007","13",1,-10,0,0,,,,,,0,0,0,0,0,1,,0,0,0,11,"NA","2","NA","2","1","1","1","1","1","1","1","4","1278.23","2","2","2","2","1","2","2","1","6","2","1","NA","NA","115.04","1","1","2","1","1","1","1","2","2","3","3","3","3","4","3","NA","2","NA","2",1.3,,,,,,,,,,
"2007","EE",64126,"1","2007","15",18770,13715,0,0,,,,,,0,0,0,0,0,0,,0,0,0,5056,"NA","2","2","2","1","1","1","1","1","1","1","6","5112.93","2","2","2","2","1","1","2","1","2","2","1","NA","NA","341.93","1","1","2","1","1","1","1","2","2","2","3","3","3","3","2","NA","2","NA","2",1.5,,,,,,,,,,
"2007","EE",64134,"1","2007","16",8306,8301,0,0,,,,,,0,0,0,0,0,12,,0,0,0,6,"2","2","NA","1","1","1","1","1","1","1","1","4","351.51","3","NA","2","2","2","2","1","1","4","2","1","NA","NA","192.37","1","1","2","1","1","1","1","2","1","3","3","3","3","4","3","3","2","NA","2",1.5,,,,,,,,,,
"2007","EE",64140,"2","2007","24",8626,7782,0,0,,,,,,0,0,0,0,0,3,,0,0,0,844,"2","2","2","1","1","1","1","1","1","1","1","5","1150.41","2","2","2","2","1","1","4","1","2","2","1","NA","NA","76.69","1","2","1","1","1","1","1","2","1","3","4","3","3","NA","3","NA","2","NA","2",1.5,,,,,,,,,,
"2007","EE",64147,"3","2007","27",13268,12721,0,0,,,,,,0,0,0,0,0,0,,0,547,0,0,"NA","2","NA","2","1","1","1","1","1","1","1","3","1278.23","2","2","2","2","2","1","4","4","3","1","1","NA","NA","127.82","1","1","2","1","1","2","1","1","1","2","3","3","3","3","2","3","2","NA","2",1.5,,,,,,,,,,
"2007","EE",64153,"2","2007","13",31890,30722,0,0,,,,,,0,0,0,0,0,0,,0,1168,0,0,"NA","2","2","2","1","1","1","1","1","1","1","3","1278.23","2","3","2","1","1","2","4","1","2","2","1","NA","NA","95.87","1","1","1","1","1","1","1","1","1","3","3","4","3","3","4","NA","2","3","2",1.5,,,,,,,,,,
"2007","EE",64171,"2","2007","15",12002,11249,0,0,,,,,,0,182,0,0,0,2,,0,0,0,753,"NA","2","2","2","1","1","1","1","1","1","3","5","1917.35","3","NA","2","2","1","1","1","1","3","2","1","NA","NA","255.65","1","1","1","1","1","1","2","2","1","3","3","3","3","3","3","3","2","NA","2",1.5,,,,,,,,,,
"2007","EE",64174,"2","2007","12",4960,4922,0,0,,,,,,0,0,0,0,0,36,,0,2,33,3,"NA","2","NA","1","1","1","1","1","1","1","1","5","639.12","2","NA","2","2","2","2","2","1","3","2","1","NA","NA","115.04","1","1","1","1","1","1","1","2","1","2","3","4","3","4","3","NA","2","NA","2",1.5,,,,,,,,,,
"2007","EE",64176,"2","2007","19",4872,4830,0,0,,,,,,0,142,0,0,0,0,,0,42,0,0,"2","2","NA","1","1","1","1","1","2","1","3","4","1278.23","3","NA","2","2","2","1","4","1","2","2","1","NA","NA","447.38","1","1","1","1","1","1","1","2","1","2","3","2","NA","3","3","4","2","NA","2",1.5,,,,,,,,,,
"2007","EE",64202,"2","2007","19",8621,8619,0,0,,,,,,0,0,0,0,0,7,,0,0,0,2,"NA","2","2","1","1","2","1","1","1","1","1","5","639.12","3","NA","2","2","2","2","3","1","6","2","1","NA","NA","127.82","1","1","1","1","1","1","1","2","2","4","4","4","3","3","3","3","2","NA","2",1.3,,,,,,,,,,
"2007","EE",64220,"2","2007","23",11181,10482,0,0,,,,,,0,0,0,0,0,0,,0,699,0,0,"NA","2","2","2","1","1","1","1","1","1","1","3","1917.35","2","2","2","2","1","1","4","1","2","2","1","NA","NA","127.82","1","1","2","1","1","1","2","2","1","2","3","3","3","3","3","NA","1","NA","2",1.5,,,,,,,,,,
"2007","EE",64226,"2","2007","36",5923,-2666,0,0,,,,,,0,0,0,0,0,0,,0,97,0,8492,"NA","2","2","1","1","1","1","1","1","1","1","3","1278.23","2","2","2","2","1","1","3","1","2","2","1","NA","NA","128.59","1","1","1","1","1","1","1","2","1","2","3","4","3","3","3","NA","2","NA","2",1.5,,,,,,,,,,
"2007","EE",64230,"2","2007","14",4865,4795,0,0,,,,,,0,0,0,0,0,1,,0,70,0,0,"2","2","2","2","1","1","1","1","1","1","1","6","1917.35","3","2","2","2","1","2","1","1","3","2","1","NA","NA","1086.5","1","1","2","1","1","1","2","2","2","2","2","3","3","2","3","NA","2","NA","2",1.5,,,,,,,,,,
"2007","EE",64241,"2","2007","4",4839,4836,0,0,,,,,,0,0,0,0,0,0,,0,0,0,3,"NA","2","2","2","1","2","1","1","1","3","1","3","2556.47","3","2","2","1","1","2","4","1","3","2","1","NA","NA","127.82","1","1","2","1","1","1","1","2","2","3","3","3","3","3","3","NA","2","1","2",1.5,,,,,,,,,,
"2007","EE",64275,"1","2007","39",8998,5129,0,0,,,,,,0,0,0,0,0,0,,0,0,0,3868,"2","2","2","1","1","2","1","1","1","1","1","3","639.12","3","NA","2","2","2","2","3","1","3","2","1","NA","NA","121.43","1","1","1","1","1","1","1","2","2","3","4","4","4","4","2","3","2","NA","2",1.5,,,,,,,,,,
"2007","EE",64304,"1","2007","27",11015,9687,0,0,,,,,,0,0,0,0,0,0,,0,1329,0,0,"2","2","2","1","1","1","1","1","1","1","3","5","383.47","3","3","2","1","2","2","2","1","4","2","1","NA","NA","127.82","1","1","2","1","1","2","2","2","2","3","3","3","4","NA","3","3","2","NA","2",1.5,,,,,,,,,,
"2007","EE",64343,"2","2007","22",13231,3493,0,0,,,,,,0,0,0,0,0,87,,0,23,0,9715,"NA","2","NA","1","1","1","1","1","1","1","1","5","4473.82","3","NA","2","2","1","2","4","1","4","2","1","NA","NA","127.82","1","1","2","1","1","1","2","1","1","3","3","4","4","NA","3","3","2","NA","2",1.5,,,,,,,,,,
"2007","EE",64344,"2","2007","16",4974,4970,0,0,,,,,,0,0,0,0,0,0,,0,3,0,0,"NA","2","NA","2","1","1","1","1","1","1","1","4","639.12","2","3","2","2","1","2","4","4","3","1","2","NA","NA","82.45","2","1","1","1","1","2","1","2","1","3","3","3","2","3","3","NA","2","NA","2",1.5,,,,,,,,,,
"2007","EE",64419,"2","2007","34",15554,15550,0,0,,,,,,0,0,0,0,0,0,,0,0,0,4,"2","2","2","2","1","1","1","1","1","1","1","3","5112.93","2","2","2","2","1","2","4","1","2","2","1","NA","NA","127.82","1","1","1","1","1","1","2","2","1","2","3","3","3","2","3","NA","2","NA","2",1.5,,,,,,,,,,
"2007","EE",64453,"2","2007","9",4733,4728,0,0,,,,,,0,98,0,0,0,0,,0,5,0,0,"NA","2","NA","2","1","1","1","1","1","1","2","4","1917.35","2","NA","2","2","1","2","4","1","2","2","1","NA","NA","70.3","1","1","1","1","1","1","2","2","2","3","3","3","3","4","3","4","2","NA","2",1.5,,,,,,,,,,
"2007","EE",64486,"1","2007","7",8012,8010,0,0,,,,,,0,0,0,0,0,0,,0,0,0,3,"2","2","2","2","1","1","1","1","1","1","1","4","639.12","3","NA","2","2","2","1","4","1","2","2","1","NA","NA","63.91","1","2","1","1","1","1","1","2","2","2","3","3","4","4","4","3","2","NA","2",1.5,,,,,,,,,,
"2007","EE",64520,"2","2007","24",20243,18509,0,0,,,,,,0,0,0,0,0,6,,0,289,0,1445,"NA","2","2","1","1","1","1","1","1","1","1","4","958.67","3","NA","2","2","2","2","4","1","3","2","1","NA","NA","76.69","1","1","1","1","1","2","2","2","1","4","3","2","3","2","3","4","1","NA","2",1.5,,,,,,,,,,
"2007","EE",64523,"1","2007","15",16694,12615,0,0,,,,,,0,540,0,0,0,0,,0,4079,0,0,"2","2","2","2","1","1","1","1","1","1","1","4","5112.93","2","2","2","2","2","1","2","1","3","2","1","NA","NA","341.93","1","1","1","1","1","1","1","2","1","3","3","4","3","3","3","NA","1","NA","2",1.5,,,,,,,,,,
"2007","EE",64535,"1","2007","20",7057,3035,0,0,,,,,,0,0,0,0,0,0,,0,0,0,4022,"NA","2","2","1","1","1","1","1","2","1","1","4","1406.06","2","3","1","1","2","2","4","1","3","2","1","NA","NA","170","1","1","1","1","1","1","1","1","1","2","3","3","3","3","4","NA","2","NA","2",1.5,,,,,,,,,,
"2007","EE",64652,"2","2007","16",5422,5597,0,0,,,,,,0,0,0,0,0,0,,0,226,0,-402,"NA","2","2","1","1","1","1","1","1","1","1","5","1278.23","2","2","2","1","2","1","2","1","3","1","1","NA","NA","31.96","1","1","1","1","1","1","1","2","1","2","3","4","4","4","3","3","2","NA","2",1.5,,,,,,,,,,
"2007","EE",64703,"1","2007","39",3763,3177,0,0,,,,,,0,113,0,0,0,0,,0,20,0,566,"2","2","NA","2","1","1","1","1","1","1","1","3","1022.59","2","NA","1","2","2","1","4","2","2","2","1","NA","NA","44.74","1","2","1","1","NA","1","1","2","1","2","4","3","3","4","3","NA","1","NA","2",1.5,,,,,,,,,,
"2007","EE",64713,"2","2007","11",6227,5206,0,0,,,,,,0,0,0,0,0,6,,0,1021,0,0,"2","2","NA","1","1","1","1","1","1","1","1","3","958.67","3","NA","2","2","1","2","1","1","3","2","1","NA","NA","178.95","1","1","2","1","1","1","1","2","1","2","3","3","4","3","2","NA","2","NA","2",1.5,,,,,,,,,,
"2007","EE",64725,"2","2007","14",1646,1615,0,0,,,,,,0,0,0,0,0,1,,0,5,0,26,"2","2","2","2","1","1","1","1","1","1","1","4","1917.35","3","2","2","2","1","1","1","1","4","2","1","NA","NA","89.48","1","1","2","2","1","1","1","2","1","2","3","3","3","3","3","3","2","NA","2",1.5,,,,,,,,,,
"2007","EE",64732,"2","2007","13",3753,3741,0,0,,,,,,0,0,0,0,0,1,,0,0,0,12,"2","2","2","2","1","1","1","1","1","1","1","6","5112.93","2","NA","2","2","1","2","3","1","2","2","1","NA","NA","341.93","1","1","1","1","1","1","2","2","2","2","3","4","3","2","3","NA","2","1","2",1.5,,,,,,,,,,
"2007","EE",64736,"2","2007","19",5875,5153,0,0,,,,,,0,0,0,0,0,0,,0,6,0,715,"2","2","2","2","1","1","1","1","1","1","1","1","1278.23","1","2","2","2","2","2","2","1","6","2","1","NA","NA","1086.5","1","1","1","1","1","1","1","2","2","3","3","3","2","2","3","NA","1","NA","2",1.5,,,,,,,,,,
"2007","EE",64756,"1","2007","11",17348,10115,0,0,,,,,,0,0,0,0,0,48,,0,7,0,7226,"NA","2","NA","1","1","1","1","1","1","1","1","5","4473.82","3","NA","2","2","2","1","3","1","6","2","1","NA","NA","127.82","1","1","2","1","2","1","1","2","1","3","2","4","3","3","3","3","2","NA","2",1.5,,,,,,,,,,
"2007","EE",64757,"1","2007","19",3816,1992,0,0,,,,,,0,0,0,0,0,0,,0,12,0,1812,"NA","2","NA","1","1","1","1","1","1","1","1","5","639.12","3","3","2","2","2","2","4","1","3","2","1","NA","NA","193.01","1","1","2","1","2","1","1","2","1","4","3","4","3","3","3","3","2","NA","2",1.3,,,,,,,,,,
"2007","EE",64789,"2","2007","10",24623,23338,0,0,,,,,,0,0,0,0,0,0,,0,1285,0,0,"NA","2","2","1","1","1","1","1","2","1","3","4","1278.23","2","NA","2","2","1","2","4","4","2","2","1","NA","NA","51.13","1","1","2","1","1","1","1","2","1","3","3","3","3","4","3","NA","2","NA","2",1.3,,,,,,,,,,
"2007","EE",64805,"2","2007","27",4284,4281,0,0,,,,,,0,0,0,0,0,0,,0,1,0,2,"NA","1","2","1","1","1","1","1","1","1","1","4","1917.35","2","2","2","1","1","2","4","1","2","2","1","NA","NA","76.69","1","1","2","1","1","1","2","1","1","2","4","4","3","3","3","4","2","NA","2",1.5,,,,,,,,,,
"2007","EE",64828,"2","2007","9",7766,6043,0,0,,,,,,0,0,0,0,0,0,,0,1723,0,0,"2","2","NA","1","1","1","1","1","1","1","1","5","1597.79","3","NA","2","2","2","2","1","1","4","2","1","NA","NA","191.73","1","1","2","1","1","1","1","2","1","3","2","3","3","3","3","3","2","NA","2",1.5,,,,,,,,,,
"2007","EE",64866,"2","2007","12",6213,6209,0,0,,,,,,0,0,0,0,0,0,,0,4,0,0,"2","2","2","1","1","1","1","1","1","1","1","6","1597.79","1","2","2","2","1","1","2","1","2","2","1","NA","NA","341.93","1","1","2","1","1","1","2","2","1","2","3","4","3","2","3","NA","2","1","2",1.5,,,,,,,,,,
"2007","EE",64887,"2","2007","16",889,-2998,0,0,,,,,,0,519,0,0,0,10,,0,0,0,3887,"2","2","2","1","1","1","1","1","1","1","1","6","5112.93","2","3","2","2","1","1","4","1","6","2","1","NA","NA","1086.5","1","1","2","1","1","1","2","2","1","3","3","4","2","3","3","NA","2","1","2",1.5,,,,,,,,,,
"2007","EE",64894,"2","2007","16",2742,2707,0,0,,,,,,0,0,0,0,0,0,,0,0,0,35,"2","2","NA","2","1","1","1","1","1","1","1","3","639.12","2","2","2","1","2","2","1","1","5","2","1","NA","NA","89.48","1","1","2","1","1","1","1","2","1","2","3","4","3","NA","3","NA","2","NA","2",1.3,,,,,,,,,,
"2007","EE",64904,"1","2007","58",20625,18374,0,0,,,,,,0,0,0,0,0,0,,0,45,0,2206,"NA","2","2","2","1","2","1","1","1","1","2","3","1278.23","2","2","2","2","2","2","4","1","6","2","1","NA","NA","31.96","1","1","1","1","1","1","1","2","2","3","3","3","3","4","4","NA","2","NA","2",1.5,,,,,,,,,,
"2007","EE",64909,"3","2007","21",9054,6619,0,0,,,,,,0,100,0,0,0,2,,0,0,0,2435,"2","2","2","1","1","1","1","1","1","1","1","3","5112.93","2","2","2","2","2","2","3","1","6","2","1","NA","NA","127.82","1","1","1","1","1","1","2","2","2","1","2","3","3","3","3","NA","1","1","2",1.5,,,,,,,,,,
"2007","EE",64915,"2","2007","20",63087,60297,0,0,,,,,,0,0,0,0,0,0,,0,2790,0,0,"2","2","NA","1","1","1","1","1","1","1","1","5","4473.82","3","3","2","1","2","2","3","1","4","2","1","NA","NA","127.82","1","1","2","1","1","1","1","2","1","4","3","3","4","3","3","3","2","NA","2",1.5,,,,,,,,,,
"2007","EE",64955,"2","2007","55",3882,911,0,0,,,,,,0,0,0,0,0,17,,0,7,0,2964,"2","2","2","1","1","1","1","1","1","1","1","3","958.67","2","3","2","2","2","2","1","1","2","2","1","NA","NA","95.87","1","1","2","1","1","1","1","2","1","1","3","3","3","3","4","NA","2","NA","2",1.5,,,,,,,,,,
"2007","EE",64960,"2","2007","36",10788,9957,0,0,,,,,,0,645,0,0,0,0,,0,34,0,797,"2","2","2","2","1","1","1","1","1","1","1","3","1278.23","1","2","2","2","2","2","4","1","6","2","1","NA","NA","341.93","1","1","2","1","1","1","2","2","1","3","3","3","3","3","3","NA","2","1","2",1.5,,,,,,,,,,
"2007","EE",64974,"2","2007","27",4056,4016,263,263,,,,,,263,0,0,0,0,0,,0,40,0,0,"NA","2","NA","1","1","1","1","1","1","1","3","3","766.94","3","3","2","2","1","2","4","1","3","2","1","NA","NA","192.37","1","1","1","1","1","1","1","2","2","3","3","3","3","NA","2","NA","2","NA","2",1.5,,,,,,,,,,
"2007","EE",65052,"2","2007","22",5125,5080,0,0,,,,,,0,0,0,0,0,0,,0,45,0,0,"NA","2","2","1","1","2","1","1","1","1","1","3","1278.23","3","NA","2","1","2","2","1","1","3","2","1","NA","NA","127.82","1","1","1","1","1","1","1","2","1","3","3","2","1","NA","3","NA","2","2","2",1.3,,,,,,,,,,
"2007","EE",65062,"2","2007","14",7341,-2208,0,0,,,,,,0,0,0,0,0,0,,0,0,0,9549,"NA","2","NA","2","1","1","1","1","1","1","3","4","1597.79","3","NA","2","2","2","2","1","1","2","2","1","NA","NA","121.43","2","1","1","1","2","1","1","2","1","3","3","4","3","3","3","3","2","NA","2",1.5,,,,,,,,,,
"2007","EE",65090,"2","2007","25",4656,3075,0,0,,,,,,0,0,0,0,0,3,,0,293,0,1288,"2","2","NA","2","1","1","1","1","1","1","1","4","NA","2","NA","2","2","1","2","4","1","3","2","1","NA","NA","191.73","1","1","2","1","1","1","1","2","1","3","3","3","3","3","4","NA","2","NA","2",1.5,,,,,,,,,,
"2007","EE",65114,"2","2007","10",14996,14991,0,0,,,,,,0,0,0,0,0,0,,0,0,0,5,"2","1","NA","1","1","1","1","1","3","1","1","4","1278.23","3","2","2","2","2","2","4","2","2","2","1","NA","NA","76.69","1","1","2","1","1","1","1","2","1","3","3","3","3","NA","2","NA","1","NA","2",1.5,,,,,,,,,,
"2007","EE",65122,"2","2007","19",28783,28263,0,0,,,,,,0,0,0,0,0,19,,0,3,62,454,"NA","2","NA","1","1","1","1","1","1","1","1","4","1917.35","2","NA","2","2","2","2","4","1","5","2","1","NA","NA","127.82","1","1","2","1","1","1","1","2","1","4","4","3","3","3","4","4","2","3","2",1.5,,,,,,,,,,
"2007","EE",65127,"1","2007","12",9308,5013,0,0,,,,,,0,0,0,0,0,0,,0,4295,0,0,"2","2","NA","1","1","1","1","1","1","1","1","5","639.12","3","NA","2","2","2","2","1","1","4","2","1","NA","NA","127.82","1","1","2","1","2","1","1","1","1","3","4","3","3","3","3","NA","2","NA","2",1.5,,,,,,,,,,
"2007","EE",65142,"2","2007","19",10071,9796,0,0,,,,,,0,142,0,0,0,1,,0,275,0,0,"2","2","NA","2","1","1","1","1","1","1","2","5","2556.47","3","1","2","2","2","2","4","1","2","2","1","NA","NA","54.32","1","1","1","1","1","1","2","2","2","4","4","1","2","3","3","3","2","NA","2",1.5,,,,,,,,,,
"2007","EE",65186,"2","2007","18",3794,3789,0,0,,,,,,0,0,0,0,0,0,,0,0,0,6,"2","2","2","1","1","1","1","1","1","1","1","3","1917.35","2","2","2","2","1","2","2","1","6","2","1","NA","NA","83.09","1","1","1","1","1","1","1","2","1","4","3","4","3","3","3","NA","2","NA","2",1.3,,,,,,,,,,
"2007","EE",65189,"2","2007","13",9131,9041,0,0,,,,,,0,556,0,0,0,0,,0,0,0,90,"2","2","NA","1","1","1","1","1","1","1","3","5","1917.35","2","3","2","2","2","1","1","1","5","2","1","NA","NA","76.69","1","1","2","1","2","1","1","2","1","4","3","3","3","3","2","3","2","NA","2",1.5,,,,,,,,,,
"2007","EE",65222,"2","2007","12",7139,6057,0,0,,,,,,0,0,0,0,0,0,,0,0,0,1081,"2","2","NA","1","1","1","1","1","1","1","1","5","1917.35","3","NA","2","2","2","1","1","1","5","2","1","NA","NA","127.82","1","1","2","1","1","1","1","2","1","4","3","3","3","NA","4","3","2","NA","2",1.5,,,,,,,,,,
"2007","EE",65248,"2","2007","25",18649,18642,0,0,,,,,,0,0,0,0,0,7,,0,0,1,5,"2","2","NA","1","1","1","1","1","1","1","1","5","1597.79","3","3","2","1","2","2","1","1","4","2","1","NA","NA","127.82","1","1","2","1","1","1","1","1","1","4","3","3","3","3","3","NA","2","3","2",1.5,,,,,,,,,,
"2007","EE",65295,"2","2007","9",6820,6353,0,0,,,,,,0,0,0,0,0,1,,0,21,0,447,"2","2","NA","2","1","1","1","1","1","1","1","4","1278.23","3","3","2","2","2","2","4","1","2","1","1","NA","NA","76.69","1","1","2","1","1","2","2","2","1","2","3","1","3","4","1","NA","1","3","2",1.5,,,,,,,,,,
