"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY081N","HY100N","HY131N","HY145N","HY170N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HY170G","HS011","HS021","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH021","HH030","HH040","HH050","HH060","HH061","HH070","HH071","HH081","HH091","HX010","HX040","HX050","HX060","HX070","HX080","HX090","HX120","HC010","HC020","HC030","HC040","HC050","HC060","HC070","HC080","HC090","HC100","HC110","HC120","HC130","HC140","HC150","HC160"
"2012","EE",76980,"1","2012","26",20139,19077,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1061,,"3","3","3","2","1","1","1","1","1","1","1","3","1500","2","3","2","2","2","2","3","1","5","2","1","NA","NA","253.25","NA","1","1",,"2",1.5,,,,,,"1","143","1","1","1","1","1","4","4","3","3","3","2","NA","3","NA"
"2012","EE",77038,"2","2012","12",10199,8980,0,0,,,,,,,,,0,0,0,0,0,,0,,0,8,0,,1211,,"3","3","3","1","1","1","1","1","1","1","1","4","1700","2","1","2","2","2","2","1","2","5","2","1","NA","NA","741","214","1","1",,"2",1.3,,,,,,"2","54","1","1","1","1","2","3","3","3","2","3","3","NA","3","NA"
"2012","EE",77041,"2","2012","10",11117,9241,0,0,,,,,,,,,0,73,0,0,0,,0,,0,20,0,,1856,,"NA","3","NA","1","1","1","1","1","1","1","1","2","500","3","NA","2","2","2","2","4","1","3","2","1","NA","NA","137","NA","1","1",,"2",1.5,,,,,,"2","90","1","2","1","1","1","3","3","1","2","NA","3","NA","3","NA"
"2012","EE",77056,"1","2012","10",10867,7479,0,0,,,,,,,,,0,0,0,0,0,,12,,0,0,0,,3388,,"3","3","3","1","1","1","1","1","1","1","1","6","1650","2","NA","2","2","2","2","4","3","3","2","1","350","NA","394","NA","1","1",,"2",1.5,,,,,,"2","72","1","1","1","1","1","3","4","2","3","3","3","NA","3","NA"
"2012","EE",77081,"1","2012","37",9388,9383,0,0,,,,,,,,,0,0,0,0,0,,0,,0,4,0,,2,,"3","3","NA","2","1","2","1","1","1","1","1","3","800","2","NA","2","1","1","2","3","2","4","1","1","NA","NA","130.4","607","1","1",,"2",1.5,,,,,,"2","69","1","1","1","1","1","3","3","3","2","3","3","NA","3","NA"
"2012","EE",77107,"2","2012","17",22066,17173,0,0,,,,,,,,,0,0,156,0,0,,0,,0,29,0,,4865,,"3","3","3","1","1","1","1","1","3","1","1","4","1500","1","2","2","2","2","2","4","1","3","1","1","NA","NA","93.88","NA","1","1",,"2",1.5,,,,,,"2","150","1","1","1","1","1","2","4","1","4","4","3","NA","3","NA"
"2012","EE",77139,"2","2012","19",6636,6623,0,0,,,,,,,,,0,0,0,0,0,,0,,0,2,0,,11,,"3","3","3","1","1","1","1","1","1","1","1","1","1000","2","NA","2","2","2","2","4","1","4","2","1","NA","NA","157","NA","1","1",,"2",1.5,,,,,,"2","150","1","2","1","1","2","3","3","4","3","1","3","3","3","NA"
"2012","EE",77174,"2","2012","19",0,-11231,0,0,,,,,,,,,0,0,0,0,0,,0,,0,77,0,,11154,,"NA","3","3","1","1","2","1","1","1","1","2","1","800","2","NA","2","2","1","2","4","2","6","2","1","NA","NA","158","11","1","1",,"2",1.3,,,,,,"2","38","1","1","1","1","1","3","4","3","4","3","3","3","3","NA"
"2012","EE",77186,"2","2012","19",8875,8853,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,21,,"3","3","NA","2","1","1","1","1","1","1","1","3","1000","2","2","2","2","2","2","1","2","4","2","1","NA","NA","51.8","NA","1","1",,"2",1.5,,,,,,"2","34","1","1","1","1","2","3","3","2","3","3","3","NA","3","NA"
"2012","EE",77198,"2","2012","16",6879,6064,0,0,,,,,,,,,0,0,0,0,0,,0,,0,815,0,,0,,"NA","NA","3","2","1","1","1","1","2","1","1","5","800","2","NA","2","2","2","2","4","1","4","2","1","NA","NA","482.25","174","1","1",,"2",1.5,,,,,,"1","43","1","1","1","1","1","3","4","3","2","4","2","NA","3","NA"
"2012","EE",77247,"1","2012","12",30802,28361,0,0,,,,,,,,,0,0,0,0,0,,0,,0,2441,0,,0,,"3","3","3","1","1","1","1","1","1","1","1","4","2200","2","3","2","2","2","2","4","1","6","2","1","NA","NA","1125.3","93","1","1",,"2",1.5,,,,,,"2","109","2","2","1","1","1","3","3","3","3","3","3","NA","3","NA"
"2012","EE",77269,"1","2012","32",30072,28313,0,0,,,,,,,,,0,0,0,0,0,,17,,0,1758,0,,0,,"3","3","3","2","1","1","1","1","1","1","1","6","2000","2","3","2","2","2","2","4","3","5","2","1","NA","NA","424","159","1","1",,"2",1.3,,,,,,"1","170","1","1","2","1","1","3","4","2","3","NA","3","NA","3","NA"
"2012","EE",77303,"1","2012","17",17875,15285,0,0,,,,,,,,,0,0,0,0,0,,0,,0,2591,0,,0,,"2","3","3","1","1","1","1","1","1","1","1","4","3000","3","1","2","2","1","2","4","1","5","2","1","NA","NA","118.7","124","1","1",,"2",1.5,,,,,,"2","180","1","2","1","1","1","4","4","2","3","3","3","3","3","NA"
"2012","EE",77351,"1","2012","10",21707,21705,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1,,"3","3","3","1","1","1","1","1","1","1","1","3","350","1","NA","2","2","2","2","4","1","4","2","1","NA","NA","482.25","225","1","1",,"2",1.5,,,,,,"2","61","1","1","1","1","1","3","3","3","3","3","3","NA","3","NA"
"2012","EE",77360,"1","2012","37",6797,6793,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,4,,"3","3","NA","2","1","2","1","1","1","1","1","4","800","2","NA","2","2","2","2","1","3","2","2","1","NA","NA","404.8","72","1","1",,"2",1.5,,,,,,"2","52","1","1","2","1","1","4","3","3","4","3","3","3","3","NA"
"2012","EE",77368,"2","2012","22",9107,8611,0,0,,,,,,,,,0,0,0,0,0,,0,,0,3,0,,493,,"NA","3","NA","1","1","1","1","1","3","1","3","1","500","2","NA","2","2","2","1","1","1","4","2","1","NA","NA","104.35","NA","1","1",,"2",1.5,,,,,,"2","76","1","1","1","1","1","3","3","3","NA","NA","4","NA","3","NA"
"2012","EE",77416,"1","2012","24",14838,14605,0,0,,,,,,,,,0,0,0,0,0,,0,,0,11,0,,221,,"NA","2","NA","1","1","2","1","1","1","1","1","3","2100","2","2","2","2","1","2","4","2","1","2","1","NA","NA","184.77","NA","1","1",,"2",1.5,,,,,,"2","66","1","1","1","2","1","4","3","2","4","3","2","NA","3","NA"
"2012","EE",77424,"2","2012","30",6153,702,0,0,,,,,,,,,0,0,0,0,0,,2,,0,5450,0,,0,,"NA","3","3","1","1","2","1","1","1","1","3","3","200","2","NA","2","2","2","2","4","1","3","2","1","NA","NA","289.5","NA","1","1",,"2",1.5,,,,,,"2","96","1","1","1","1","1","3","3","3","2","4","4","NA","3","NA"
"2012","EE",77435,"2","2012","8",6061,5428,0,0,,,,,,,,,0,0,0,0,0,,0,,0,102,0,,530,,"3","2","3","1","1","1","1","1","1","1","1","5","2500","2","2","2","2","2","2","4","2","2","2","1","NA","NA","1197","NA","1","1",,"2",1.5,,,,,,"2","53","2","1","1","1","1","4","4","3","3","2","4","2","3","NA"
"2012","EE",77439,"2","2012","18",11127,8876,0,0,,,,,,,,,0,0,0,0,0,,1,,0,80,0,,2172,,"NA","3","3","1","1","1","1","1","1","1","1","5","1000","3","1","2","2","1","2","4","1","6","2","1","NA","NA","339.38","NA","1","1",,"2",1.5,,,,,,"1","58","1","1","1","1","1","4","3","4","2","2","3","NA","2","NA"
"2012","EE",77536,"2","2012","12",6789,961,0,0,,,,,,,,,0,0,0,0,0,,0,,0,365,0,,5463,,"NA","3","3","1","1","1","1","1","1","1","1","4","1300","2","2","2","2","1","1","2","2","6","2","1","NA","NA","83.37","64","1","1",,"2",1.5,,,,,,"2","37","1","1","1","1","1","3","3","3","3","3","3","NA","3","NA"
"2012","EE",77569,"1","2012","11",5878,3080,0,0,,,,,,,,,0,0,0,0,0,,0,,0,55,0,,2744,,"NA","3","3","1","1","1","1","1","1","1","1","4","1000","1","3","2","2","2","2","NA","1","4","2","1","NA","NA","68.4","NA","1","1",,"2",1.5,,,,,,"2","70","1","1","1","1","2","3","2","4","3","NA","3","NA","3","NA"
"2012","EE",77575,"1","2012","24",10855,10848,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,6,,"NA","3","3","2","2","1","1","1","1","1","1","3","1100","2","2","2","2","2","2","4","5","3","2","1","NA","NA","134","NA","1","1",,"2",1.5,,,,,,"2","70","1","1","1","1","2","3","3","3","4","3","3","NA","3","NA"
"2012","EE",77578,"2","2012","28",23950,21017,0,0,,,,,,,,,0,0,0,0,0,,8,,0,2933,0,,0,,"3","3","3","1","1","1","1","1","1","1","1","4","1000","2","2","2","2","2","1","1","2","4","2","1","NA","NA","339.38","210","1","1",,"2",1.5,,,,,,"2","61","1","1","1","1","2","3","4","3","3","4","3","NA","3","NA"
"2012","EE",77586,"2","2012","27",9557,8808,0,0,,,,,,,,,0,0,0,0,0,,0,,0,7,0,,742,,"3","3","NA","1","1","1","1","1","1","1","1","4","2000","3","3","2","2","2","2","4","3","5","1","1","NA","NA","174.2","134","1","1",,"2",1.5,,,,,,"2","86","2","1","1","1","1","3","4","3","2","3","3","NA","3","NA"
"2012","EE",77596,"2","2012","16",18614,17982,0,0,,,,,,,,,0,0,0,0,0,,2,,0,0,0,,632,,"3","2","NA","1","1","2","1","1","3","1","2","5","2000","1","3","2","2","2","2","4","3","3","2","1","NA","NA","0","NA","1","1",,"2",1.5,,,,,,"1","50","1","1","1","1","1","2","2","3","4","NA","2","NA","3","NA"
"2012","EE",77663,"1","2012","28",10043,9943,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,55,,45,,"3","3","NA","1","1","1","1","3","1","1","1","5","2000","2","NA","2","2","2","2","1","2","6","2","1","350","NA","493.8","NA","1","1",,"2",1.5,,,,,,"2","72","1","1","2","1","1","3","3","3","3","3","3","NA","3","NA"
"2012","EE",77688,"1","2012","17",14568,12732,0,0,,,,,,,,,0,0,0,0,0,,0,,0,4,0,,1831,,"3","3","3","1","1","1","1","1","1","1","1","6","1000","3","3","2","2","2","2","2","2","6","2","1","350","NA","493.8","291","1","1",,"2",1.5,,,,,,"1","120","1","1","1","1","1","3","3","3","3","3","3","NA","3","NA"
"2012","EE",77705,"2","2012","9",3371,160,0,0,,,,,,,,,0,0,0,0,0,,0,,0,263,0,,2948,,"NA","3","3","1","1","1","1","1","1","1","2","5","1500","2","2","2","2","1","2","1","2","3","2","1","NA","NA","268","NA","1","1",,"2",1.3,,,,,,"1","62","1","1","1","1","2","3","3","3","3","NA","4","NA","3","NA"
"2012","EE",77782,"1","2012","33",23523,21348,0,0,,,,,,,,,0,0,0,0,0,,4,,0,127,0,,2047,,"2","3","NA","1","1","1","1","1","1","1","1","5","1000","2","NA","2","1","2","2","4","1","4","2","1","NA","NA","73","NA","1","1",,"2",1.5,,,,,,"2","60","1","1","1","1","1","3","3","3","3","4","3","NA","3","NA"
"2012","EE",77783,"1","2012","21",8069,7569,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,500,,"NA","2","NA","2","1","1","1","1","3","1","1","3","1500","2","2","2","1","2","NA","4","1","3","2","1","NA","NA","258.76","NA","1","1",,"2",1.5,,,,,,"2","150","1","1","1","1","1","3","4","4","4","2","4","4","3","NA"
"2012","EE",77805,"1","2012","35",16160,17756,0,0,,,,,,,,,0,0,0,0,0,,0,,0,177,0,,-1773,,"3","3","3","1","1","1","1","1","1","1","1","4","2000","1","2","2","2","2","1","3","2","5","2","1","NA","NA","493","208","1","1",,"2",1.5,,,,,,"2","68","1","1","1","1","2","4","3","3","NA","3","3","NA","3","NA"
"2012","EE",77815,"1","2012","17",13071,13017,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,54,,0,,"2","3","3","1","1","2","1","1","1","1","1","4","1500","2","2","2","2","2","2","1","2","6","2","1","NA","NA","282","51","1","1",,"2",1.5,,,,,,"2","74","1","1","1","1","2","4","4","3","4","4","4","3","3","NA"
"2012","EE",77837,"1","2012","11",11119,11087,0,0,,,,,,,,,0,0,0,0,0,,7,,0,0,0,,32,,"3","3","3","1","1","1","1","1","1","1","1","5","1500","2","2","2","1","2","1","4","2","2","2","1","NA","NA","632.38","NA","1","1",,"2",1.5,,,,,,"1","63","1","1","1","1","2","4","2","3","4","2","3","4","3","NA"
"2012","EE",77840,"2","2012","9",16800,15480,0,0,,,,,,,,,0,0,0,10322,0,,0,,0,8,0,,1312,,"3","3","NA","1","1","1","1","1","1","1","1","3","2000","3","2","2","2","2","2","4","2","6","2","1","NA","NA","339.38","NA","1","1",,"2",1.5,,,,,,"2","61","1","1","1","1","1","3","3","2","NA","2","3","NA","3","NA"
"2012","EE",77868,"1","2012","8",12209,11682,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,527,,"3","3","3","2","1","1","1","1","1","1","1","4","2000","3","NA","2","2","2","2","4","2","5","1","1","NA","NA","493.8","256","1","1",,"2",1.5,,,,,,"2","120","1","1","1","1","1","4","3","3","3","3","3","NA","3","NA"
"2012","EE",77884,"2","2012","32",5881,4406,0,0,,,,,,,,,0,0,0,0,0,,0,,0,42,0,,1433,,"NA","3","NA","1","1","1","1","1","1","1","1","3","1000","1","NA","2","2","2","2","4","5","5","2","1","NA","NA","67.2","NA","1","1",,"2",1.5,,,,,,"2","67","2","2","1","1","1","2","1","4","3","3","3","NA","3","NA"
"2012","EE",77913,"1","2012","38",18132,15987,0,0,,,,,,,,,0,0,0,0,0,,0,,0,2,0,,2143,,"3","3","NA","1","1","1","1","1","1","1","1","6","2000","2","3","2","2","2","2","4","2","5","2","1","350","NA","493.8","NA","1","1",,"2",1.5,,,,,,"1","72","1","1","1","1","1","3","3","4","3","3","3","NA","3","NA"
"2012","EE",77955,"1","2012","15",10583,9936,0,0,,,,,,,,,0,0,0,0,0,,239,,0,34,0,,612,,"3","3","NA","2","1","1","1","1","1","1","1","5","1200","2","NA","2","2","1","2","4","2","4","2","1","NA","NA","268","NA","1","1",,"2",1.5,,,,,,"2","76","1","1","1","1","2","3","2","3","2","4","3","3","3","NA"
"2012","EE",77961,"2","2012","10",7277,7220,0,0,,,,,,,,,0,0,0,0,0,,3,,0,7,0,,49,,"NA","NA","NA","1","1","1","1","1","1","1","2","6","1000","2","2","1","2","2","2","4","2","3","2","1","NA","NA","117","200","1","1",,"2",1.5,,,,,,"1","72","1","1","1","1","2","2","3","4","2","3","3","NA","2","NA"
"2012","EE",77982,"1","2012","18",33856,21125,0,0,,,,,,,,,0,0,0,0,0,,1,,0,23,0,,12708,,"3","3","3","1","1","1","1","1","1","1","1","3","2000","3","2","2","2","1","2","4","1","2","2","1","NA","NA","345.3","165","1","1",,"2",1.5,,,,,,"1","126","2","1","1","1","1","3","3","3","2","NA","3","NA","3","NA"
"2012","EE",78029,"2","2012","20",12345,8437,0,0,,,,,,,,,0,0,0,0,0,,0,,0,315,0,,3593,,"NA","3","NA","1","1","1","1","1","1","1","1","3","1000","3","2","2","2","2","2","4","2","2","2","1","NA","NA","180.49","70","1","1",,"2",1.5,,,,,,"2","76","1","1","1","1","1","4","3","3","3","3","3","NA","3","NA"
"2012","EE",78075,"2","2012","14",17487,15180,0,0,,,,,,,,,0,0,0,0,0,,0,,0,29,0,,2279,,"NA","3","3","1","1","2","1","1","1","1","1","2","900","3","1","2","2","2","2","1","5","5","2","1","NA","NA","278.2","NA","1","1",,"2",1.5,,,,,,"2","93","1","1","1","1","1","3","3","3","3","3","3","3","3","NA"
"2012","EE",78083,"1","2012","33",199,-11,0,0,,,,,,,,,0,0,0,0,0,,199,,0,48,0,,161,,"3","3","NA","1","1","1","1","1","1","1","1","4","1500","2","2","2","1","2","2","4","2","4","2","1","NA","NA","176.86","NA","1","1",,"2",1.3,,,,,,"2","79","1","1","1","1","2","3","3","3","3","3","3","NA","3","NA"
"2012","EE",78102,"1","2012","11",7497,7452,0,0,,,,,,,,,0,0,0,0,0,,16,,0,0,0,,45,,"3","2","NA","1","1","1","1","1","1","1","1","4","1500","2","NA","2","2","2","2","4","2","5","2","1","NA","NA","301.11","80","1","1",,"2",1.5,,,,,,"2","75","1","1","1","1","1","3","3","3","3","4","3","NA","3","NA"
"2012","EE",78107,"2","2012","28",6675,4014,0,0,,,,,,,,,0,0,0,0,0,,0,,0,2661,0,,0,,"NA","3","NA","1","1","1","1","1","1","1","1","3","2000","1","NA","1","2","2","2","4","5","4","2","1","NA","NA","124","NA","1","1",,"2",1.5,,,,,,"1","61","1","1","1","1","1","2","3","3","3","NA","3","NA","3","NA"
"2012","EE",78129,"2","2012","15",9314,899,0,0,,,,,,,,,0,0,0,0,0,,1251,,0,601,0,,7814,,"3","3","NA","1","1","2","1","1","1","1","1","5","1300","2","2","2","1","2","2","1","1","3","2","1","NA","NA","69","214","1","1",,"2",1.5,,,,,,"2","139","1","2","1","1","1","3","3","3","2","3","3","NA","3","NA"
"2012","EE",78189,"1","2012","19",22160,20117,0,0,,,,,,,,,0,0,0,0,0,,0,,0,2044,0,,0,,"3","3","NA","2","2","1","1","1","1","1","1","5","1000","3","NA","2","2","2","2","1","2","3","1","1","NA","NA","272.76","420","1","1",,"2",1.5,,,,,,"2","220","1","1","1","1","1","3","3","2","3","3","3","NA","3","NA"
"2012","EE",78191,"2","2012","29",17305,17156,0,0,,,,,,,,,0,0,0,0,0,,7,,0,1,0,,148,,"3","3","NA","1","1","1","1","1","1","1","1","6","2700","2","NA","2","1","2","2","4","5","4","2","1","NA","NA","130.4","NA","1","1",,"2",1.5,,,,,,"1","180","2","1","1","1","1","3","4","2","4","3","3","3","2","NA"
"2012","EE",78214,"2","2012","15",7177,4789,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2388,,"NA","3","3","1","1","1","1","1","1","1","1","4","2000","3","2","2","2","2","1","4","2","2","1","1","NA","NA","118.7","NA","1","1",,"2",1.5,,,,,,"2","54","1","1","1","1","2","3","4","3","2","3","2","NA","3","NA"
"2012","EE",78227,"2","2012","20",12001,284,0,0,,,,,,,,,0,0,0,0,0,,0,,0,73,0,,11645,,"3","3","NA","2","1","1","1","1","1","1","1","4","1600","3","2","2","2","2","2","4","2","2","2","1","NA","NA","292","NA","1","1",,"2",1.5,,,,,,"1","61","1","1","1","1","1","4","3","3","2","3","4","NA","3","NA"
"2012","EE",78288,"2","2012","34",3191,3179,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,12,,"NA","3","3","1","1","1","1","1","1","1","1","5","1500","2","3","2","2","2","1","1","2","5","2","1","NA","NA","382.5","265","1","1",,"2",1.5,,,,,,"2","102","2","1","1","1","2","4","3","3","2","3","3","NA","2","NA"
"2012","EE",78303,"2","2012","15",2318,896,0,0,,,,,,,,,0,85,0,0,0,,2,,0,5,0,,1417,,"NA","3","NA","1","2","2","1","3","1","1","1","4","1000","2","NA","2","2","2","2","4","5","4","2","1","NA","NA","27","NA","3","3",,"3",2,,,,,,"1","34","1","1","1","2","1","3","4","3","3","3","2","NA","2","NA"
"2012","EE",78304,"1","2012","10",9325,7472,0,0,,,,,,,,,0,110,0,0,0,,8,,0,33,0,,1819,,"3","3","3","1","1","1","1","1","1","1","1","5","3000","2","NA","2","2","2","2","1","2","5","2","1","NA","NA","272.76","NA","1","1",,"3",2,,,,,,"2","72","1","1","1","1","1","3","4","2","4","3","3","NA","3","NA"
"2012","EE",78312,"2","2012","14",20730,19514,0,0,,,,,,,,,0,193,0,0,0,,0,,0,0,0,,1216,,"3","3","3","1","1","1","1","1","1","1","1","4","1000","2","NA","2","2","2","2","4","2","3","2","1","NA","NA","506.6","257","1","1",,"3",1.8,,,,,,"1","16","1","1","1","1","2","3","3","2","3","2","3","3","3","NA"
"2012","EE",78318,"1","2012","16",26811,23509,0,0,,,,,,,,,0,803,0,0,0,,26,,0,0,0,,3302,,"3","3","3","1","1","1","1","1","1","1","1","5","1000","2","1","2","2","2","2","2","2","5","2","1","NA","NA","272.76","NA","1","1",,"3",1.8,,,,,,"2","72","1","1","1","1","1","4","2","3","3","3","3","NA","3","NA"
"2012","EE",78325,"1","2012","14",21790,14692,0,0,,,,,,,,,0,2299,0,0,0,,39,,0,52,0,,7046,,"NA","3","NA","1","1","1","1","1","1","1","1","1","480","2","1","2","2","2","2","4","1","3","2","1","NA","NA","254.36","70","1","1",,"3",1.8,,,,,,"1","48","2","1","1","1","2","3","3","3","2","3","2","3","3","NA"
"2012","EE",78332,"2","2012","21",24904,24902,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1,0,,0,,"3","2","3","1","1","1","1","1","1","1","1","4","2500","2","1","2","2","2","1","4","2","2","2","1","NA","NA","69","626","1","1",,"3",2,,,,,,"2","126","1","2","1","1","2","3","3","3","2","2","3","NA","3","NA"
"2012","EE",78364,"2","2012","39",21121,14851,0,0,,,,,,,,,0,0,0,0,0,,0,,0,114,0,,6156,,"3","3","2","1","1","1","1","1","1","1","1","3","3000","2","2","2","2","2","2","1","2","4","2","1","NA","NA","605.7","165","1","1",,"3",1.8,,,,,,"2","143","1","1","1","1","2","3","3","3","2","3","3","NA","3","NA"
"2012","EE",78373,"2","2012","32",16074,15800,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1,0,,273,,"3","3","3","1","1","1","1","1","1","1","1","4","1000","3","1","2","2","2","2","1","2","3","2","1","NA","NA","493.8","NA","1","1",,"3",2,,,,,,"1","160","1","1","2","1","1","4","2","2","3","3","3","2","3","NA"
"2012","EE",78386,"2","2012","16",12032,10859,0,0,,,,,,,,,0,379,0,0,0,,0,,0,7,0,,1166,,"3","3","3","1","1","2","1","1","1","1","1","3","1700","2","2","2","2","2","2","4","2","6","2","1","NA","NA","301.11","265","1","1",,"3",2,,,,,,"2","73","1","1","1","1","2","3","4","3","4","3","4","NA","3","NA"
"2012","EE",78443,"1","2012","19",11980,4744,0,0,,,,,,,,,0,450,0,0,0,,0,,0,0,0,,7236,,"3","3","3","1","1","1","1","1","1","1","1","5","1000","2","NA","2","2","2","2","4","2","3","2","1","NA","NA","516","256","1","1",,"3",1.8,,,,,,"2","160","1","1","1","1","1","4","3","2","1","3","3","NA","3","NA"
"2012","EE",78456,"1","2012","7",11631,10054,0,0,,,,,,,,,0,474,0,0,0,,0,,0,13,0,,1563,,"3","3","3","1","1","1","1","1","1","1","1","4","1000","3","NA","2","2","2","1","1","5","5","2","1","NA","NA","280","NA","1","1",,"3",2,,,,,,"2","95","1","1","1","1","2","3","4","3","3","3","1","NA","3","NA"
"2012","EE",78481,"2","2012","9",20332,16431,0,0,,,,,,,,,0,56,0,0,0,,2,,0,8,1120,,2773,,"3","3","3","1","1","1","1","1","1","1","1","4","2000","2","NA","2","2","2","2","1","2","4","2","1","NA","NA","632.38","134","1","1",,"3",1.8,,,,,,"1","54","1","2","1","1","2","3","3","2","3","3","3","4","3","NA"
"2012","EE",78488,"1","2012","24",19393,15080,0,0,,,,,,,,,0,669,0,0,0,,0,,0,0,0,,4313,,"3","3","3","1","1","1","1","1","1","1","1","6","1000","2","1","2","2","2","2","2","3","5","1","1","350","NA","166","791","1","1",,"3",1.8,,,,,,"2","220","1","1","1","1","1","1","3","3","3","3","2","NA","3","NA"
"2012","EE",78554,"2","2012","10",4176,2812,0,0,,,,,,,,,0,0,0,0,0,,0,,0,1364,0,,0,,"NA","3","3","1","1","1","1","1","1","1","1","5","1700","2","2","2","2","2","2","4","2","5","2","1","NA","NA","318.94","NA","1","1",,"3",1.8,,,,,,"1","95","1","1","1","1","2","4","3","4","4","2","3","NA","3","NA"
"2012","EE",78555,"1","2012","18",17435,11796,176,176,,,,,,,,,176,100,0,0,0,,3,,0,184,0,,5456,,"NA","3","3","1","1","1","1","1","1","1","1","4","2000","1","3","2","1","2","2","4","2","6","2","1","25.25","NA","106","NA","1","1",,"3",1.8,,,,,,"2","140","1","1","1","1","1","3","3","4","3","3","3","NA","3","NA"
"2012","EE",78626,"1","2012","17",11907,10057,0,0,,,,,,,,,0,0,0,0,0,,170,,0,0,0,,1850,,"3","3","3","1","1","1","1","1","1","1","1","4","1500","2","2","2","2","2","2","4","2","3","2","1","NA","NA","339.38","125","1","1",,"3",2,,,,,,"1","53","1","1","1","1","1","3","3","4","2","3","4","NA","3","NA"
"2012","EE",78632,"2","2012","13",458,-7082,0,0,,,,,,,,,0,458,0,0,0,,0,,0,0,0,,7540,,"3","3","3","1","1","1","1","1","1","1","1","5","1500","3","2","2","2","1","1","1","2","5","2","1","NA","NA","301","257","1","1",,"3",1.6,,,,,,"2","220","1","1","1","1","1","3","3","3","4","3","2","NA","3","NA"
"2012","EE",78638,"2","2012","14",0,-4663,0,0,,,,,,,,,0,0,0,0,0,,0,,0,56,0,,4606,,"3","3","NA","1","1","2","1","1","1","1","1","4","2000","2","3","2","1","2","2","4","2","3","1","1","NA","NA","118.7","80","1","1",,"3",2,,,,,,"2","380","1","1","1","1","2","4","3","3","2","4","3","NA","3","NA"
"2012","EE",78659,"2","2012","19",9266,3369,0,0,,,,,,,,,0,308,0,0,0,,0,,0,327,0,,5570,,"3","3","NA","1","2","1","1","1","1","1","1","5","3000","2","1","2","2","2","2","2","2","2","2","1","NA","NA","516","291","1","1",,"3",1.6,,,,,,"1","160","1","1","1","1","1","3","2","4","3","3","3","NA","3","NA"
"2012","EE",78666,"2","2012","35",208,-4281,0,0,,,,,,,,,0,0,0,0,0,,27,,0,1892,0,,2598,,"3","3","3","1","1","1","1","1","1","1","1","4","800","2","NA","2","1","1","1","1","2","6","2","1","NA","NA","499.3","NA","1","1",,"3",1.8,,,,,,"2","140","1","1","1","1","2","3","3","4","NA","3","2","NA","3","NA"
"2012","EE",78668,"1","2012","13",35739,33084,0,0,,,,,,,,,0,934,0,0,0,,30,,0,24,0,,2631,,"3","3","3","1","1","1","1","3","1","1","1","4","1650","2","NA","2","2","2","2","1","2","5","1","1","NA","NA","394","NA","1","1",,"3",1.8,,,,,,"2","170","1","1","1","1","1","4","3","3","3","3","3","NA","3","NA"
"2012","EE",78669,"2","2012","15",9149,8328,0,0,,,,,,,,,0,26,0,0,0,,1,,0,0,0,,821,,"NA","3","NA","1","1","2","1","1","1","1","1","3","1500","2","NA","2","2","2","2","4","2","6","2","1","NA","NA","59.14","NA","1","1",,"3",2,,,,,,"2","330","1","2","2","2","1","3","3","2","2","3","1","3","3","NA"
"2012","EE",78673,"2","2012","34",8862,2631,0,0,,,,,,,,,0,0,0,0,0,,0,,0,31,0,,6200,,"3","3","NA","1","1","1","1","1","1","1","1","3","1000","2","2","2","2","2","2","4","1","2","2","1","NA","NA","180.49","NA","1","1",,"3",1.8,,,,,,"1","43","1","1","1","1","1","3","3","3","4","4","3","NA","2","NA"
"2012","EE",78679,"2","2012","28",3509,-1350,0,0,,,,,,,,,0,0,0,0,0,,7,,0,26,0,,4833,,"3","3","NA","1","2","1","1","1","1","1","1","5","1650","1","NA","2","2","2","2","4","3","6","2","1","NA","NA","272.76","159","1","1",,"3",1.8,,,,,,"1","72","2","1","1","1","1","3","3","3","3","3","3","3","3","NA"
"2012","EE",78685,"1","2012","13",5073,2898,0,0,,,,,,,,,0,976,0,0,0,,0,,0,0,0,,2175,,"3","3","NA","1","1","1","1","1","1","1","1","5","1650","2","NA","2","2","2","2","2","2","3","2","1","NA","NA","195","159","1","1",,"3",2,,,,,,"1","65","1","2","2","1","1","3","3","3","3","3","3","NA","3","NA"
