an_sondaj,tara,id_gospodarie,venit_total,venit_munca,numar_membri,marime_echivalenta,numar_camere,grad_urbanizare
2013,EE,61525,4886,4456.0,4.0,1.5,1,4.0
2013,EE,61537,7885,7880.0,4.0,1.5,1,2.0
2013,EE,61560,6781,6766.0,4.0,1.5,1,4.0
2013,EE,61574,9668,3213.0,4.0,1.3,1,2.0
2013,EE,61576,7511,5060.0,2.0,1.5,2,4.0
2013,EE,61579,46791,46780.0,3.0,1.5,2,4.0
2013,EE,61587,5532,5526.0,5.0,1.5,1,2.0
2013,EE,61588,24091,22277.0,6.0,1.5,1,4.0
2013,EE,61645,13158,9425.0,4.0,1.5,1,4.0
2013,EE,61679,11367,4886.0,3.0,1.5,1,3.0
2013,EE,61689,16642,13772.0,4.0,1.5,1,1.0
2013,EE,61705,10627,11818.0,4.0,1.5,1,4.0
2013,EE,61721,6929,6835.0,5.0,1.5,1,4.0
2013,EE,61738,11754,7747.0,3.0,1.5,2,4.0
2013,EE,61741,215,-2375.0,5.0,1.5,1,2.0
2013,EE,61747,8373,7536.0,4.0,1.5,1,2.0
2013,EE,61756,17460,18798.0,6.0,1.5,1,1.0
2013,EE,61785,17128,17124.0,4.0,1.5,1,1.0
2013,EE,61831,12658,10859.0,3.0,1.5,2,4.0
2013,EE,61833,11223,11214.0,6.0,1.5,2,1.0
2013,EE,61835,12844,13717.0,2.0,1.5,1,1.0
2013,EE,61851,20039,15944.0,3.0,1.5,1,4.0
2013,EE,61881,2071,-584.0,5.0,1.5,2,1.0
2013,EE,61884,6904,2242.0,4.0,1.5,2,1.0
2013,EE,61885,5809,804.0,3.0,1.5,1,2.0
2013,EE,61886,26873,21768.0,4.0,1.5,1,4.0
2013,EE,61891,37060,37021.0,4.0,1.5,1,4.0
2013,EE,61893,7498,7470.0,4.0,1.5,1,1.0
2013,EE,61927,5612,4517.0,4.0,1.5,2,4.0
2013,EE,61935,10594,10240.0,2.0,1.5,1,1.0
2013,EE,61962,7883,7773.0,2.0,1.5,1,4.0
2013,EE,61987,11498,11478.0,6.0,1.5,1,1.0
2013,EE,62001,11974,8634.0,4.0,1.5,1,1.0
2013,EE,62007,10921,10918.0,5.0,1.5,1,4.0
2013,EE,62013,7722,1616.0,3.0,1.5,1,4.0
2013,EE,62047,8388,6527.0,5.0,1.5,2,4.0
2013,EE,62053,15894,7039.0,4.0,1.5,1,1.0
2013,EE,62075,12661,11849.0,5.0,1.5,1,4.0
2013,EE,62112,17851,13404.0,4.0,1.5,1,4.0
2013,EE,62117,3607,-2123.0,3.0,1.3,2,2.0
2013,EE,62118,16083,11514.0,3.0,1.5,1,4.0
2013,EE,62174,37355,37348.0,2.0,1.5,1,4.0
2013,EE,62182,10950,10922.0,4.0,1.5,1,3.0
2013,EE,62237,0,-20.0,5.0,1.3,2,1.0
2013,EE,62245,15566,6470.0,4.0,1.5,1,1.0
2013,EE,62269,7362,5385.0,4.0,1.5,1,1.0
2013,EE,62289,23394,20559.0,4.0,1.5,1,3.0
2013,EE,62310,21509,21508.0,5.0,1.5,1,4.0
2013,EE,62363,22858,20209.0,2.0,1.5,1,4.0
2013,EE,62399,16222,10240.0,4.0,1.5,2,4.0
2013,EE,62402,16938,15978.0,4.0,1.5,1,4.0
2013,EE,62404,20149,19683.0,3.0,1.5,1,4.0
2013,EE,62450,17598,17386.0,4.0,1.5,2,3.0
2013,EE,62502,5572,-179.0,4.0,1.5,1,1.0
2013,EE,62504,13477,8660.0,4.0,1.5,1,4.0
2013,EE,62586,6745,6636.0,4.0,1.3,1,4.0
2013,EE,62603,0,-7491.0,4.0,1.5,1,3.0
2013,EE,62614,12022,11604.0,3.0,1.5,1,4.0
2013,EE,62642,9671,6186.0,4.0,1.5,1,4.0
2013,EE,62644,6565,6410.0,6.0,1.5,1,1.0
2013,EE,62647,12057,11291.0,3.0,1.5,1,2.0
2013,EE,62681,36394,34712.0,6.0,1.5,1,4.0
2013,EE,62707,8017,8003.0,3.0,1.5,2,4.0
2013,EE,62725,5098,4502.0,5.0,1.5,1,4.0
2013,EE,62748,22627,20185.0,4.0,1.5,1,1.0
2013,EE,62749,6273,6264.0,4.0,1.5,2,4.0
2013,EE,62750,9838,7642.0,5.0,1.5,1,4.0
2013,EE,62763,7739,7535.0,4.0,1.5,1,1.0
2013,EE,62797,3180,-1796.0,3.0,1.5,1,3.0
2013,EE,62805,8015,6960.0,2.0,1.5,1,1.0
2013,EE,62808,11350,6531.0,2.0,1.3,1,2.0
2013,EE,62827,7372,7349.0,4.0,1.5,1,4.0
2013,EE,62870,7089,7077.0,5.0,1.5,2,1.0
2013,EE,62892,6880,6877.0,5.0,1.5,1,4.0
2013,EE,62894,2381,-6614.0,4.0,1.5,1,4.0
2013,EE,62934,15292,10022.0,4.0,1.5,1,1.0
2013,EE,62939,16218,15258.0,5.0,1.5,1,4.0
2013,EE,62964,19218,19187.0,6.0,1.5,1,4.0
2013,EE,62972,7363,7358.0,4.0,1.5,2,4.0
2013,EE,62979,15466,10061.0,4.0,1.5,1,4.0
2013,EE,62991,6144,5861.0,4.0,1.5,1,2.0
2013,EE,63004,3426,999.0,2.0,1.5,1,2.0
2013,EE,63022,3879,-4812.0,2.0,1.3,1,1.0
2013,EE,63100,17075,11137.0,3.0,1.3,1,4.0
2013,EE,63109,10965,8726.0,2.0,1.5,1,1.0
2013,EE,63132,7040,7032.0,2.0,1.5,1,2.0
2013,EE,63143,10910,2601.0,4.0,1.5,2,4.0
2013,EE,63144,8076,8020.0,4.0,1.5,1,4.0
2013,EE,63146,6073,5832.0,3.0,1.5,1,4.0
2013,EE,63184,13281,13280.0,3.0,1.5,1,4.0
2013,EE,63196,10543,9826.0,2.0,1.5,1,4.0
2013,EE,63203,10988,6653.0,4.0,1.5,1,4.0
2013,EE,63274,8693,8564.0,4.0,1.5,1,4.0
2013,EE,63283,41511,38634.0,5.0,1.5,1,4.0
2013,EE,63299,8503,7081.0,2.0,1.5,2,4.0
2013,EE,63320,15390,18133.0,3.0,1.5,1,1.0
2013,EE,63346,18954,4508.0,6.0,1.5,1,4.0
2013,EE,63371,6845,5287.0,4.0,1.3,1,1.0
2013,EE,63408,7129,6082.0,4.0,1.5,1,4.0
2013,EE,63447,16982,15828.0,4.0,1.5,2,4.0
2013,EE,63457,8525,8394.0,3.0,1.5,1,4.0
2013,EE,63467,21259,15628.0,3.0,1.5,2,4.0
2013,EE,63476,1978,1972.0,5.0,1.5,1,4.0
2013,EE,63487,3957,3857.0,2.0,1.5,1,2.0
2013,EE,63500,37111,33768.0,6.0,1.5,1,1.0
2013,EE,63533,5224,4516.0,2.0,1.5,1,3.0
2013,EE,63556,7921,7872.0,4.0,1.5,1,4.0
2013,EE,63562,15519,15103.0,4.0,1.5,1,1.0
2013,EE,63570,16674,16633.0,3.0,1.5,1,2.0
2013,EE,63621,19318,18651.0,4.0,1.5,1,4.0
2013,EE,63631,8365,1648.0,4.0,1.5,1,4.0
2013,EE,63641,10599,10452.0,3.0,1.5,1,4.0
2013,EE,63664,29373,27226.0,5.0,1.5,1,4.0
2013,EE,63688,11683,11139.0,5.0,1.5,1,3.0
2013,EE,63690,12902,12232.0,3.0,1.5,1,4.0
2013,EE,63693,23854,23783.0,4.0,1.5,1,1.0
2013,EE,63704,10436,6896.0,6.0,1.5,1,4.0
2013,EE,63709,24092,22274.0,4.0,1.5,1,3.0
2013,EE,63729,8482,8481.0,4.0,1.5,2,1.0
2013,EE,63739,18586,10684.0,5.0,1.5,1,1.0
2013,EE,63755,18730,16598.0,3.0,1.5,1,2.0
2013,EE,63767,65425,60932.0,3.0,1.5,1,1.0
2013,EE,63770,21780,20876.0,5.0,1.5,1,1.0
2013,EE,63815,1591,-1764.0,2.0,1.5,1,4.0
2013,EE,63833,28076,25410.0,4.0,1.5,2,1.0
2013,EE,63884,33178,28865.0,2.0,1.5,1,4.0
2013,EE,63892,9821,3658.0,2.0,1.5,1,4.0
2013,EE,63898,4209,3318.0,3.0,1.5,1,1.0
2013,EE,63955,4711,4293.0,3.0,1.5,1,4.0
2013,EE,63981,7553,7498.0,4.0,1.5,1,4.0
2013,EE,63994,19851,18543.0,3.0,1.5,1,2.0
2013,EE,64010,3305,3301.0,4.0,1.5,2,4.0
2013,EE,64012,12448,12145.0,4.0,1.5,1,1.0
2013,EE,64013,11401,7172.0,2.0,1.5,2,4.0
2013,EE,64070,3563,3554.0,4.0,1.5,1,3.0
2013,EE,64078,13776,12949.0,6.0,1.5,1,4.0
2013,EE,64102,15368,12621.0,2.0,1.5,2,4.0
2013,EE,64138,6836,5292.0,4.0,1.5,2,4.0
2013,EE,64152,20771,20769.0,4.0,1.5,1,1.0
2013,EE,64190,8443,8344.0,5.0,1.5,2,4.0
2013,EE,64202,21495,21171.0,5.0,1.5,1,4.0
2013,EE,64223,7591,-6425.0,4.0,1.5,1,1.0
2013,EE,64231,7446,6518.0,6.0,1.5,1,4.0
2013,EE,64233,8042,8034.0,4.0,1.3,2,1.0
2013,EE,64246,12231,9205.0,4.0,1.5,1,4.0
2013,EE,64270,25905,17774.0,3.0,1.5,1,1.0
2013,EE,64338,7247,5616.0,4.0,1.5,1,4.0
2013,EE,64350,9615,9482.0,3.0,1.5,1,2.0
2013,EE,64353,7519,2965.0,5.0,1.5,2,4.0
2013,EE,64382,5063,4040.0,2.0,1.5,1,4.0
2013,EE,64436,4360,4354.0,4.0,1.5,1,4.0
2013,EE,64449,13752,11955.0,5.0,1.5,1,3.0
2013,EE,64494,6959,6928.0,2.0,1.5,1,1.0
2013,EE,64497,8897,7214.0,5.0,1.5,1,4.0
2013,EE,64520,17728,17718.0,4.0,1.5,2,3.0
2013,EE,64560,6941,6939.0,1.0,1.5,1,4.0
2013,EE,64598,8157,4716.0,4.0,1.5,2,2.0
2013,EE,64625,5899,2931.0,6.0,1.5,1,1.0
2013,EE,64636,16607,12465.0,3.0,1.5,2,1.0
2013,EE,64638,9318,9081.0,4.0,1.5,1,1.0
2013,EE,64647,2,0.0,3.0,1.3,2,4.0
2013,EE,64675,19762,15064.0,3.0,1.5,1,1.0
2013,EE,64684,7106,7085.0,5.0,1.5,2,4.0
2013,EE,64697,7442,7426.0,2.0,1.5,2,1.0
2013,EE,64710,9104,9023.0,4.0,1.5,2,1.0
2013,EE,64719,33944,30678.0,4.0,1.5,1,1.0
2013,EE,64725,20037,18358.0,3.0,1.5,1,4.0
2013,EE,64730,14738,14415.0,2.0,1.5,2,4.0
2013,EE,64794,6544,6396.0,2.0,1.5,2,1.0
2013,EE,64801,21728,21346.0,5.0,1.5,1,1.0
2013,EE,64803,2863,2073.0,5.0,1.5,1,1.0
2013,EE,64828,10637,10633.0,4.0,1.5,1,1.0
2013,EE,64884,23906,23905.0,3.0,1.5,1,2.0
2013,EE,64885,19101,15529.0,2.0,1.5,1,4.0
2013,EE,64888,17410,16309.0,3.0,1.5,1,1.0
2013,EE,64925,19052,16986.0,6.0,1.5,1,1.0
2013,EE,64931,22502,20406.0,6.0,1.5,1,2.0
2013,EE,64936,29093,24152.0,2.0,1.5,2,1.0
2013,EE,64954,8067,4254.0,5.0,1.5,1,1.0
2013,EE,64963,29010,27398.0,5.0,1.5,1,4.0
2013,EE,65067,7303,7301.0,3.0,1.5,1,4.0
2013,EE,65091,7548,7400.0,3.0,1.5,1,4.0
2013,EE,65119,7054,5704.0,5.0,1.5,1,4.0
2013,EE,65132,6497,6182.0,3.0,1.5,1,2.0
2013,EE,65230,16459,13153.0,5.0,1.5,1,4.0
2013,EE,65251,9895,8205.0,2.0,1.5,1,4.0
2013,EE,65257,14039,12634.0,5.0,1.5,1,4.0
2013,EE,65262,12302,7498.0,4.0,1.5,1,3.0
2013,EE,65298,9608,8439.0,3.0,1.5,2,4.0
2013,EE,65315,27033,27020.0,6.0,1.5,1,4.0
2013,EE,65334,9639,4700.0,3.0,1.5,2,3.0
2013,EE,65341,11173,10659.0,5.0,1.5,2,1.0
2013,EE,65411,3234,3220.0,5.0,1.3,1,4.0
2013,EE,65443,18780,14844.0,3.0,1.3,2,1.0
2013,EE,65501,7631,7619.0,4.0,1.5,1,4.0
2013,EE,65534,17337,13857.0,2.0,1.5,2,2.0
2013,EE,65562,7390,7370.0,3.0,1.5,2,4.0
2013,EE,65570,16784,14050.0,2.0,1.5,1,2.0
2013,EE,65586,40411,38017.0,3.0,1.5,1,2.0
2013,EE,65607,8505,8393.0,5.0,1.5,1,1.0
2013,EE,65611,14549,10246.0,3.0,1.5,1,4.0
2013,EE,65649,18311,16672.0,4.0,1.5,1,4.0
2013,EE,65661,9617,8028.0,6.0,1.5,2,3.0
2013,EE,65663,6751,6646.0,3.0,1.5,1,1.0
2013,EE,65695,15240,13560.0,4.0,1.5,1,4.0
2013,EE,65704,7104,7097.0,2.0,1.5,1,1.0
2013,EE,65754,24452,18357.0,6.0,1.5,1,2.0
2013,EE,65790,20936,19386.0,2.0,1.5,2,1.0
2013,EE,65796,7259,7170.0,4.0,1.5,1,1.0
2013,EE,65808,7360,7326.0,2.0,1.5,2,1.0
2013,EE,65844,14210,14208.0,6.0,1.5,1,3.0
2013,EE,65855,18525,18507.0,4.0,1.5,1,4.0
2013,EE,65862,8732,8092.0,4.0,1.5,1,4.0
2013,EE,65874,10035,9621.0,2.0,1.5,2,4.0
2013,EE,65877,10471,9733.0,5.0,1.5,1,1.0
2013,EE,65878,11523,10544.0,2.0,1.5,1,2.0
2013,EE,65879,8318,8314.0,2.0,1.5,1,4.0
2013,EE,65956,3665,2678.0,2.0,1.5,2,3.0
2013,EE,65960,13408,12401.0,5.0,1.5,1,4.0
2013,EE,65968,52210,48596.0,2.0,1.5,1,4.0
2013,EE,65973,12415,8513.0,6.0,1.5,2,3.0
2013,EE,65975,7645,7300.0,5.0,1.5,1,1.0
2013,EE,66008,8489,8455.0,4.0,1.5,1,4.0
2013,EE,66020,11738,7319.0,3.0,1.5,2,4.0
2013,EE,66023,4781,2646.0,5.0,1.5,1,4.0
2013,EE,66031,6163,5704.0,4.0,1.5,1,2.0
2013,EE,66038,16466,10053.0,4.0,1.5,1,3.0
2013,EE,66049,26623,24302.0,3.0,1.5,1,4.0
2013,EE,66074,12079,10256.0,6.0,1.5,1,2.0
2013,EE,66091,21024,21011.0,2.0,1.5,1,4.0
2013,EE,66094,5277,2706.0,4.0,1.5,1,4.0
2013,EE,66101,26023,15958.0,2.0,1.5,1,4.0
2013,EE,66103,9865,9851.0,2.0,1.5,1,4.0
2013,EE,66108,13310,11583.0,3.0,1.5,1,4.0
2013,EE,66124,15280,10543.0,2.0,1.5,2,4.0
2013,EE,66168,11144,8192.0,5.0,1.5,1,4.0
2013,EE,66172,16329,17663.0,4.0,1.5,1,4.0
2013,EE,66173,14750,10422.0,6.0,1.5,1,1.0
2013,EE,66175,12777,10882.0,2.0,1.5,1,1.0
2013,EE,66193,3,-1822.0,5.0,1.5,1,4.0
2013,EE,66215,7042,6938.0,4.0,1.5,2,1.0
2013,EE,66265,7365,7019.0,3.0,1.5,2,1.0
2013,EE,66269,6117,3807.0,3.0,1.5,1,1.0
2013,EE,66288,20656,16595.0,3.0,1.5,1,2.0
2013,EE,66297,9094,6017.0,3.0,1.5,1,1.0
2013,EE,66375,18458,18450.0,4.0,1.5,1,4.0
2013,EE,66395,19499,19486.0,4.0,1.5,2,1.0
2013,EE,66397,8737,8725.0,2.0,1.5,2,4.0
2013,EE,66419,5172,5148.0,4.0,1.5,1,4.0
2013,EE,66491,12118,11973.0,2.0,1.5,2,4.0
2013,EE,66494,38601,36664.0,2.0,1.5,1,4.0
2013,EE,66500,43504,42127.0,4.0,1.5,2,4.0
2013,EE,66547,18706,16917.0,5.0,1.5,1,4.0
2013,EE,66613,14130,11719.0,2.0,1.5,1,1.0
2013,EE,66643,19854,18522.0,6.0,1.5,1,4.0
2013,EE,66650,11026,9351.0,6.0,1.5,1,4.0
2013,EE,66659,6452,5509.0,4.0,1.5,2,4.0
2013,EE,66676,23354,23218.0,3.0,1.5,1,4.0
2013,EE,66724,21408,20749.0,4.0,1.5,1,4.0
2013,EE,66734,9599,9587.0,6.0,1.5,1,3.0
2013,EE,66738,11129,10554.0,3.0,1.5,2,4.0
2013,EE,66739,6833,6499.0,3.0,1.5,1,4.0
2013,EE,66754,8033,7687.0,3.0,1.5,2,4.0
2013,EE,66756,21518,19999.0,4.0,1.5,1,2.0
2013,EE,66820,7397,7363.0,4.0,1.5,2,4.0
2013,EE,66833,30438,28422.0,6.0,1.5,1,4.0
2013,EE,66851,19320,19315.0,5.0,1.3,1,1.0
2013,EE,66852,7493,6961.0,4.0,1.5,1,2.0
2013,EE,66855,12291,9444.0,4.0,1.5,1,1.0
2013,EE,66866,26228,21321.0,2.0,1.5,1,1.0
2013,EE,66895,14452,12665.0,3.0,1.5,1,1.0
2013,EE,66900,9898,9752.0,5.0,1.5,2,4.0
2013,EE,66901,10201,10186.0,5.0,1.5,2,1.0
2013,EE,66904,7493,1608.0,6.0,1.5,1,4.0
2013,EE,66925,11831,5641.0,3.0,1.5,1,4.0
2013,EE,66993,6855,3895.0,3.0,1.5,1,4.0
2013,EE,67054,4390,-78.0,2.0,1.5,2,4.0
2013,EE,67086,16133,15110.0,3.0,1.5,2,4.0
2013,EE,67087,7547,6873.0,5.0,1.5,1,4.0
2013,EE,67111,10748,8851.0,4.0,1.5,1,4.0
2013,EE,67115,4220,2678.0,4.0,1.3,1,4.0
2013,EE,67120,6662,4578.0,2.0,1.5,1,1.0
2013,EE,67129,9254,8212.0,2.0,1.5,1,4.0
2013,EE,67148,5294,5289.0,3.0,1.5,1,1.0
2013,EE,67168,8996,2597.0,2.0,1.3,1,4.0
2013,EE,67195,12444,9772.0,4.0,1.5,1,1.0
2013,EE,67208,14356,8830.0,6.0,1.5,1,4.0
2013,EE,67214,5900,1277.0,4.0,1.5,1,4.0
2013,EE,67245,11060,8807.0,3.0,1.5,1,1.0
2013,EE,67265,2321,1522.0,4.0,1.5,1,4.0
2013,EE,67280,11409,10351.0,3.0,1.5,2,4.0
2013,EE,67291,14579,14572.0,2.0,1.5,2,3.0
2013,EE,67299,30474,27720.0,4.0,1.5,2,2.0
2013,EE,67315,39517,37723.0,4.0,1.3,1,4.0
2013,EE,67318,17884,17874.0,2.0,1.5,1,4.0
2013,EE,67332,7847,7838.0,2.0,1.5,1,4.0
2013,EE,67333,17142,12218.0,5.0,1.5,1,4.0
2013,EE,67337,6176,2963.0,4.0,1.3,1,4.0
2013,EE,67352,5087,4549.0,4.0,1.5,1,2.0
2013,EE,67387,8166,8063.0,3.0,1.5,1,4.0
2013,EE,67392,33297,32288.0,2.0,1.5,2,1.0
2013,EE,67405,57472,57150.0,4.0,1.5,2,3.0
2013,EE,67406,1974,1974.0,4.0,1.5,1,1.0
2013,EE,67409,29647,26851.0,3.0,1.5,1,4.0
2013,EE,67422,7790,5401.0,6.0,1.5,1,1.0
2013,EE,67437,16980,16117.0,2.0,1.5,1,1.0
2013,EE,67441,11973,11965.0,5.0,1.5,1,1.0
2013,EE,67490,10628,3185.0,5.0,1.5,1,4.0
2013,EE,67554,10473,10461.0,4.0,1.5,2,4.0
2013,EE,67573,6228,5631.0,4.0,1.5,1,4.0
2013,EE,67621,6622,6525.0,2.0,1.5,1,1.0
2013,EE,67649,7207,5282.0,2.0,1.5,1,4.0
2013,EE,67662,9056,9043.0,2.0,1.5,1,4.0
2013,EE,67693,50752,50595.0,3.0,1.5,1,4.0
2013,EE,67694,8198,7938.0,3.0,1.5,1,4.0
2013,EE,67702,228,-2620.0,5.0,1.3,1,4.0
2013,EE,67739,7339,6860.0,6.0,1.5,1,1.0
2013,EE,67772,19298,17841.0,3.0,1.5,1,3.0
2013,EE,67798,9670,9655.0,4.0,1.5,1,4.0
2013,EE,67806,21870,20094.0,6.0,1.5,2,3.0
2013,EE,67824,11785,11780.0,1.0,1.5,1,2.0
2013,EE,67837,13032,16564.0,6.0,1.3,1,4.0
2013,EE,67865,12819,11693.0,5.0,1.5,2,1.0
2013,EE,67890,28220,27914.0,6.0,1.5,1,2.0
2013,EE,67897,10042,10034.0,4.0,1.5,1,4.0
2013,EE,67919,15703,10615.0,6.0,1.5,1,4.0
2013,EE,67943,13271,13264.0,6.0,1.5,1,4.0
2013,EE,67966,12685,9223.0,5.0,1.5,1,4.0
2013,EE,68002,8006,3591.0,4.0,1.3,1,1.0
2013,EE,68020,7079,1538.0,6.0,1.5,1,1.0
2013,EE,68084,7027,7006.0,4.0,1.5,1,4.0
2013,EE,68086,23824,21157.0,4.0,1.5,1,4.0
2013,EE,68117,6757,4299.0,4.0,1.5,1,4.0
2013,EE,68129,9924,9814.0,3.0,1.5,1,4.0
2013,EE,68160,10724,6014.0,6.0,1.5,2,4.0
2013,EE,68173,19559,17823.0,6.0,1.5,1,4.0
2013,EE,68177,30906,27066.0,2.0,1.5,1,1.0
2013,EE,68201,17852,15177.0,3.0,1.5,1,1.0
2013,EE,68212,21928,17595.0,5.0,1.5,1,4.0
2013,EE,68214,20331,14876.0,5.0,1.5,1,4.0
2013,EE,68231,21196,20654.0,4.0,1.5,1,2.0
2013,EE,68256,8498,8373.0,2.0,1.5,1,3.0
2013,EE,68259,16454,14497.0,2.0,1.5,1,1.0
2013,EE,68260,15141,15130.0,3.0,1.5,1,1.0
2013,EE,68283,13265,12056.0,3.0,1.5,1,2.0
2013,EE,68284,9361,7877.0,5.0,1.5,1,4.0
2013,EE,68307,70178,63117.0,3.0,1.5,2,4.0
2013,EE,68364,12085,10820.0,4.0,1.5,1,4.0
2013,EE,68381,12141,8541.0,4.0,1.5,2,3.0
2013,EE,68387,16686,15524.0,4.0,1.5,2,4.0
2013,EE,68402,9450,7351.0,4.0,1.5,1,4.0
2013,EE,68424,12884,5548.0,6.0,1.5,1,4.0
2013,EE,68433,6177,5618.0,5.0,1.5,1,4.0
2013,EE,68445,6401,4664.0,2.0,1.5,1,4.0
2013,EE,68465,8877,4345.0,2.0,1.3,1,1.0
2013,EE,68474,10481,9157.0,4.0,1.5,1,1.0
2013,EE,68485,11263,11457.0,6.0,1.5,1,1.0
2013,EE,68591,11762,6915.0,5.0,1.5,1,1.0
2013,EE,68609,11288,1804.0,4.0,1.5,1,3.0
2013,EE,68610,39435,33035.0,2.0,1.5,1,4.0
2013,EE,68628,7603,4938.0,2.0,1.5,2,1.0
2013,EE,68636,6043,5987.0,4.0,1.5,1,4.0
2013,EE,68663,22790,16441.0,5.0,1.5,2,4.0
2013,EE,68690,10141,7497.0,5.0,1.5,1,4.0
2013,EE,68771,7968,7782.0,4.0,1.5,2,1.0
2013,EE,68790,15111,12301.0,4.0,1.5,1,2.0
2013,EE,68799,8026,7909.0,6.0,1.5,2,4.0
2013,EE,68811,13820,12208.0,3.0,1.5,1,4.0
2013,EE,68812,22820,22475.0,5.0,1.5,1,4.0
2013,EE,68818,20154,15341.0,4.0,1.5,1,4.0
2013,EE,68851,29606,29587.0,4.0,1.5,1,4.0
2013,EE,68903,8010,7211.0,3.0,1.5,2,4.0
2013,EE,68919,19036,16501.0,6.0,1.5,1,2.0
2013,EE,68948,11388,8402.0,5.0,1.5,1,1.0
2013,EE,68951,15638,8653.0,5.0,1.5,1,1.0
2013,EE,68969,18573,16170.0,3.0,1.5,1,1.0
2013,EE,68983,28670,24528.0,5.0,1.5,1,2.0
2013,EE,68987,6726,8916.0,2.0,1.5,1,4.0
2013,EE,69002,14860,8273.0,5.0,1.5,1,1.0
2013,EE,69009,7837,6841.0,3.0,1.5,1,1.0
2013,EE,69012,6982,6975.0,2.0,1.5,2,1.0
2013,EE,69014,2,-1624.0,3.0,1.5,2,3.0
2013,EE,69022,13670,13597.0,2.0,1.5,2,4.0
2013,EE,69060,20657,17627.0,4.0,1.5,1,1.0
2013,EE,69081,27969,30220.0,2.0,1.5,1,4.0
2013,EE,69144,7759,7754.0,6.0,1.5,1,4.0
2013,EE,69161,16710,14710.0,2.0,1.5,1,1.0
2013,EE,69168,9303,-1028.0,3.0,1.5,1,1.0
2013,EE,69199,21350,21346.0,6.0,1.5,1,1.0
2013,EE,69223,16670,15449.0,6.0,1.5,1,1.0
2013,EE,69264,6125,5997.0,4.0,1.5,1,4.0
2013,EE,69294,22864,22857.0,3.0,1.5,1,4.0
2013,EE,69303,47499,44065.0,4.0,1.5,1,4.0
2013,EE,69308,38057,37736.0,4.0,1.5,1,1.0
2013,EE,69333,3410,-72.0,6.0,1.5,1,1.0
2013,EE,69349,20686,19254.0,5.0,1.5,1,1.0
2013,EE,69377,21385,18095.0,3.0,1.5,1,4.0
2013,EE,69394,10657,9666.0,3.0,1.5,1,1.0
2013,EE,69429,3416,-3159.0,4.0,1.3,1,4.0
2013,EE,69445,13749,13697.0,4.0,1.5,1,2.0
2013,EE,69452,12324,12090.0,4.0,1.5,1,4.0
2013,EE,69459,35602,33069.0,3.0,1.5,1,4.0
2013,EE,69472,5878,5876.0,2.0,1.5,1,4.0
2013,EE,69473,14802,11362.0,6.0,1.5,1,4.0
2013,EE,69482,19538,17328.0,6.0,1.5,2,1.0
2013,EE,69520,5764,5244.0,3.0,1.5,1,4.0
2013,EE,69546,9598,2476.0,4.0,1.5,1,4.0
2013,EE,69549,3824,3255.0,3.0,1.5,1,4.0
2013,EE,69550,28234,26886.0,4.0,1.5,1,4.0
2013,EE,69573,928,899.0,5.0,1.5,1,4.0
2013,EE,69606,8604,3799.0,6.0,1.5,1,3.0
2013,EE,69608,24483,15019.0,4.0,1.5,2,4.0
2013,EE,69627,21266,15810.0,3.0,1.5,1,4.0
2013,EE,69628,3505,920.0,3.0,1.3,1,3.0
2013,EE,69634,0,-5357.0,5.0,1.3,1,4.0
2013,EE,69646,28380,28226.0,4.0,1.5,1,4.0
2013,EE,69652,23333,20971.0,5.0,1.5,1,4.0
2013,EE,69708,30377,28795.0,5.0,1.3,1,4.0
2013,EE,69718,7815,7761.0,2.0,1.5,1,4.0
2013,EE,69727,17538,17278.0,5.0,1.5,2,1.0
2013,EE,69809,23601,22979.0,5.0,1.5,1,1.0
2013,EE,69852,14146,13692.0,4.0,1.5,2,4.0
2013,EE,69868,12433,10247.0,3.0,1.5,1,1.0
2013,EE,69898,7311,5967.0,2.0,1.5,1,4.0
2013,EE,69906,24506,24295.0,2.0,1.5,1,1.0
2013,EE,69937,15270,14667.0,2.0,1.5,1,1.0
2013,EE,69944,18610,15976.0,4.0,1.5,1,2.0
2013,EE,69952,6971,6116.0,4.0,1.3,1,4.0
2013,EE,69953,16474,9103.0,2.0,1.5,1,4.0
2013,EE,69964,19316,18310.0,3.0,1.5,1,4.0
2013,EE,69984,1159,1036.0,3.0,1.3,1,4.0
2013,EE,70000,7394,7136.0,2.0,1.5,2,3.0
2013,EE,70013,16242,9144.0,6.0,1.5,2,4.0
2013,EE,70040,24484,24024.0,4.0,1.5,1,4.0
2013,EE,70052,13965,12934.0,5.0,1.5,1,4.0
2013,EE,70091,12330,10965.0,4.0,1.3,1,1.0
2013,EE,70108,9163,4188.0,3.0,1.5,1,2.0
2013,EE,70153,26555,24875.0,4.0,1.5,1,4.0
2013,EE,70195,9351,9363.0,4.0,1.5,1,4.0
2013,EE,70214,22413,16227.0,6.0,1.5,1,4.0
2013,EE,70215,8330,4667.0,4.0,1.5,1,4.0
2013,EE,70243,15699,10746.0,5.0,1.3,1,4.0
2013,EE,70271,8470,7687.0,3.0,1.5,1,1.0
2013,EE,70273,7619,6574.0,4.0,1.5,1,4.0
2013,EE,70317,7225,6661.0,4.0,1.5,1,1.0
2013,EE,70324,5804,1986.0,4.0,1.5,1,4.0
2013,EE,70373,6269,3494.0,4.0,1.5,2,4.0
2013,EE,70377,27313,22532.0,3.0,1.5,2,4.0
2013,EE,70399,14354,13836.0,4.0,1.5,1,4.0
