"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL030","PL035","PL015","PL020","PL025","PL040","PL050","PL060","PL070","PL072","PL100","PL110","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PL210A","PL210B","PL210C","PL210D","PL210E","PL210F","PL210G","PL210H","PL210I","PL210J","PL210K","PL210L","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY020N","PY035N","PY070N","PY010G","PY020G","PY035G","PY050G","PY070G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PM005","PM010","PM020","PM030","PM035","PM040","PM050","PM060","PM070","PM080","PM090","PM100","PX030","PX040","PX020","PX050","PX010"
"2005","EE",712201,133.558407291917,"NA","3","2005","12","4",1962,"1","2","3","EE","2","NA","4","1","NA","NA","NA","NA","3","8","40","12","0","NA","i","NA","13","NA","1","2","NA","NA","18","1","1","1","1","1","1","1","1","1","1","1","1","3","1","3","2","NA","2","NA",0,0,1,6042,0,0,0,1,0,0,0,0,0,0,0,1,"NA","1","1925","1934","4","3","2","1","NA","1","23","2",71220,"1",42,"2","15.6466"
"2005","EE",712202,133.558407291917,"NA","2","2005","20","1",1964,"2","2","3","Other","2","NA","3","1","NA","NA","2","NA","3","7","40","12","0","NA","b-e","NA","4","1","1","NA","NA","NA","17","1","1","1","1","1","1","1","6","6","2","1","6","2","1","1","2","NA","1","NA",0,0,1,2152,0,0,0,1,0,0,0,0,0,0,0,1,"NA","NA","NA","1928","NA","1","1","NA","NA","1","NA","2",71220,"1",40,"NA","15.6466"
"2005","EE",712203,133.558407291917,"NA","3","2005","11","2",1988,"1",,"1",,"1","NA",,,"NA","1","2","NA","3",,"NA","0","0","NA",,"NA","NA","2","NA","NA","NA","NA","NA","7","8","7","8","7","7","7","5","8","5","7","7","2","2","3","1","5","1","NA",0,0,1,0,0,81,0,1,0,0,0,0,0,0,0,1,"NA","2","NA","1925","4","NA","NA","NA","NA","NA","NA","NA",71220,"1",16,"3","15.6466"
"2005","EE",712261,133.558407291917,"NA","2","2005","22","3",1939,"1","2","1","Other","2","NA","5","5","NA","1","NA","NA","3","2","NA","0","0","NA",,"NA","NA","1","2","NA","NA","NA","21","6","8","1","6","6","6","7","6","6","6","6","7","3","1","3","2","NA","2","1",0,0,1,0,0,0,0,1,0,0,1113,0,0,0,0,1,"NA","2","NA","1925","NA","NA","NA","NA","NA","NA","24","NA",71226,"1",65,"1","15.6466"
"2005","EE",712262,133.558407291917,"NA","2","2005","6","2",1938,"2","4","3","EE","2","NA","5","5","NA","1","NA","NA","3","2","NA","0","0","NA",,"NA","11","1","2","NA","NA","10","15","6","6","8","6","7","6","6","6","3","2","6","1","4","1","1","2","NA","2","NA",0,0,1,0,0,0,0,1,0,0,1681,0,0,0,0,1,"94.97462","2","1925","NA","0","NA","NA","1","12","NA","NA","2",71226,"1",66,"1","15.6466"
"2005","EE",712263,133.558407291917,"NA","2","2005","15","2",1975,"2","1","1","Other","2","3","5","3","NA","2","2","NA","NA","5","NA","0","12","NA",,"NA","NA","1","2","2","NA","NA","NA","8","7","7","7","7","8","7","7","5","7","8","8","3","2","3","2","NA","1","1",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,"222.5434","NA","NA","1925","NA","NA","NA","NA","NA","1","NA","3",71226,"1",29,"1","15.6466"
"2005","EE",712331,133.558407291917,"NA","1","2005","33","3",1962,"2","5","2","Other","2","NA","3","1","NA","NA","NA","NA","3","5","40","12","0","NA","g","NA","NA","1","2","2","NA","NA","23","1","1","1","1","6","1","1","1","1","1","1","1","1","2","3","1","NA","2","NA",0,0,1,9222,0,0,0,1,0,0,0,0,0,0,0,1,"NA","1","1955","1935","3","5","5","1","NA","1","11","5",71233,"1",42,"1","15.6466"
"2005","EE",712561,133.558407291917,"NA","2","2005","14","2",1945,"2","2","1","EE","2","NA","5","1","NA","NA","2","NA","3","0 - 1","NA","0","0","NA","g","NA","15","1","1","1","NA","NA","38","1","6","1","6","6","6","6","1","1","6","6","6","4","2","2","2","NA","1","NA",0,230,1,2570,0,0,49,1,0,0,0,0,0,0,0,1,"205.0045","NA","1950","NA","NA","NA","NA","NA","83","NA","NA","NA",71256,"1",59,"3","15.6466"
"2005","EE",712562,133.558407291917,"NA","2","2005","21","2",1944,"1","2","1","EE","2","NA","4","6","NA","NA","2","NA","3","6","40","0","0","NA",,"NA","NA","NA","2","NA","NA","NA","18","8","3","5","2","8","6","6","6","8","9","6","8","3","2","1","2","NA","2","1",0,0,1,0,0,511,0,1,0,0,0,0,0,1084,0,1,"NA","1","NA","NA","NA","3","2","NA","NA","NA","31","4",71256,"1",60,"1","15.6466"
"2005","EE",712563,133.558407291917,"NA","2","2005","33","3",1985,"1","1","2","EE","2","4","3","4","NA","1","2","NA","3",,"NA","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","7","3","7","8","8","5","7","7","8","5","7","2","2","2","3","2","NA","2","NA",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,"NA","7","NA","1934","NA","3","NA","NA","61","1","NA","3",71256,"1",19,"3","15.6466"
"2005","EE",712801,133.558407291917,"NA","2","2005","17","3",1958,"2","2","3","EE","1","2","5","3","NA","1","2","NA","3","4","NA","0","0","NA",,"NA","NA","NA","2","NA","7","11","NA","7","8","5","7","7","7","8","5","5","7","2","7","4","1","3","2","NA","2","NA",0,0,1,0,0,125,0,1,0,327,0,0,0,0,0,1,"NA","NA","NA","NA","0","NA","5","1","71","NA","NA","NA",71280,"1",46,"4","15.6466"
"2005","EE",712802,133.558407291917,"NA","2","2005","16","2",1987,"1","1","2","EE","2","3","2","4","NA","1","2","NA","2",,"NA","0","0","NA",,"NA","NA","NA","2","NA","NA","NA","NA","7","8","2","7","5","8","5","5","5","5","8","8","3","2","3","2","NA","2","NA",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","5","NA","82","6","NA","3",71280,"1",17,"3","15.6466"
"2005","EE",713011,133.558407291917,"NA","2","2005","15","2",1969,"1","2","3","EE","2","NA","3","1","NA","NA","NA","NA","3","0 - 1","40","12","0","NA","f","NA","6","1","2","2","NA","NA","16","1","1","1","1","2","1","3","1","1","1","1","1","1","2","3","2","NA","2","NA",0,0,1,6969,0,176,0,1,0,0,0,0,0,0,0,1,"169.8841","6","1937","1948","NA","NA","NA","1","NA","1","91","5",71301,"1",35,"4","15.6466"
"2005","EE",713012,133.558407291917,"NA","2","2005","13","1",1977,"2","1","2","EE","2","NA","3","1","NA","NA","NA","NA","3","7","40","12","0","NA","b-e","NA","15","1","2","2","NA","NA","18","1","1","3","1","2","1","1","1","1","1","1","1","3","2","3","2","NA","2","NA",0,0,1,5805,0,0,0,1,0,0,0,0,0,0,0,1,"528.6557","NA","1929","1925","1","NA","5","1","NA","NA","61","4",71301,"1",27,"3","15.6466"
"2005","EE",713341,133.558407291917,"NA","2","2005","27","1",1965,"2","2","2","EE","2","NA","5","1","NA","1","2","NA","3","0 - 1","NA","0","0","NA","g","NA","NA","1","2","2","NA","NA","18","6","8","7","6","7","6","2","6","1","3","6","1","4","2","2","2","NA","2","NA",0,0,1,1145,0,0,0,1,0,0,0,0,0,0,0,1,"NA","NA","NA","1925","NA","NA","NA","NA","31","1","23","NA",71334,"1",39,"3","15.6466"
"2005","EE",713342,133.558407291917,"NA","2","2005","8","4",1966,"1","2","3","EE","2","NA","3","8","NA","NA","NA","NA","3","7","NA","12","12","NA",,"NA","13","1","NA","2","NA","NA","18","1","1","1","1","1","1","1","1","1","1","1","1","2","2","3","2","NA","2","NA",0,0,1,0,0,0,0,1,0,0,0,0,0,3104,0,1,"263.8677","NA","NA","1940","2","4","NA","1","83","NA","93","5",71334,"1",38,"3","15.6466"
"2005","EE",713501,133.558407291917,"NA","2","2005","23","2",1955,"1","2","2","Other","2","NA","3","1","NA","NA","NA","NA","3","8","40","12","0","NA","i","NA","10","1","2","2","NA","NA","19","1","1","1","3","1","1","1","1","1","1","6","1","2","2","3","1","NA","2","NA",0,0,1,13983,0,0,0,1,0,0,0,0,0,0,0,1,"24.27158","NA","NA","1925","1","NA","5","1","22","1","61","3",71350,"1",49,"4","15.6466"
"2005","EE",713502,133.558407291917,"NA","3","2005","18","4",1947,"2","2","3","EE","2","NA","3","1","NA","1","2","NA","3","2","NA","0","0","NA","l-n","NA","NA","1","2","NA","NA","NA","20","2","7","6","6","6","8","6","6","6","8","6","6","3","2","3","2","NA","2","NA",0,0,1,384,43,0,20,1,0,0,0,0,0,0,0,1,"132.6717","2","1925","1925","1","NA","3","1","72","NA","92","1",71350,"1",57,"4","15.6466"
"2005","EE",713503,133.558407291917,"NA","2","2005","15","3",1981,"1","1","2","EE","2","5","3","4","NA","1","2","NA","3",,"NA","0","0","NA",,"NA","NA","1","2","NA","NA","10","26","1","8","8","6","8","5","1","6","6","1","7","2","4","1","3","2","NA","1","NA",0,0,1,844,0,0,0,1,0,0,0,0,0,0,0,1,"167.611","NA","1925","NA","2","4","NA","1","71","1","NA","2",71350,"1",23,"4","15.6466"
"2005","EE",713761,133.558407291917,"NA","2","2005","23","4",1960,"2","2","2","EE","2","NA","5","1","NA","NA","NA","NA","3","5","40","12","0","NA","o","NA","13","1","1","2","NA","NA","19","2","1","1","1","1","1","1","1","1","2","1","1","2","2","3","2","NA","2","NA",0,0,1,4264,0,0,0,1,0,0,0,0,51,0,0,1,"66.59301","1","1932","1930","1","NA","2","NA","71","1","41","3",71376,"1",44,"1","15.6466"
"2005","EE",713762,133.558407291917,"NA","2","2005","17","3",1935,"1","1","1","EE","2","NA","3","1","NA","NA","NA","NA","1","0 - 1","40","12","0","NA","g","NA","13","1","1","2","NA","NA","22","1","1","1","1","1","1","1","1","1","1","1","4","3","2","3","2","NA","2","NA",0,0,1,2167,0,0,0,1,0,0,5323,0,0,0,0,1,"NA","1","NA","1949","2","NA","5","1","83","1","21","5",71376,"1",69,"1","15.6466"
"2005","EE",713763,133.558407291917,"NA","2","2005","10","1",1939,"2","4","3","EE","2","NA","4","5","NA","NA","NA","NA","3","7","48","12","0","NA",,"NA","13","1","2","2","NA","NA","23","1","1","1","1","1","1","2","1","1","1","1","1","3","2","2","2","NA","1","NA",0,0,1,0,0,0,0,1,0,0,3162,984,0,0,0,1,"190.039","2","NA","1937","NA","NA","3","NA","83","1","92","3",71376,"1",65,"1","15.6466"
"2005","EE",713781,133.558407291917,"NA","2","2005","12","3",1951,"2","2","3","Other","2","NA","5","1","NA","1","NA","NA","3","2","40","0","0","NA","l-n","NA","NA","1","2","NA","NA","NA","22","6","6","5","1","1","6","1","6","1","6","1","3","3","2","3","2","NA","2","NA",0,0,1,2668,0,0,0,1,0,0,0,0,0,0,0,1,"237.3715","1","1925","1938","1","2","NA","NA","31","NA","61","5",71378,"1",53,"4","15.6466"
"2005","EE",713782,133.558407291917,"NA","2","2005","21","3",1977,"2","2","3","Other","2","NA","3","1","NA","NA","NA","NA","3","4","40","12","0","NA","i","NA","12","1","2","2","NA","NA","20","1","1","1","1","1","1","1","1","1","3","1","1","4","2","3","2","NA","2","NA",0,0,1,4962,0,0,0,1,0,0,0,0,0,0,0,1,"110.9701","1","1925","1946","3","3","2","NA","NA","1","31","3",71378,"1",27,"1","15.6466"
"2005","EE",713971,133.558407291917,"NA","3","2005","28","4",1970,"1","2","3","EE","2","NA","3","1","NA","NA","NA","NA","3","0 - 1","40","12","0","NA","b-e","NA","13","1","2","2","NA","NA","20","1","3","1","3","1","1","1","1","1","1","1","1","2","1","3","2","NA","2","NA",0,0,1,0,0,0,6340,1,0,0,0,0,0,0,0,1,"250.3303","2","1946","1951","1","4","3","1","NA","1","52","5",71397,"1",34,"1","15.6466"
"2005","EE",713972,133.558407291917,"NA","2","2005","13","4",1974,"2","2","1","EE","2","NA","4","8","NA","NA","NA","NA","3","5","24","12","0","NA",,"NA","13","1","2","2","NA","NA","17","1","1","1","1","1","1","3","1","1","1","1","1","3","2","2","2","NA","2","NA",0,0,1,8020,0,0,0,1,0,0,0,0,0,0,0,1,"273.3552","1","1925","1928","0","5","2","1","83","1","13","NA",71397,"1",30,"3","15.6466"
"2005","EE",714381,133.558407291917,"NA","2","2005","13","1",1961,"2","5","3","EE","2","3","3","3","NA","2","2","1","3","5","NA","0","0","NA",,"NA","NA","NA","NA","NA","NA","10","18","8","7","9","7","4","7","5","5","7","5","5","7","1","2","3","2","NA","2","NA",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,"NA","1","1947","NA","NA","NA","NA","1","NA","NA","93","NA",71438,"1",43,"3","15.6466"
"2005","EE",714382,133.558407291917,"NA","2","2005","38","2",1986,"2","1","3","EE","2","2","2","4","NA","2","2","NA","NA",,"NA","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","7","7","7","8","8","7","7","7","7","7","7","8","2","2","3","2","1","2","1",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,"69.69778","1","NA","1930","NA","NA","NA","NA","NA","1","NA","4",71438,"1",18,"1","15.6466"
"2005","EE",714383,133.558407291917,"NA","2","2005","25","4",1987,"2","1","3","EE","1","NA","1","4","NA","NA","2","NA","NA",,"NA","0","0","NA",,"NA","NA","NA","2","NA","NA","NA","21","5","8","4","3","7","7","8","7","5","7","7","7","2","2","3","2","NA","1","NA",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,"123.6896","NA","1928","NA","NA","NA","NA","NA","83","NA","NA","NA",71438,"1",17,"1","15.6466"
"2005","EE",714941,133.558407291917,"NA","2","2005","10","4",1956,"2","5","1","EE","2","NA","3","1","NA","NA","NA","NA","3","8","40","12","0","NA","b-e","NA","4","1","2","2","NA","NA","16","1","1","1","1","1","1","2","1","1","1","1","1","2","2","3","2","NA","2","NA",0,0,1,6149,0,320,0,1,0,0,0,0,0,0,0,1,"272.6293","2","1946","1938","NA","3","5","1","12","1","42","3",71494,"1",48,"1","15.6466"
"2005","EE",714942,133.558407291917,"NA","3","2005","16","3",1948,"1","1","1","EE","2","NA","5","1","NA","1","NA","NA","3","0 - 1","40","7","0","NA","k","NA","13","1","2","2","NA","4","24","1","1","1","1","6","6","1","1","1","1","1","2","3","2","3","2","NA","2","NA",0,0,1,4061,0,0,0,1,0,0,0,0,0,0,0,1,"147.0158","2","NA","1943","3","NA","5","1","83","1","23","4",71494,"1",56,"1","15.6466"
"2005","EE",714943,133.558407291917,"NA","3","2005","9","4",1986,"2","1","3","EE","1","3","2","4","NA","1","2","NA","NA",,"NA","1","0","NA",,"NA","NA","NA","2","NA","NA","10","23","5","8","7","7","3","7","7","7","7","8","8","5","2","2","3","2","NA","2","NA",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,"NA","1","1925","NA","NA","3","NA","NA","NA","NA","NA","NA",71494,"1",18,"1","15.6466"
"2005","EE",715101,133.558407291917,"NA","2","2005","27","3",1955,"2","2","1","EE","2","NA","5","1","NA","NA","NA","1","3","2","35","12","0","NA","i","NA","12","1","2","2","NA","4","18","1","1","1","1","1","1","1","1","1","1","1","5","1","2","3","2","NA","1","NA",0,0,1,4727,0,0,0,1,0,0,0,0,0,0,0,1,"NA","1","1925","1925","1","3","1","1","92","1","34","2",71510,"1",49,"3","15.6466"
"2005","EE",715102,133.558407291917,"NA","2","2005","13","3",1978,"1","1","3","Other","2","NA","2","1","NA","NA","NA","NA","3","7","40","12","0","NA","b-e","NA","11","1","2","2","NA","3","20","1","1","1","1","1","2","1","1","1","1","7","1","2","2","1","2","NA","2","NA",0,0,1,7870,0,0,0,1,0,0,0,0,0,0,0,1,"240.0028","1","1941","1925","1","1","NA","1","83","6","93","3",71510,"1",26,"1","15.6466"
"2005","EE",715103,133.558407291917,"NA","2","2005","25","4",1988,"2",,"3",,"1","3",,,"NA","NA","NA","NA","3",,"15","0","1","NA",,"NA","NA","NA","2","NA","NA","NA","NA","7","7","5","7","9","7","7","5","7","7","7","5","2","2","3","2","NA","2","NA",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,"NA","NA","1925","1953","NA","3","NA","1","61","NA","NA","NA",71510,"1",16,"1","15.6466"
"2005","EE",715111,133.558407291917,"NA","2","2005","12","4",1943,"1","1","2","EE","2","NA","2","6","NA","1","2","NA","NA","6","NA","0","0","NA",,"2","14","1","2","NA","NA","NA","19","6","6","8","6","6","8","6","1","5","8","6","2","2","1","2","2","NA","2","NA",0,0,1,319,0,0,0,1,0,0,0,0,0,130,0,1,"NA","1","1955","NA","5","NA","NA","1","NA","1","NA","NA",71511,"1",61,"3","15.6466"
"2005","EE",715112,133.558407291917,"NA","2","2005","16","4",1948,"2","4","3","EE","2","NA","5","2","NA","1","2","1","3","6","NA","0","0","NA","b-e","NA","NA","1","2","NA","NA","NA","18","7","6","6","6","6","7","6","8","6","6","6","1","3","1","3","1","NA","2","NA",0,0,1,0,0,0,0,1,0,0,1556,0,0,0,0,1,"NA","3","NA","1947","6","NA","3","NA","NA","NA","NA","NA",71511,"1",56,"1","15.6466"
"2005","EE",715113,133.558407291917,"NA","2","2005","10","3",1975,"1","1","1","EE","2","NA","3","1","NA","1","NA","NA","3","7","50","12","0","NA","f","NA","13","1","2","2","NA","NA","18","1","1","3","1","1","1","1","1","1","1","1","1","2","2","3","2","NA","2","NA",0,0,1,8333,0,0,0,1,0,0,0,0,0,0,0,1,"240.1503","1","1925","1932","NA","5","3","NA","12","1","12","3",71511,"1",29,"2","15.6466"
"2005","EE",715141,133.558407291917,"NA","2","2005","25","1",1967,"1","1","1","EE","2","NA","4","1","NA","NA","NA","NA","3","7","NA","12","0","NA","k","NA","NA","1","1","2","NA","NA","18","1","1","1","1","1","7","2","1","1","1","1","1","2","1","2","2","NA","2","NA",0,0,1,4088,0,0,0,1,0,0,0,0,0,0,0,1,"263.8677","1","1925","1951","1","3","3","1","12","1","51","5",71514,"1",37,"3","15.6466"
"2005","EE",715142,133.558407291917,"NA","2","2005","20","2",1973,"2","2","1","EE","2","NA","5","1","NA","NA","NA","NA","3","0 - 1","35","6","0","NA","b-e","NA","NA","1","2","2","NA","NA","17","1","1","1","4","1","1","1","1","1","1","1","1","2","1","3","2","NA","1","NA",0,0,1,6444,295,0,0,1,0,0,0,0,77,0,0,1,"150.0524","1","1933","1925","1","5","1","1","NA","1","12","5",71514,"1",31,"1","15.6466"
"2005","EE",715461,133.558407291917,"NA","2","2005","12","3",1944,"1","1","1","EE","2","NA","5","1","NA","NA","NA","NA","3","7","50","12","0","NA","f","NA","13","1","2","2","NA","NA","19","1","1","1","1","1","1","1","1","1","1","1","1","3","1","3","2","NA","2","NA",0,0,1,21909,0,0,0,1,0,0,0,0,0,0,0,1,"136.0753","2","1926","1955","0","NA","5","NA","83","1","NA","5",71546,"1",60,"1","15.6466"
"2005","EE",715462,133.558407291917,"NA","2","2005","11","3",1962,"2","5","1","EE","2","NA","3","1","NA","NA","NA","NA","3","8","40","12","0","NA","b-e","NA","12","1","2","2","NA","NA","23","1","5","2","1","1","1","1","1","4","1","1","1","1","2","3","2","NA","2","NA",0,0,1,0,0,0,9458,1,0,0,0,0,0,0,0,1,"250.3303","NA","NA","1931","1","NA","2","1","72","1","32","4",71546,"1",42,"1","15.6466"
"2005","EE",715463,133.558407291917,"NA","3","2005","22","4",1983,"1","1","1","EE","2","5","2","8","NA","2","2","NA","NA",,"NA","0","0","NA",,"NA","NA","NA","2","NA","NA","NA","NA","7","3","7","7","5","5","5","5","8","8","5","7","2","2","3","2","NA","2","NA",0,0,1,0,0,136,0,1,0,0,0,0,0,0,0,1,"NA","NA","1929","1925","0","NA","NA","NA","NA","NA","NA","NA",71546,"1",21,"1","15.6466"
"2005","EE",715571,133.558407291917,"NA","2","2005","2","3",1952,"1","2","1","Other","2","NA","3","1","NA","1","NA","NA","3","7","NA","12","0","NA","b-e","NA","NA","1","2","NA","NA","NA","19","5","1","6","1","6","1","3","6","1","1","1","1","2","2","3","2","NA","2","NA",0,0,1,2600,0,0,0,1,0,0,0,0,0,0,0,1,"NA","1","1925","NA","4","NA","NA","1","NA","NA","NA","NA",71557,"1",52,"4","15.6466"
"2005","EE",715572,133.558407291917,"NA","3","2005","3","1",1924,"2","4","3","EE","2","NA","2","5","NA","1","2","NA","3","9","NA","0","0","NA",,"NA","NA","2","2","NA","NA","NA","17","3","6","6","1","7","6","1","6","7","6","6","8","3","2","3","2","NA","2","NA",0,0,1,0,0,0,0,1,0,0,1551,0,0,0,0,1,"NA","NA","NA","NA","3","NA","NA","NA","NA","NA","91","2",71557,"1",80,"NA","15.6466"
"2005","EE",715573,133.558407291917,"NA","2","2005","NA","2",1970,"1","2","1","EE","2","NA","3","1","NA","NA","NA","NA","3","8","40","12","0","NA","b-e","NA","13","1","2","1","NA","NA","22","1","1","1","1","1","1","1","1","1","1","1","1","3","2","3","2","NA","2","NA",0,0,1,13922,0,0,0,1,0,0,0,0,0,0,0,1,"131.5487","NA","1928","1946","1","3","3","1","71","1","24","2",71557,"1",34,"1","15.6466"
"2005","EE",715711,133.558407291917,"NA","2","2005","15","4",1977,"2","1","1","EE","2","NA","3","8","NA","1","2","NA","NA",,"NA","0","0","NA",,"NA","NA","NA","2","NA","NA","NA","20","7","3","7","7","7","7","7","5","7","4","7","4","3","2","3","2","NA","2","NA",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,"NA","2","1935","NA","NA","5","2","1","83","1","NA","NA",71571,"1",27,"3","15.6466"
"2005","EE",715712,133.558407291917,"NA","3","2005","15","1",1940,"1","4","3","EE","2","NA","3","1","NA","NA","NA","NA","3","8","40","12","0","NA","b-e","NA","13","1","2","2","NA","NA","16","1","1","1","1","1","1","1","1","1","1","1","1","3","2","3","2","NA","2","NA",0,0,1,4317,0,0,0,1,0,0,3257,0,0,0,0,1,"NA","NA","1925","1946","2","4","4","1","31","1","13","5",71571,"1",64,"1","15.6466"
"2005","EE",715713,133.558407291917,"NA","2","2005","14","2",1955,"2","2","3","EE","2","5","5","1","NA","NA","NA","NA","3","2","40","0","0","NA","l-n","NA","NA","1","2","2","NA","NA","20","1","1","1","1","1","7","1","1","1","2","1","6","3","2","2","2","NA","1","NA",0,0,1,3860,0,0,0,1,0,0,0,0,0,0,0,1,"95.142","6","1925","1925","NA","1","1","1","NA","1","91","2",71571,"1",49,"1","15.6466"
"2005","EE",716621,133.558407291917,"NA","2","2005","21","2",1954,"1","2","3","EE","2","NA","2","1","NA","NA","NA","NA","3","5","40","12","0","NA","h","NA","13","1","2","2","NA","NA","18","1","1","3","1","1","1","1","1","1","1","1","1","3","2","2","2","NA","2","NA",0,0,1,7668,0,0,149,1,0,0,0,0,0,0,0,1,"124.9928","1","1942","1940","3","2","5","NA","82","1","61","2",71662,"1",50,"1","15.6466"
"2005","EE",716622,133.558407291917,"NA","2","2005","12","2",1956,"2","5","1","EE","2","NA","3","1","NA","NA","NA","NA","3","3","NA","12","0","NA","l-n","NA","13","1","2","2","NA","NA","18","1","1","1","1","1","1","1","8","1","1","1","1","2","2","3","2","NA","2","NA",0,0,1,5794,0,0,0,1,0,0,0,0,0,0,0,1,"156.8926","1","NA","1925","2","NA","2","2","82","1","13","5",71662,"1",48,"1","15.6466"
"2005","EE",716623,133.558407291917,"NA","2","2005","11","2",1984,"2","1","2","EE","2","5","3","4","NA","2","2","NA","3",,"70","7","0","NA",,"NA","NA","NA","NA","NA","NA","4","18","7","5","5","7","7","7","7","5","8","7","7","5","4","2","2","1","NA","2","NA",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,"NA","1","NA","NA","NA","NA","NA","NA","72","NA","NA","NA",71662,"1",20,"1","15.6466"
"2005","EE",717051,133.558407291917,"NA","2","2005","15","2",1956,"2","2","1","EE","2","3","5","1","NA","NA","NA","NA","3","2","40","9","0","NA","l-n","NA","2","1","2","NA","NA","NA","15","2","6","6","8","6","6","1","2","1","1","1","1","3","2","3","1","NA","1","NA",0,0,1,2435,0,0,0,1,0,0,0,0,175,0,0,1,"NA","2","NA","NA","0","NA","NA","NA","92","NA","12","NA",71705,"1",48,"3","15.6466"
"2005","EE",717052,133.558407291917,"NA","2","2005","10","1",1979,"1","1","1","EE","2","NA","2","1","NA","NA","NA","NA","3","9","40","0","0","NA","k","NA","13","NA","2","2","NA","NA","18","1","1","1","1","1","1","1","1","1","1","1","6","3","2","3","2","NA","1","NA",0,0,1,4678,0,0,0,1,0,0,0,0,0,0,0,1,"206.8489","NA","1937","1925","NA","NA","3","1","92","1","12","3",71705,"1",25,"1","15.6466"
"2005","EE",717053,133.558407291917,"NA","2","2005","18","2",1981,"1","1","3","Other","1","3","3","4","NA","2","2","NA","NA",,"NA","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","19","8","7","8","8","7","8","5","7","5","5","4","7","4","2","3","2","NA","2","1",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,"NA","NA","NA","1945","1","5","NA","NA","NA","NA","33","NA",71705,"1",23,"3","15.6466"
"2005","EE",717201,133.558407291917,"NA","2","2005","16","3",1960,"1","2","1","EE","2","NA","4","1","NA","NA","2","NA","3","3","NA","0","0","NA","b-e","NA","NA","1","1","2","NA","NA","19","5","1","1","6","6","6","1","1","6","1","6","6","2","2","3","2","NA","2","NA",0,0,1,2658,0,0,0,1,0,0,0,0,0,0,0,1,"206.8489","1","1930","1925","1","NA","3","1","92","1","81","3",71720,"1",44,"1","15.6466"
"2005","EE",717202,133.558407291917,"NA","2","2005","17","1",1959,"2","2","3","EE","2","NA","3","1","NA","NA","NA","NA","3","9","30","0","0","NA","o","NA","13","1","2","NA","NA","NA","19","1","1","1","1","1","1","1","1","1","1","1","1","2","2","3","2","NA","2","NA",0,0,1,4183,0,0,0,1,0,0,0,0,0,1016,0,1,"NA","1","NA","1925","0","5","4","1","NA","1","71","4",71720,"1",45,"1","15.6466"
"2005","EE",717203,133.558407291917,"NA","2","2005","90","2",1988,"1",,"1",,"1","5",,,"NA","2","NA","NA","NA",,"NA","0","0","NA",,"NA","11","2","NA","NA","NA","NA","17","8","7","7","8","7","7","8","5","7","7","8","7","2","2","3","2","1","2","NA",0,383,1,0,0,0,0,1,0,0,0,0,0,0,0,1,"NA","NA","NA","1952","NA","NA","NA","1","83","1","NA","NA",71720,"1",16,"4","15.6466"
"2005","EE",717431,133.558407291917,"NA","2","2005","20","1",1950,"1","2","3","EE","1","NA","3","1","NA","NA","NA","NA","3","7","40","12","0","NA","b-e","NA","13","1","2","2","NA","NA","20","3","1","3","1","1","1","3","3","1","1","1","1","1","2","3","1","NA","2","NA",0,0,1,0,0,0,28836,1,0,0,0,0,0,0,0,1,"320.0389","1","NA","NA","1","4","4","1","71","1","24","3",71743,"1",54,"1","15.6466"
"2005","EE",717432,133.558407291917,"NA","2","2005","9","2",1953,"2","2","1","EE","2","NA","6","1","NA","NA","NA","NA","3","2","40","0","0","NA","l-n","NA","10","NA","2","2","NA","NA","18","1","2","1","1","1","2","1","1","1","1","1","1","3","2","2","2","NA","2","NA",0,0,1,3756,0,0,0,1,0,0,0,0,0,0,0,1,"112.8055","NA","NA","1925","NA","5","1","1","34","1","31","4",71743,"1",51,"1","15.6466"
"2005","EE",717433,133.558407291917,"NA","3","2005","5","2",1985,"2","1","1","EE","1","5","3","4","NA","2","2","NA","3",,"NA","0","0","NA",,"NA","NA","1","2","NA","NA","NA","17","7","7","7","2","7","8","7","5","8","5","5","8","2","2","3","2","NA","2","NA",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,"115.2087","3","1935","1952","1","NA","4","NA","NA","1","NA","NA",71743,"1",19,"1","15.6466"
