"RB010","RB020","RB030","RB050","RB070","RB080","RB090","RB200","RB210","RB245","RB250","RB260","RX030","rl010","rl010_f","rl020","rl020_f","rl030","rl030_f","rl040","rl040_f","rl050","rl050_f","rl060","rl060_f","rl070","rl070_f","RX020","RX010"
"2004","EE",717753,139.830954169797,"1",1997,"2","1","4","1","11","1",71775,,,,,,,,,,,,,,,6,7
"2004","EE",718651,139.830954169797,"4",1956,"1","1","4","1","NA","1",71865,,,,,,,,,,,,,,,47,48
"2004","EE",718652,139.830954169797,"3",1958,"2","1","1","1","32","NA",71865,,,,,,,,,,,,,,,45,45
"2004","EE",718653,139.830954169797,"3",1987,"1","1","1","1","NA","1",71865,,,,,,,,,,,,,,,16,16
"2004","EE",719101,139.830954169797,"4",1953,"2","1","3","1","11","NA",71910,,,,,,,,,,,,,,,50,50
"2004","EE",719102,139.830954169797,"4",1953,"1","2","4","1","11","NA",71910,,,,,,,,,,,,,,,50,51
"2004","EE",719103,139.830954169797,"4",1979,"1","1","1","4","11","1",71910,,,,,,,,,,,,,,,24,24
"2004","EE",719241,139.830954169797,"4",1958,"2","1","3","1","11","NA",71924,,,,,,,,,,,,,,,45,45
"2004","EE",719242,139.830954169797,"3",1983,"1","1","4","1","11","NA",71924,,,,,,,,,,,,,,,20,21
"2004","EE",719243,139.830954169797,"1",1987,"2","1","1","4","11","NA",71924,,,,,,,,,,,,,,,16,16
"2004","EE",719451,139.830954169797,"1",1978,"2","1","4","1","11","1",71945,,,,,,,,,,,,,,,25,26
"2004","EE",719452,139.830954169797,"4",1975,"1","1","1","1","11","1",71945,,,,,,,,,,,,,,,28,29
"2004","EE",719453,139.830954169797,"2",2002,"2","1","4","1","11","NA",71945,,,,,,,,,,,,,,,1,1
"2004","EE",720071,139.830954169797,"3",1982,"1","1","4","4","11","1",72007,,,,,,,,,,,,,,,21,21
"2004","EE",720072,139.830954169797,"1",1956,"1","1","4","1","11","1",72007,,,,,,,,,,,,,,,47,47
"2004","EE",720073,139.830954169797,"3",1959,"2","1","4","1","NA","1",72007,,,,,,,,,,,,,,,44,44
"2004","EE",720181,139.830954169797,"3",1971,"1","1","1","1","31","1",72018,,,,,,,,,,,,,,,32,33
"2004","EE",720182,139.830954169797,"1",1974,"2","1","4","1","11","1",72018,,,,,,,,,,,,,,,29,29
"2004","EE",720183,139.830954169797,"1",1997,"2","1","1","1","32","NA",72018,,,,,,,,,,,,,,,6,7
"2004","EE",720831,139.830954169797,"1",1934,"1","1","1","1","11","1",72083,,,,,,,,,,,,,,,69,70
"2004","EE",720832,139.830954169797,"2",1965,"2","1","1","1","11","NA",72083,,,,,,,,,,,,,,,38,38
"2004","EE",720833,139.830954169797,"1",1986,"1","1","1","1","11","1",72083,,,,,,,,,,,,,,,17,17
"2004","EE",720921,139.830954169797,"2",1965,"2","1","1","4","11","NA",72092,,,,,,,,,,,,,,,38,39
"2004","EE",720922,139.830954169797,"1",1986,"1","1","1","1","11","1",72092,,,,,,,,,,,,,,,17,17
"2004","EE",720923,139.830954169797,"2",1995,"1","1","1","1","11","1",72092,,,,,,,,,,,,,,,8,9
"2004","EE",720981,139.830954169797,"2",1951,"2","1","1","1","11","1",72098,,,,,,,,,,,,,,,52,53
"2004","EE",720982,139.830954169797,"4",1947,"1","1","3","1","11","NA",72098,,,,,,,,,,,,,,,56,56
"2004","EE",720983,139.830954169797,"2",1978,"2","1","3","1","11","1",72098,,,,,,,,,,,,,,,25,25
"2004","EE",721341,139.830954169797,"2",1923,"1","1","1","1","11","1",72134,,,,,,,,,,,,,,,80,80
"2004","EE",721342,139.830954169797,"2",1981,"2","1","1","1","NA","1",72134,,,,,,,,,,,,,,,22,23
"2004","EE",721343,139.830954169797,"2",2003,"1","1","1","1","11","4",72134,,,,,,,,,,,,,,,0,1
"2004","EE",722061,139.830954169797,"4",1929,"1","1","4","1","11","1",72206,,,,,,,,,,,,,,,74,75
"2004","EE",722062,139.830954169797,"4",1940,"2","1","1","1","11","1",72206,,,,,,,,,,,,,,,63,63
"2004","EE",722063,139.830954169797,"3",1969,"1","1","1","1","11","1",72206,,,,,,,,,,,,,,,34,34
"2004","EE",722081,139.830954169797,"4",1968,"1","1","4","1","11","4",72208,,,,,,,,,,,,,,,35,36
"2004","EE",722082,139.830954169797,"3",1969,"2","1","1","4","11","NA",72208,,,,,,,,,,,,,,,34,34
"2004","EE",722083,139.830954169797,"2",1992,"2","1","2","1","11","NA",72208,,,,,,,,,,,,,,,11,12
"2004","EE",722271,139.830954169797,"1",1970,"1","1","4","1","11","1",72227,,,,,,,,,,,,,,,33,33
"2004","EE",722272,139.830954169797,"1",1968,"2","1","4","1","11","1",72227,,,,,,,,,,,,,,,35,36
"2004","EE",722273,139.830954169797,"3",1989,"1","1","3","1","NA","1",72227,,,,,,,,,,,,,,,14,14
"2004","EE",722791,139.830954169797,"2",1962,"2","1","1","1","11","1",72279,,,,,,,,,,,,,,,41,41
"2004","EE",722792,139.830954169797,"2",1957,"1","1","4","1","11","1",72279,,,,,,,,,,,,,,,46,46
"2004","EE",722793,139.830954169797,"3",1982,"1","1","1","1","11","1",72279,,,,,,,,,,,,,,,21,21
"2004","EE",722851,139.830954169797,"4",1969,"1","1","4","1","11","1",72285,,,,,,,,,,,,,,,34,34
"2004","EE",722852,139.830954169797,"2",1974,"2","1","4","1","11","1",72285,,,,,,,,,,,,,,,29,30
"2004","EE",722853,139.830954169797,"1",1999,"1","1","4","4","11","1",72285,,,,,,,,,,,,,,,4,5
"2004","EE",722941,139.830954169797,"1",1959,"2","1","3","1","11","NA",72294,,,,,,,,,,,,,,,44,45
"2004","EE",722942,139.830954169797,"3",1956,"1","1","4","1","11","1",72294,,,,,,,,,,,,,,,47,47
"2004","EE",722943,139.830954169797,"1",1981,"1","1","1","1","11","1",72294,,,,,,,,,,,,,,,22,23
"2004","EE",723961,139.830954169797,"2",1955,"1","1","4","1","11","1",72396,,,,,,,,,,,,,,,48,48
"2004","EE",723962,139.830954169797,"1",1959,"2","1","3","4","NA","1",72396,,,,,,,,,,,,,,,44,44
"2004","EE",723963,139.830954169797,"4",1984,"1","1","3","4","11","1",72396,,,,,,,,,,,,,,,19,19
"2004","EE",724011,139.830954169797,"3",1950,"1","1","4","1","11","NA",72401,,,,,,,,,,,,,,,53,53
"2004","EE",724012,139.830954169797,"2",1953,"2","1","1","4","11","1",72401,,,,,,,,,,,,,,,50,50
"2004","EE",724013,139.830954169797,"3",1976,"1","1","3","1","NA","1",72401,,,,,,,,,,,,,,,27,28
"2004","EE",724271,139.830954169797,"1",1964,"2","1","1","4","11","1",72427,,,,,,,,,,,,,,,39,39
"2004","EE",724272,139.830954169797,"1",1985,"1","1","1","4","11","1",72427,,,,,,,,,,,,,,,18,19
"2004","EE",724273,139.830954169797,"3",1987,"1","1","3","1","11","1",72427,,,,,,,,,,,,,,,16,16
"2004","EE",724401,139.830954169797,"3",1954,"2","1","4","4","NA","1",72440,,,,,,,,,,,,,,,49,49
"2004","EE",724402,139.830954169797,"2",1985,"1","1","4","4","11","1",72440,,,,,,,,,,,,,,,18,19
"2004","EE",724403,139.830954169797,"3",1985,"2","1","1","4","11","1",72440,,,,,,,,,,,,,,,18,19
"2004","EE",725891,139.830954169797,"3",1933,"1","1","1","1","11","1",72589,,,,,,,,,,,,,,,70,71
"2004","EE",725892,139.830954169797,"2",1933,"2","1","4","1","11","1",72589,,,,,,,,,,,,,,,70,70
"2004","EE",725893,139.830954169797,"4",1975,"1","1","1","1","11","1",72589,,,,,,,,,,,,,,,28,28
"2004","EE",726731,139.830954169797,"2",1959,"1","1","4","1","11","NA",72673,,,,,,,,,,,,,,,44,45
"2004","EE",726732,139.830954169797,"1",1964,"2","1","3","1","NA","NA",72673,,,,,,,,,,,,,,,39,39
"2004","EE",726733,139.830954169797,"4",1999,"1","1","1","1","11","1",72673,,,,,,,,,,,,,,,4,5
"2004","EE",727041,139.830954169797,"2",1963,"2","1","1","1","11","NA",72704,,,,,,,,,,,,,,,40,40
"2004","EE",727042,139.830954169797,"3",1983,"1","1","3","1","NA","NA",72704,,,,,,,,,,,,,,,20,21
"2004","EE",727043,139.830954169797,"2",1991,"1","1","4","1","11","1",72704,,,,,,,,,,,,,,,12,12
"2004","EE",727241,139.830954169797,"3",1971,"1","1","4","4","NA","1",72724,,,,,,,,,,,,,,,32,32
"2004","EE",727242,139.830954169797,"1",1974,"2","1","4","1","11","1",72724,,,,,,,,,,,,,,,29,29
"2004","EE",727243,139.830954169797,"2",2000,"1","1","1","1","11","1",72724,,,,,,,,,,,,,,,3,4
"2004","EE",727431,139.830954169797,"4",1941,"1","1","1","1","NA","NA",72743,,,,,,,,,,,,,,,62,63
"2004","EE",727432,139.830954169797,"2",1937,"2","1","4","1","11","NA",72743,,,,,,,,,,,,,,,66,67
"2004","EE",727433,139.830954169797,"2",1961,"2","1","4","4","11","4",72743,,,,,,,,,,,,,,,42,42
"2004","EE",727451,139.830954169797,"1",1958,"1","1","4","1","11","1",72745,,,,,,,,,,,,,,,45,46
"2004","EE",727452,139.830954169797,"4",1959,"2","1","3","4","NA","1",72745,,,,,,,,,,,,,,,44,44
"2004","EE",727453,139.830954169797,"4",1992,"2","1","1","1","31","1",72745,,,,,,,,,,,,,,,11,12
"2004","EE",727471,139.830954169797,"2",1976,"1","1","4","1","11","1",72747,,,,,,,,,,,,,,,27,27
"2004","EE",727472,139.830954169797,"2",1975,"2","1","1","1","NA","NA",72747,,,,,,,,,,,,,,,28,28
"2004","EE",727473,139.830954169797,"3",1995,"1","1","4","1","NA","1",72747,,,,,,,,,,,,,,,8,8
"2004","EE",727961,139.830954169797,"1",1958,"1","1","1","1","11","1",72796,,,,,,,,,,,,,,,45,46
"2004","EE",727962,139.830954169797,"1",1958,"2","1","4","1","11","1",72796,,,,,,,,,,,,,,,45,45
"2004","EE",727963,139.830954169797,"2",1990,"1","1","3","1","23","NA",72796,,,,,,,,,,,,,,,13,14
"2004","EE",728191,139.830954169797,"2",1964,"1","1","2","1","NA","1",72819,,,,,,,,,,,,,,,39,40
"2004","EE",728192,139.830954169797,"1",1962,"2","1","3","4","11","1",72819,,,,,,,,,,,,,,,41,41
"2004","EE",728193,139.830954169797,"4",1988,"2","1","4","4","11","1",72819,,,,,,,,,,,,,,,15,15
"2004","EE",728491,139.830954169797,"3",1944,"2","1","1","4","11","NA",72849,,,,,,,,,,,,,,,59,60
"2004","EE",728492,139.830954169797,"2",1950,"1","1","1","1","11","1",72849,,,,,,,,,,,,,,,53,54
"2004","EE",728493,139.830954169797,"4",1978,"2","1","4","1","11","NA",72849,,,,,,,,,,,,,,,25,26
"2004","EE",728561,139.830954169797,"3",1959,"2","1","3","4","11","1",72856,,,,,,,,,,,,,,,44,44
"2004","EE",728562,139.830954169797,"2",1984,"1","1","1","1","NA","1",72856,,,,,,,,,,,,,,,19,20
"2004","EE",728563,139.830954169797,"2",1986,"1","1","4","1","11","1",72856,,,,,,,,,,,,,,,17,18
"2004","EE",728851,139.830954169797,"4",1976,"1","1","1","1","11","1",72885,,,,,,,,,,,,,,,27,27
"2004","EE",728852,139.830954169797,"1",1980,"2","1","1","1","11","1",72885,,,,,,,,,,,,,,,23,24
"2004","EE",728853,139.830954169797,"1",2003,"1","2","1","1","11","NA",72885,,,,,,,,,,,,,,,0,0
"2004","EE",729481,139.830954169797,"2",1977,"2","1","1","1","11","NA",72948,,,,,,,,,,,,,,,26,26
"2004","EE",729482,139.830954169797,"3",1975,"1","1","3","1","11","1",72948,,,,,,,,,,,,,,,28,29
"2004","EE",729483,139.830954169797,"4",1999,"1","1","4","1","11","1",72948,,,,,,,,,,,,,,,4,4
"2004","EE",730061,139.830954169797,"3",1944,"1","1","4","1","11","NA",73006,,,,,,,,,,,,,,,59,59
"2004","EE",730062,139.830954169797,"1",1955,"2","1","4","4","11","NA",73006,,,,,,,,,,,,,,,48,48
"2004","EE",730063,139.830954169797,"1",1982,"1","1","3","1","11","1",73006,,,,,,,,,,,,,,,21,21
"2004","EE",730621,139.830954169797,"3",1968,"1","1","3","1","11","1",73062,,,,,,,,,,,,,,,35,35
"2004","EE",730622,139.830954169797,"4",1968,"2","1","1","1","NA","NA",73062,,,,,,,,,,,,,,,35,35
"2004","EE",730623,139.830954169797,"3",1988,"2","1","3","1","11","1",73062,,,,,,,,,,,,,,,15,15
"2004","EE",730781,139.830954169797,"2",1957,"2","1","4","1","11","NA",73078,,,,,,,,,,,,,,,46,47
"2004","EE",730782,139.830954169797,"2",1985,"2","1","1","1","11","1",73078,,,,,,,,,,,,,,,18,19
"2004","EE",730783,139.830954169797,"4",1992,"2","1","1","4","NA","1",73078,,,,,,,,,,,,,,,11,11
"2004","EE",730941,139.830954169797,"1",1940,"1","1","1","1","11","1",73094,,,,,,,,,,,,,,,63,64
"2004","EE",730942,139.830954169797,"2",1941,"2","1","1","1","11","1",73094,,,,,,,,,,,,,,,62,63
"2004","EE",730943,139.830954169797,"4",1981,"1","1","1","1","11","1",73094,,,,,,,,,,,,,,,22,22
"2004","EE",731001,139.830954169797,"3",1943,"1","1","1","1","NA","NA",73100,,,,,,,,,,,,,,,60,60
"2004","EE",731002,139.830954169797,"1",1951,"2","1","2","4","23","NA",73100,,,,,,,,,,,,,,,52,53
"2004","EE",731003,139.830954169797,"2",1977,"2","1","1","4","11","1",73100,,,,,,,,,,,,,,,26,27
"2004","EE",731021,139.830954169797,"4",1967,"1","1","1","1","11","NA",73102,,,,,,,,,,,,,,,36,36
"2004","EE",731022,139.830954169797,"4",1968,"2","1","1","1","11","1",73102,,,,,,,,,,,,,,,35,35
"2004","EE",731023,139.830954169797,"2",1998,"2","1","4","1","11","1",73102,,,,,,,,,,,,,,,5,5
"2004","EE",731031,139.830954169797,"4",1968,"1","1","3","4","11","1",73103,,,,,,,,,,,,,,,35,35
"2004","EE",731032,139.830954169797,"3",1968,"2","1","4","1","11","NA",73103,,,,,,,,,,,,,,,35,35
"2004","EE",731033,139.830954169797,"1",1988,"2","1","4","1","11","NA",73103,,,,,,,,,,,,,,,15,15
"2004","EE",731231,139.830954169797,"2",1928,"1","1","4","4","11","1",73123,,,,,,,,,,,,,,,75,75
"2004","EE",731232,139.830954169797,"1",1927,"2","1","1","1","11","1",73123,,,,,,,,,,,,,,,76,76
"2004","EE",731233,139.830954169797,"1",1948,"1","1","3","1","11","1",73123,,,,,,,,,,,,,,,55,56
"2004","EE",731571,139.830954169797,"1",1947,"1","1","1","1","11","1",73157,,,,,,,,,,,,,,,56,57
"2004","EE",731572,139.830954169797,"4",1947,"2","1","1","1","11","1",73157,,,,,,,,,,,,,,,56,57
"2004","EE",731573,139.830954169797,"3",1985,"1","1","3","4","11","1",73157,,,,,,,,,,,,,,,18,19
"2004","EE",731871,139.830954169797,"3",1962,"2","1","4","1","11","1",73187,,,,,,,,,,,,,,,41,41
"2004","EE",731872,139.830954169797,"3",1993,"1","1","4","1","11","NA",73187,,,,,,,,,,,,,,,10,10
"2004","EE",731873,139.830954169797,"1",1993,"2","1","1","1","NA","NA",73187,,,,,,,,,,,,,,,10,11
"2004","EE",731881,139.830954169797,"2",1973,"1","1","4","1","11","1",73188,,,,,,,,,,,,,,,30,31
"2004","EE",731882,139.830954169797,"4",1942,"1","1","1","1","11","1",73188,,,,,,,,,,,,,,,61,61
"2004","EE",731883,139.830954169797,"1",1945,"2","1","3","1","11","NA",73188,,,,,,,,,,,,,,,58,59
"2004","EE",732321,139.830954169797,"4",1982,"1","1","1","1","11","1",73232,,,,,,,,,,,,,,,21,22
"2004","EE",732322,139.830954169797,"1",1956,"1","1","1","1","11","1",73232,,,,,,,,,,,,,,,47,47
"2004","EE",732323,139.830954169797,"3",1959,"2","1","4","4","11","1",73232,,,,,,,,,,,,,,,44,44
"2004","EE",732961,139.830954169797,"1",1959,"1","1","1","1","11","NA",73296,,,,,,,,,,,,,,,44,45
"2004","EE",732962,139.830954169797,"4",1964,"2","1","4","4","11","NA",73296,,,,,,,,,,,,,,,39,39
"2004","EE",732963,139.830954169797,"1",1999,"1","1","3","1","11","1",73296,,,,,,,,,,,,,,,4,5
"2004","EE",733171,139.830954169797,"2",1930,"1","1","2","1","11","1",73317,,,,,,,,,,,,,,,73,73
"2004","EE",733172,139.830954169797,"1",1923,"2","1","1","1","11","1",73317,,,,,,,,,,,,,,,80,80
"2004","EE",733173,139.830954169797,"4",1968,"1","2","3","1","11","1",73317,,,,,,,,,,,,,,,35,36
"2004","EE",733541,139.830954169797,"1",1937,"1","1","4","1","NA","1",73354,,,,,,,,,,,,,,,66,66
"2004","EE",733542,139.830954169797,"2",1951,"2","1","4","4","11","1",73354,,,,,,,,,,,,,,,52,52
"2004","EE",733543,139.830954169797,"1",1984,"2","1","1","1","11","1",73354,,,,,,,,,,,,,,,19,20
"2004","EE",734031,139.830954169797,"4",1970,"1","1","1","1","11","1",73403,,,,,,,,,,,,,,,33,33
"2004","EE",734032,139.830954169797,"1",1972,"2","1","4","1","11","1",73403,,,,,,,,,,,,,,,31,31
"2004","EE",734033,139.830954169797,"1",1995,"2","1","1","1","11","1",73403,,,,,,,,,,,,,,,8,9
"2004","EE",734091,139.830954169797,"2",1972,"2","1","1","1","23","1",73409,,,,,,,,,,,,,,,31,32
"2004","EE",734092,139.830954169797,"2",1976,"1","1","4","1","11","1",73409,,,,,,,,,,,,,,,27,27
"2004","EE",734093,139.830954169797,"3",1996,"1","1","4","1","NA","1",73409,,,,,,,,,,,,,,,7,8
"2004","EE",734211,139.830954169797,"3",1976,"1","1","4","4","11","1",73421,,,,,,,,,,,,,,,27,28
"2004","EE",734212,139.830954169797,"1",1976,"2","1","1","1","11","NA",73421,,,,,,,,,,,,,,,27,27
"2004","EE",734213,139.830954169797,"2",1998,"1","1","1","1","NA","1",73421,,,,,,,,,,,,,,,5,5
"2004","EE",734361,139.830954169797,"2",1952,"1","1","4","1","11","1",73436,,,,,,,,,,,,,,,51,52
"2004","EE",734362,139.830954169797,"4",1948,"2","1","1","1","11","1",73436,,,,,,,,,,,,,,,55,55
"2004","EE",734363,139.830954169797,"3",1981,"1","1","1","1","NA","4",73436,,,,,,,,,,,,,,,22,22
"2004","EE",734921,139.830954169797,"1",1954,"1","1","4","1","11","1",73492,,,,,,,,,,,,,,,49,50
"2004","EE",734922,139.830954169797,"4",1954,"2","1","1","1","11","NA",73492,,,,,,,,,,,,,,,49,49
"2004","EE",734923,139.830954169797,"3",1987,"1","1","3","1","11","1",73492,,,,,,,,,,,,,,,16,16
"2004","EE",735051,139.830954169797,"4",1951,"1","1","4","1","NA","NA",73505,,,,,,,,,,,,,,,52,53
"2004","EE",735052,139.830954169797,"3",1948,"2","1","1","1","11","1",73505,,,,,,,,,,,,,,,55,56
"2004","EE",735053,139.830954169797,"1",1979,"2","1","3","1","NA","1",73505,,,,,,,,,,,,,,,24,24
"2004","EE",735121,139.830954169797,"1",1949,"2","2","4","1","11","1",73512,,,,,,,,,,,,,,,54,55
"2004","EE",735122,139.830954169797,"2",1982,"2","1","1","1","11","1",73512,,,,,,,,,,,,,,,21,22
"2004","EE",735123,139.830954169797,"3",1984,"2","1","1","4","11","1",73512,,,,,,,,,,,,,,,19,19
"2004","EE",735341,139.830954169797,"3",1961,"2","1","1","4","11","NA",73534,,,,,,,,,,,,,,,42,43
"2004","EE",735342,139.830954169797,"4",1923,"2","1","4","1","11","1",73534,,,,,,,,,,,,,,,80,80
"2004","EE",735343,139.830954169797,"1",1990,"2","1","4","1","11","1",73534,,,,,,,,,,,,,,,13,14
"2004","EE",735391,139.830954169797,"2",1945,"1","1","4","1","11","1",73539,,,,,,,,,,,,,,,58,58
"2004","EE",735392,139.830954169797,"1",1947,"2","1","1","1","NA","1",73539,,,,,,,,,,,,,,,56,56
"2004","EE",735393,139.830954169797,"1",1972,"2","1","4","1","11","NA",73539,,,,,,,,,,,,,,,31,31
"2004","EE",735421,139.830954169797,"2",1976,"1","1","3","1","11","1",73542,,,,,,,,,,,,,,,27,27
"2004","EE",735422,139.830954169797,"2",1979,"2","1","3","4","11","NA",73542,,,,,,,,,,,,,,,24,24
"2004","EE",735423,139.830954169797,"3",2002,"2","1","1","4","11","1",73542,,,,,,,,,,,,,,,1,1
"2004","EE",735501,139.830954169797,"3",1972,"1","1","3","1","11","1",73550,,,,,,,,,,,,,,,31,32
"2004","EE",735502,139.830954169797,"4",1970,"2","1","1","4","11","1",73550,,,,,,,,,,,,,,,33,33
"2004","EE",735503,139.830954169797,"3",1949,"2","1","1","1","11","NA",73550,,,,,,,,,,,,,,,54,54
"2004","EE",735531,139.830954169797,"4",1949,"1","1","2","1","11","1",73553,,,,,,,,,,,,,,,54,55
"2004","EE",735532,139.830954169797,"1",1951,"2","1","1","4","11","NA",73553,,,,,,,,,,,,,,,52,53
"2004","EE",735533,139.830954169797,"1",1985,"1","1","1","1","23","NA",73553,,,,,,,,,,,,,,,18,18
"2004","EE",736351,139.830954169797,"3",1980,"2","1","1","1","11","1",73635,,,,,,,,,,,,,,,23,24
"2004","EE",736352,139.830954169797,"3",1978,"1","1","4","1","11","NA",73635,,,,,,,,,,,,,,,25,25
"2004","EE",736353,139.830954169797,"2",2001,"1","1","1","1","11","1",73635,,,,,,,,,,,,,,,2,3
"2004","EE",736411,139.830954169797,"4",1962,"2","1","3","1","11","NA",73641,,,,,,,,,,,,,,,41,41
"2004","EE",736412,139.830954169797,"4",1931,"1","1","3","4","11","4",73641,,,,,,,,,,,,,,,72,73
"2004","EE",736413,139.830954169797,"1",1939,"2","1","1","1","11","1",73641,,,,,,,,,,,,,,,64,64
"2004","EE",737441,139.830954169797,"3",1961,"2","1","4","1","11","1",73744,,,,,,,,,,,,,,,42,42
"2004","EE",737442,139.830954169797,"2",1982,"2","1","1","1","11","1",73744,,,,,,,,,,,,,,,21,21
"2004","EE",737443,139.830954169797,"4",1983,"2","1","3","4","11","1",73744,,,,,,,,,,,,,,,20,20
"2004","EE",737561,139.830954169797,"1",1967,"1","1","1","1","11","1",73756,,,,,,,,,,,,,,,36,37
"2004","EE",737562,139.830954169797,"2",1968,"2","1","3","1","11","1",73756,,,,,,,,,,,,,,,35,35
"2004","EE",737563,139.830954169797,"4",1998,"2","1","4","1","11","1",73756,,,,,,,,,,,,,,,5,6
"2004","EE",737881,139.830954169797,"4",1955,"1","1","2","1","11","1",73788,,,,,,,,,,,,,,,48,49
"2004","EE",737882,139.830954169797,"1",1957,"2","1","1","1","11","NA",73788,,,,,,,,,,,,,,,46,47
"2004","EE",737883,139.830954169797,"4",1985,"2","1","1","4","11","1",73788,,,,,,,,,,,,,,,18,18
"2004","EE",738101,139.830954169797,"2",1943,"1","1","1","1","11","NA",73810,,,,,,,,,,,,,,,60,60
"2004","EE",738102,139.830954169797,"2",1955,"2","1","4","1","11","1",73810,,,,,,,,,,,,,,,48,49
"2004","EE",738103,139.830954169797,"4",1976,"2","1","1","4","11","1",73810,,,,,,,,,,,,,,,27,27
"2004","EE",738171,139.830954169797,"3",1960,"1","1","4","1","11","1",73817,,,,,,,,,,,,,,,43,44
"2004","EE",738172,139.830954169797,"4",1963,"2","1","3","1","11","1",73817,,,,,,,,,,,,,,,40,40
"2004","EE",738173,139.830954169797,"4",1987,"1","1","4","1","NA","NA",73817,,,,,,,,,,,,,,,16,16
"2004","EE",738321,139.830954169797,"1",1949,"2","1","1","1","NA","1",73832,,,,,,,,,,,,,,,54,55
"2004","EE",738322,139.830954169797,"2",1926,"1","1","3","1","11","1",73832,,,,,,,,,,,,,,,77,77
"2004","EE",738323,139.830954169797,"4",1927,"2","1","3","1","NA","1",73832,,,,,,,,,,,,,,,76,77
"2004","EE",738331,139.830954169797,"2",1938,"1","1","4","1","11","NA",73833,,,,,,,,,,,,,,,65,65
"2004","EE",738332,139.830954169797,"4",1943,"2","1","1","1","11","1",73833,,,,,,,,,,,,,,,60,61
"2004","EE",738333,139.830954169797,"1",1925,"2","1","3","1","23","1",73833,,,,,,,,,,,,,,,78,79
"2004","EE",738621,139.830954169797,"2",1954,"2","1","1","1","11","1",73862,,,,,,,,,,,,,,,49,49
"2004","EE",738622,139.830954169797,"2",1955,"1","1","1","1","11","1",73862,,,,,,,,,,,,,,,48,48
"2004","EE",738623,139.830954169797,"4",1987,"2","1","4","4","11","1",73862,,,,,,,,,,,,,,,16,17
"2004","EE",738791,139.830954169797,"2",1970,"1","1","1","1","11","NA",73879,,,,,,,,,,,,,,,33,33
"2004","EE",738792,139.830954169797,"1",1977,"2","1","4","1","11","1",73879,,,,,,,,,,,,,,,26,26
"2004","EE",738793,139.830954169797,"4",2000,"1","1","1","4","11","NA",73879,,,,,,,,,,,,,,,3,3
"2004","EE",739051,139.830954169797,"3",1942,"2","1","1","1","11","NA",73905,,,,,,,,,,,,,,,61,62
"2004","EE",739052,139.830954169797,"1",1942,"1","1","4","1","11","NA",73905,,,,,,,,,,,,,,,61,61
"2004","EE",739053,139.830954169797,"4",1969,"1","1","1","1","11","1",73905,,,,,,,,,,,,,,,34,35
"2004","EE",739171,139.830954169797,"3",1959,"2","1","4","1","11","1",73917,,,,,,,,,,,,,,,44,45
"2004","EE",739172,139.830954169797,"1",1959,"1","1","4","4","11","1",73917,,,,,,,,,,,,,,,44,44
"2004","EE",739173,139.830954169797,"2",1982,"1","1","3","1","NA","1",73917,,,,,,,,,,,,,,,21,22
"2004","EE",739201,139.830954169797,"4",1968,"1","1","3","1","11","1",73920,,,,,,,,,,,,,,,35,35
"2004","EE",739202,139.830954169797,"3",1963,"2","1","3","1","11","1",73920,,,,,,,,,,,,,,,40,40
"2004","EE",739203,139.830954169797,"2",1996,"1","1","4","1","11","NA",73920,,,,,,,,,,,,,,,7,7
"2004","EE",739231,139.830954169797,"2",1927,"1","1","1","1","11","1",73923,,,,,,,,,,,,,,,76,77
"2004","EE",739232,139.830954169797,"4",1926,"2","1","4","1","NA","NA",73923,,,,,,,,,,,,,,,77,78
"2004","EE",739233,139.830954169797,"4",1953,"1","1","4","4","11","NA",73923,,,,,,,,,,,,,,,50,51
"2004","EE",739461,139.830954169797,"2",1934,"1","1","1","1","NA","NA",73946,,,,,,,,,,,,,,,69,70
"2004","EE",739462,139.830954169797,"4",1934,"2","1","4","1","11","1",73946,,,,,,,,,,,,,,,69,69
"2004","EE",739463,139.830954169797,"1",1970,"2","1","1","1","11","1",73946,,,,,,,,,,,,,,,33,33
"2004","EE",739841,139.830954169797,"3",1963,"1","1","3","1","11","1",73984,,,,,,,,,,,,,,,40,41
"2004","EE",739842,139.830954169797,"1",1966,"2","1","3","1","11","NA",73984,,,,,,,,,,,,,,,37,37
"2004","EE",739843,139.830954169797,"4",1988,"2","1","3","1","11","1",73984,,,,,,,,,,,,,,,15,15
"2004","EE",739911,139.830954169797,"4",1929,"1","1","3","1","23","NA",73991,,,,,,,,,,,,,,,74,75
"2004","EE",739912,139.830954169797,"2",1930,"2","1","4","1","NA","1",73991,,,,,,,,,,,,,,,73,73
"2004","EE",739913,139.830954169797,"4",1960,"2","1","3","4","11","4",73991,,,,,,,,,,,,,,,43,44
"2004","EE",740041,139.830954169797,"1",1976,"2","1","1","1","11","1",74004,,,,,,,,,,,,,,,27,27
"2004","EE",740042,139.830954169797,"4",1971,"1","1","4","1","11","1",74004,,,,,,,,,,,,,,,32,33
"2004","EE",740043,139.830954169797,"1",2001,"2","1","1","1","11","1",74004,,,,,,,,,,,,,,,2,2
"2004","EE",740281,139.830954169797,"4",1949,"1","1","4","4","NA","1",74028,,,,,,,,,,,,,,,54,55
"2004","EE",740282,139.830954169797,"2",1954,"2","2","1","1","NA","1",74028,,,,,,,,,,,,,,,49,50
"2004","EE",740283,139.830954169797,"4",1978,"1","1","1","4","NA","1",74028,,,,,,,,,,,,,,,25,26
