"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY081N","HY100N","HY131N","HY145N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HS010","HS011","HS020","HS021","HS030","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH020","HH030","HH040","HH050","HH060","HH061","HH070","HH080","HH081","HH090","HH091","HD010","HD020","HD025","HD030","HD035","HD040","HD050","HD060","HD070","HD080","HD090","HD100","HD110","HD120","HD130","HD140","HD150","HD160","HD170","HD180","HD190","HD200","HD210","HD220","HD230","HD240","HD250","HD255","HD260","HD265","HX040","HX050","HX090","HX080","HX060","HX070","HX120","HX010"
"2009","EE",74271,"1","2009","44",21164,18832,290,290,,,,,,,,290,0,0,0,0,,0,,0,2332,0,,0,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","6","1661.7","2","2","2","2","2","2","1","1","6","1","1","NA","NA","109.93","NA","1","NA","1","1","2","NA","2","280","4","4","NA","4","1","1","NA","1","NA","1","1","1","NA","1","3","NA","1","3","NA","1","NA","NA","NA","2","NA","2",1.5,,,,,,
"2009","EE",74315,"2","2009","12",3496,3477,0,0,,,,,,,,0,0,0,0,0,,1,,0,16,0,,3,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","1917.35","2","3","2","2","2","2","1","1","4","2","1","NA","NA","135.3","NA","1","NA","1","1","2","NA","1","80","4","4","4","3","3","1","1","1","NA","1","NA","1","1","1","1","1","1","1","1","1","1","2","NA","2","NA","2",1.5,,,,,,
"2009","EE",74323,"2","2009","28",16115,15100,0,0,,,,,,,,0,0,0,0,0,,0,,0,185,0,,830,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","639.12","2","NA","2","2","2","2","1","1","4","2","1","255.65","NA","101.17","NA","1","NA","1","1","2","NA","1","76","3","4","NA","3","2","1","NA","1","1","NA","1","1","1","1","1","2","3","NA","1","NA","2","2","NA","2","NA","2",1.5,,,,,,
"2009","EE",74369,"1","2009","12",6739,6653,0,0,,,,,,,,0,0,0,0,0,,1,,0,0,0,,85,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","2","1150.41","1","NA","2","2","2","1","4","1","4","2","1","NA","NA","138.82","NA","1","NA","1","1","2","NA","2","51","1","4","4","3","1","2","NA","NA","1","1","1","1","NA","NA","NA","NA","NA","1","1","1","3","2","NA","2","2","2",1.5,,,,,,
"2009","EE",74377,"2","2009","14",15574,15563,0,0,,,,,,,,0,0,0,0,0,,403,,0,0,0,,11,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","4","958.67","2","2","2","2","2","2","4","1","2","2","1","159.78","NA","274.76","NA","1","NA","1","1","2","NA","1","46","3","2","4","3","1","1","1","1","1","1","NA","NA","1","1","3","NA","NA","NA","NA","NA","NA","2","NA","2","NA","2",1.5,,,,,,
"2009","EE",74388,"2","2009","8",12511,7092,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,5419,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","4","1086.5","3","2","2","1","2","2","2","1","4","2","1","NA","NA","669.47","NA","1","NA","1","1","2","NA","2","280","4","4","4","2","1","1","1","NA","NA","NA","1","NA","1","NA","NA","NA","NA","NA","NA","1","NA","2","NA","2","NA","2",1.5,,,,,,
"2009","EE",74411,"2","2009","15",7,-4970,0,0,,,,,,,,0,0,0,0,0,,7,,0,10,0,,4967,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","6","4154.26","2","3","2","2","2","2","2","1","4","2","1","NA","NA","371.33","NA","1","NA","1","1","2","NA","2","280","4","4","4","4","1","1","1","1","NA","1","1","NA","1","NA","NA","1","1","1","1","1","NA","2","NA","NA","NA","2",1.3,,,,,,
"2009","EE",74454,"2","2009","24",4935,4913,0,0,,,,,,,,0,0,0,0,0,,1,,0,0,12,,11,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","4","1597.79","2","2","2","2","2","2","4","1","3","2","1","NA","NA","368.83","NA","1","NA","1","2","2","NA","1","52","4","4","3","3","1","1","NA","1","1","1","NA","1","1","1","1","NA","1","1","NA","NA","1","2","NA","NA","NA","2",1.5,,,,,,
"2009","EE",74459,"2","2009","14",8286,7542,0,0,,,,,,,,0,0,0,0,0,,0,,0,8,0,,736,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","4","2236.91","2","1","2","2","2","2","1","1","2","2","1","NA","NA","83.09","NA","1","NA","1","1","2","NA","2","38","3","1","2","3","2","1","1","1","1","1","1","1","1","1","NA","1","1","NA","NA","1","3","2","NA","NA","NA","2",1.5,,,,,,
"2009","EE",74496,"2","2009","26",10132,9253,0,0,,,,,,,,0,0,0,0,0,,0,,0,1,0,,878,"NA","NA","NA","3","NA","3","1","1","2","1","1","1","1","1","3","766.94","2","NA","2","2","2","2","1","1","2","2","1","NA","NA","308.63","NA","1","NA","1","1","2","NA","1","37","3","4","2","4","1","1","1","1","NA","1","NA","1","1","1","1","1","1","1","NA","1","1","2","NA","2","NA","2",1.5,,,,,,
"2009","EE",74497,"1","2009","16",20763,18584,0,0,,,,,,,,0,0,0,0,0,,5,,0,62,0,,2117,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","1086.5","3","2","2","1","2","2","4","1","3","2","1","NA","NA","92.99","NA","1","NA","1","1","2","NA","1","37","4","4","3","4","2","1","NA","2","1","1","1","NA","3","1","1","1","1","NA","NA","1","1","2","NA","2","NA","2",1.5,,,,,,
"2009","EE",74560,"1","2009","28",8002,5218,0,0,,,,,,,,0,0,0,0,0,,15,,0,181,0,,2603,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","4","1150.41","2","2","1","2","2","2","4","1","3","2","1","NA","NA","92.67","NA","1","NA","1","1","2","NA","2","50","4","4","3","3","2","1","1","1","1","1","NA","1","1","NA","1","1","1","1","1","1","1","2","NA","2","NA","2",1.5,,,,,,
"2009","EE",74586,"2","2009","8",8262,5009,0,0,,,,,,,,0,0,0,0,0,,2,,0,0,0,,3254,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","3","1597.79","2","3","2","2","2","2","4","1","2","2","1","NA","NA","92.35","NA","1","NA","1","1","2","NA","2","46","4","4","4","3","1","1","1","1","1","1","1","1","1","1","1","1","3","NA","1","NA","NA","2","NA","2","NA","2",1.5,,,,,,
"2009","EE",74587,"1","2009","16",12803,9989,0,0,,,,,,,,0,425,0,0,1572,,0,,0,241,2553,,19,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","5","1597.79","3","2","2","2","1","2","4","1","3","2","1","NA","NA","96.89","NA","1","NA","1","1","1","NA","1","54","3","4","4","3","1","1","NA","1","1","NA","1","1","1","NA","1","1","NA","NA","1","NA","1","NA","NA","2","NA","2",1.5,,,,,,
"2009","EE",74599,"2","2009","14",7617,6744,0,0,,,,,,,,0,0,0,0,0,,1,,0,8,187,,677,"NA","NA","NA","3","NA","NA","1","1","1","1","1","3","1","2","3","958.67","2","2","2","1","2","2","4","1","3","2","1","NA","NA","29.4","NA","1","NA","3","1","2","NA","2","86","2","4","NA","4","2","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA","2",1.5,,,,,,
"2009","EE",74620,"2","2009","37",30445,29746,0,0,,,,,,,,0,0,0,0,0,,0,,0,1,0,,697,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","4","1086.5","3","3","2","2","2","2","4","1","5","2","1","NA","NA","371.33","NA","1","NA","1","1","2","NA","2","280","3","4","4","2","1","1","NA","1","3","NA","NA","1","1","1","1","1","1","NA","NA","1","1","2","NA","NA","NA","2",1.5,,,,,,
"2009","EE",74652,"2","2009","9",21241,20159,0,0,,,,,,,,0,0,0,0,0,,48,,0,1083,0,,0,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","2876.02","2","3","2","2","2","2","2","1","6","2","1","NA","NA","371.33","NA","1","NA","1","1","2","NA","2","124","3","4","4","4","1","1","1","1","3","1","1","1","NA","1","NA","1","1","NA","1","1","NA","2","NA","2","NA","2",1.5,,,,,,
"2009","EE",74655,"2","2009","13",11316,10836,0,0,,,,,,,,0,0,0,0,0,,21,,0,72,0,,407,"NA","NA","NA","3","NA","NA","1","2","1","1","1","3","1","2","1","639.12","1","NA","2","2","2","2","1","1","4","2","1","NA","NA","56.5","NA","1","NA","1","1","2","NA","2","43","3","4","4","4","1","3","1","NA","1","NA","NA","1","NA","1","3","NA","3","NA","NA","NA","NA","NA","NA","2","NA","2",1.5,,,,,,
"2009","EE",74662,"1","2009","23",13779,12041,0,0,,,,,,,,0,0,0,0,1256,,3,,0,1738,0,,0,"NA","3","NA","3","NA","3","2","1","1","1","3","1","1","1","2","958.67","2","NA","2","2","1","2","1","1","2","2","1","NA","NA","114.98","NA","1","NA","1","1","2","NA","1","120","4","4","3","3","3","1","NA","1","1","1","1","NA","1","1","NA","NA","1","NA","2","NA","NA","NA","NA","2","NA","2",1.5,,,,,,
"2009","EE",74678,"1","2009","41",13107,11144,0,0,,,,,,,,0,0,0,0,0,,3,,0,0,0,,1963,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","1278.23","2","2","2","2","2","2","4","1","4","2","1","NA","NA","131.02","NA","1","NA","1","1","2","NA","2","100","4","3","4","3","1","1","NA","1","NA","1","1","1","1","1","NA","1","NA","1","NA","1","3","2","NA","2","NA","2",1.5,,,,,,
"2009","EE",74691,"1","2009","27",36774,35297,0,0,,,,,,,,0,0,0,0,0,,0,,0,5,0,,1472,"NA","3","NA","3","NA","3","2","1","1","1","1","1","1","1","3","1150.41","2","2","2","2","2","2","4","1","4","2","1","NA","NA","474.1","NA","1","NA","1","1","2","NA","2","80","3","4","3","4","1","1","1","NA","1","NA","1","1","1","NA","1","NA","1","NA","2","1","3","2","NA","2","NA","2",1.3,,,,,,
"2009","EE",74694,"2","2009","17",10165,9268,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,897,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","4","766.94","1","2","2","1","2","2","2","1","2","2","1","NA","NA","115.68","NA","1","NA","1","1","2","NA","2","120","2","4","3","4","1","1","1","NA","1","1","1","1","1","NA","1","1","1","NA","NA","NA","1","1","NA","2","NA","2",1.5,,,,,,
"2009","EE",74715,"1","2009","15",15454,11675,0,0,,,,,,,,0,0,0,0,0,,2,,0,3240,0,,539,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","1278.23","3","3","1","2","2","2","4","1","5","2","1","NA","NA","257.31","NA","1","NA","1","1","2","NA","1","46","4","4","3","3","1","1","1","1","NA","1","1","1","1","1","1","1","1","NA","NA","1","1","2","NA","2","NA","2",1.5,,,,,,
"2009","EE",74720,"1","2009","25",11462,7745,0,0,,,,,,,,0,0,0,0,0,,2,,0,115,0,,3602,"NA","3","NA","3","NA","NA","2","1","1","1","3","1","1","1","3","1597.79","1","2","2","2","2","2","1","1","3","2","1","NA","NA","83.72","NA","1","NA","1","1","2","NA","2","NA","4","2","4","3","1","3","1","NA","1","1","1","1","1","1","NA","1","1","NA","NA","1","1","2","NA","2","NA","2",1.5,,,,,,
"2009","EE",74722,"1","2009","16",21114,18727,0,0,,,,,,,,0,0,0,0,0,,6,,0,757,0,,1630,"NA","3","NA","1","NA","NA","1","1","1","1","1","1","1","1","4","1917.35","2","NA","2","2","2","2","4","1","4","2","1","NA","NA","102.9","NA","1","NA","1","1","2","NA","2","74","3","4","3","4","1","1","NA","1","1","1","1","1","1","1","1","NA","1","NA","1","1","1","2","NA","2","NA","2",1.5,,,,,,
"2009","EE",74783,"2","2009","10",7588,7041,0,0,,,,,,,,0,0,0,0,0,,3,,0,5,0,,542,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","4","958.67","2","2","1","2","2","2","1","1","3","2","1","NA","NA","102.9","NA","1","NA","1","1","2","NA","2","75","4","4","4","3","1","1","1","NA","NA","1","1","1","NA","NA","NA","1","1","NA","NA","1","1","2","NA","2","NA","2",1.5,,,,,,
"2009","EE",74788,"2","2009","14",29461,28984,0,0,,,,,,,,0,0,0,0,0,,0,,0,6,0,,471,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","3","3","319.56","1","NA","2","1","2","2","3","1","5","2","1","NA","NA","70.3","NA","1","NA","1","1","2","NA","2","200","3","4","4","4","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","2",1.3,,,,,,
"2009","EE",74819,"2","2009","19",11700,11367,0,0,,,,,,,,0,0,0,0,0,,0,,0,1,0,,332,"NA","3","NA","3","NA","NA","2","1","1","1","1","1","1","1","3","958.67","2","NA","2","1","1","2","1","1","3","1","1","NA","NA","83.09","NA","1","NA","1","2","2","NA","2","60","3","4","NA","4","2","1","2","1","NA","1","1","NA","1","1","1","1","NA","NA","1","1","3","2","NA","2","NA","2",1.5,,,,,,
"2009","EE",74838,"2","2009","11",14708,14700,0,0,,,,,,,,0,0,0,0,0,,7,,0,8,0,,0,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","4","1917.35","2","2","2","1","2","2","2","1","6","2","1","NA","NA","371.33","NA","1","NA","1","1","2","NA","2","440","3","4","NA","3","1","1","NA","NA","3","NA","1","NA","1","NA","3","1","NA","NA","NA","NA","NA","NA","NA","2","NA","2",1.5,,,,,,
"2009","EE",74846,"2","2009","30",3184,2259,0,0,,,,,,,,0,628,0,0,0,,0,,0,7,0,,918,"NA","3","NA","3","NA","3","2","1","1","1","1","1","1","1","5","958.67","2","NA","2","2","2","1","4","1","3","2","1","NA","NA","261.65","NA","1","NA","1","1","2","NA","2","45","4","4","4","3","1","1","1","1","1","1","1","1","1","NA","2","1","1","1","1","1","1","2","NA","2","NA","2",1.5,,,,,,
"2009","EE",74866,"2","2009","27",13231,10180,0,0,,,,,,,,0,0,0,0,0,,0,,0,3051,0,,0,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","3","1150.41","3","2","2","2","2","1","4","4","4","2","1","7.8","NA","394.65","NA","1","NA","1","1","2","NA","2","51","3","4","4","3","2","1","NA","NA","2","NA","1","1","1","2","NA","NA","1","NA","1","2","NA","2","NA","NA","NA","2",1.5,,,,,,
"2009","EE",74867,"2","2009","17",14423,13190,0,0,,,,,,,,0,0,0,0,0,,0,,0,1233,0,,0,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","2","1278.23","1","2","1","1","2","2","4","1","4","2","1","NA","NA","495.19","NA","1","NA","1","1","2","NA","2","50","3","3","2","4","2","1","1","1","1","1","1","NA","1","1","NA","1","1","1","1","1","NA","2","NA","NA","2","2",1.5,,,,,,
"2009","EE",74917,"2","2009","16",786,-621,0,0,,,,,,,,0,0,0,0,0,,786,,0,375,0,,1031,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","4","830.85","2","1","2","2","2","1","4","1","1","2","1","NA","NA","261.65","NA","1","NA","1","1","2","NA","2","120","4","4","4","3","3","1","1","1","1","NA","1","1","1","1","1","1","1","1","1","1","1","2","NA","2","NA","2",1.3,,,,,,
"2009","EE",74921,"2","2009","13",12834,12254,0,0,,,,,,,,0,0,0,0,0,,1,,0,6,244,,330,"NA","3","NA","3","NA","NA","2","1","1","1","1","1","1","1","2","1597.79","1","NA","2","2","2","2","4","1","3","1","1","NA","NA","119.2","NA","1","NA","1","1","2","NA","1","53","4","4","4","4","1","1","1","NA","NA","1","1","1","NA","NA","3","1","NA","2","NA","1","1","2","NA","2","NA","2",1.5,,,,,,
"2009","EE",74945,"2","2009","19",13492,8528,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,4964,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","1278.23","2","2","2","2","2","2","4","1","4","2","1","NA","NA","92.67","NA","1","NA","1","1","2","NA","2","75","4","3","3","4","3","1","1","1","NA","NA","NA","1","1","1","NA","1","1","1","1","1","1","2","NA","NA","NA","2",1.5,,,,,,
"2009","EE",74953,"1","2009","18",6142,6137,0,0,,,,,,,,0,0,0,0,0,,0,,0,1,0,,5,"NA","NA","NA","3","NA","3","2","1","2","1","1","1","1","2","3","894.76","1","NA","2","2","2","2","1","2","4","2","1","NA","NA","325.76","NA","1","NA","1","1","2","NA","2","150","4","3","3","4","1","2","NA","NA","1","1","2","1","NA","1","NA","NA","2","1","NA","1","3","2","NA","NA","NA","2",1.5,,,,,,
"2009","EE",74969,"2","2009","10",5719,5697,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,21,"NA","3","NA","3","NA","3","2","1","2","1","1","1","1","1","5","958.67","1","2","2","2","2","2","3","1","3","2","1","NA","NA","300.51","NA","1","NA","1","1","2","NA","2","74","4","4","4","3","1","1","1","1","NA","1","NA","NA","NA","1","1","1","1","1","NA","NA","NA","2","NA","2","NA","2",1.5,,,,,,
"2009","EE",74985,"2","2009","19",10793,10457,0,0,,,,,,,,0,0,0,0,0,,0,,0,1,0,,335,"NA","NA","NA","3","NA","3","2","1","1","1","1","1","1","1","3","1917.35","2","NA","2","1","2","2","4","1","4","2","1","NA","NA","112.48","NA","1","NA","1","1","2","NA","2","54","3","4","2","4","2","1","1","1","1","1","NA","1","1","1","NA","NA","NA","3","1","1","NA","2","NA","2","NA","2",1.5,,,,,,
"2009","EE",75023,"1","2009","18",17579,17211,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,368,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","639.12","2","1","2","1","2","2","4","4","3","2","1","NA","NA","150.19","NA","1","NA","1","1","2","NA","2","100","3","4","3","4","1","1","NA","NA","1","1","1","1","1","1","1","1","1","NA","NA","1","NA","2","NA","2","NA","2",1.5,,,,,,
"2009","EE",75070,"2","2009","12",2959,2122,0,0,,,,,,,,0,28,0,0,0,,0,,0,0,0,,837,"NA","NA","NA","2","NA","NA","2","1","2","1","1","2","1","1","2","447.38","2","2","2","2","2","1","3","1","1","2","1","NA","NA","79.25","NA","1","NA","1","1","2","NA","2","75","3","4","3","1","2","1","1","NA","NA","NA","NA","NA","1","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","3",1.8,,,,,,
"2009","EE",75100,"1","2009","25",23859,18227,0,0,,,,,,,,0,0,0,0,0,,39,,0,24,0,,5609,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","4","1278.23","2","2","2","2","2","1","4","1","4","2","1","NA","NA","92.67","NA","1","NA","1","1","2","NA","2","75","2","4","3","3","2","1","1","1","NA","NA","1","NA","1","NA","NA","1","1","1","2","1","1","NA","NA","2","NA","3",1.8,,,,,,
"2009","EE",75124,"2","2009","10",5968,3498,0,0,,,,,,,,0,0,0,0,0,,0,,0,2,0,,2467,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","6","1086.5","1","3","2","2","2","2","4","1","4","2","1","NA","NA","371.33","NA","1","NA","1","1","2","NA","2","160","4","4","4","4","1","1","NA","1","NA","NA","NA","1","1","1","NA","NA","NA","3","NA","1","1","2","NA","NA","NA","3",1.8,,,,,,
"2009","EE",75141,"1","2009","10",14191,10831,3102,3102,,,,,,,,3102,993,0,0,0,,0,,0,4,0,,3355,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","4","830.85","3","3","2","1","2","2","4","1","3","2","1","NA","NA","127.5","NA","1","NA","1","1","2","NA","2","180","2","NA","NA","3","1","1","1","1","1","NA","NA","1","1","1","3","1","1","1","NA","1","NA","NA","NA","2","NA","3",1.8,,,,,,
"2009","EE",75157,"2","2009","11",11062,9890,0,0,,,,,,,,0,0,0,0,0,,8,,0,18,0,,1154,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","1278.23","2","2","2","2","2","2","1","1","3","1","1","NA","NA","161.38","NA","1","NA","1","1","2","NA","2","80","3","4","3","3","1","1","1","1","1","1","1","NA","1","NA","3","NA","1","NA","NA","1","1","NA","NA","2","NA","3",2,,,,,,
"2009","EE",75180,"1","2009","22",21759,6548,0,0,,,,,,,,0,2671,0,0,0,,6,,0,0,0,,15211,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","4","830.85","2","2","2","2","2","1","1","1","6","2","1","NA","NA","112.48","NA","1","NA","1","1","2","NA","2","120","4","2","3","4","2","1","1","NA","1","1","1","1","NA","1","3","1","NA","NA","NA","1","1","2","NA","2","NA","3",1.8,,,,,,
"2009","EE",75183,"2","2009","15",31835,30749,0,0,,,,,,,,0,0,0,0,0,,0,,0,1086,0,,0,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","2","3","383.47","2","1","2","2","2","1","2","1","2","1","1","NA","NA","340.2","NA","1","NA","1","2","2","NA","2","68","4","4","3","3","1","1","1","NA","1","1","1","2","2","1","NA","1","NA","1","1","NA","1","NA","NA","NA","NA","3",2,,,,,,
"2009","EE",75209,"2","2009","27",16697,12828,0,0,,,,,,,,0,0,0,0,0,,5,,0,71,0,,3798,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","6","1086.5","1","2","2","2","2","2","2","1","4","2","1","NA","NA","155.94","NA","1","NA","1","1","2","NA","2","124","4","4","4","3","1","1","1","NA","1","NA","1","NA","1","1","3","NA","1","3","1","NA","NA","NA","NA","2","NA","3",2,,,,,,
"2009","EE",75231,"2","2009","26",8085,6783,0,0,,,,,,,,0,0,0,0,0,,4,,0,0,0,,1302,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","1917.35","2","2","2","2","2","2","4","1","3","1","1","NA","NA","92.67","NA","1","NA","1","1","2","NA","2","73","3","4","3","4","1","1","1","1","1","1","1","1","NA","1","NA","1","1","NA","NA","1","3","2","NA","2","NA","3",2,,,,,,
"2009","EE",75318,"1","2009","17",21196,19976,90,90,,,,,,,,90,0,0,0,0,,59,,0,2,0,,1218,"NA","2","NA","3","NA","3","1","1","1","1","1","1","1","1","4","3195.58","2","2","2","1","2","2","4","1","3","2","1","NA","NA","127.5","NA","1","NA","1","1","2","NA","1","46","3","4","4","3","2","1","1","1","1","1","1","NA","1","1","3","1","1","NA","NA","1","1","2","NA","2","NA","3",1.8,,,,,,
"2009","EE",75385,"1","2009","14",22122,15310,0,0,,,,,,,,0,0,0,0,0,,0,,0,127,0,,6685,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","4","958.67","2","2","1","2","2","2","1","1","4","2","1","NA","NA","171.47","NA","1","NA","1","1","2","NA","2","66","4","4","3","2","1","1","1","1","NA","NA","1","NA","1","1","NA","1","NA","NA","NA","NA","NA","NA","NA","2","NA","3",2,,,,,,
"2009","EE",75388,"1","2009","21",17828,15172,0,0,,,,,,,,0,151,0,0,0,,0,,0,394,0,,2262,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","4","1917.35","2","2","2","2","2","2","3","1","1","2","1","NA","NA","83.72","NA","1","NA","1","1","2","NA","2","200","4","4","3","3","2","1","1","1","NA","1","1","1","1","NA","NA","1","1","NA","1","1","3","2","NA","NA","NA","3",1.8,,,,,,
"2009","EE",75401,"2","2009","37",5989,5845,0,0,,,,,,,,0,801,0,0,0,,0,,0,1,0,,143,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","4","1278.23","2","3","2","2","2","2","4","1","6","2","1","NA","NA","649.34","NA","1","NA","1","1","2","NA","2","440","3","4","NA","4","1","1","1","1","3","NA","1","1","NA","1","NA","1","1","1","1","1","1","NA","NA","2","NA","3",1.8,,,,,,
"2009","EE",75403,"2","2009","17",16032,15047,0,0,,,,,,,,0,176,0,0,0,,0,,0,6,0,,979,"NA","NA","NA","3","NA","NA","2","1","1","1","1","1","1","1","6","703.03","2","2","2","2","1","2","4","1","2","1","1","NA","NA","299.81","NA","3","NA","1","1","2","NA","1","90","4","4","NA","2","2","1","1","1","1","1","1","NA","1","NA","1","1","1","NA","NA","NA","2","2","NA","2","NA","3",2,,,,,,
"2009","EE",75474,"1","2009","27",15352,10296,0,0,,,,,,,,0,256,0,0,0,,0,,0,0,0,,5056,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","639.12","1","1","2","2","2","1","4","1","3","2","1","NA","NA","261.65","NA","1","NA","1","1","2","NA","1","45","3","4","3","3","2","1","1","1","1","1","1","1","1","1","2","1","NA","1","1","1","1","2","NA","2","NA","3",2,,,,,,
"2009","EE",75475,"1","2009","15",7634,5253,0,0,,,,,,,,0,312,0,0,0,,0,,0,0,0,,2381,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","2876.02","2","2","2","2","2","2","2","1","5","2","1","NA","NA","669.47","NA","1","NA","1","1","2","NA","2","160","2","4","2","4","1","1","1","NA","3","1","NA","1","1","NA","3","1","1","3","1","NA","1","2","NA","2","NA","3",2,,,,,,
"2009","EE",75476,"2","2009","19",30535,29190,0,0,,,,,,,,0,0,0,0,0,,109,,0,0,0,,1346,"NA","NA","NA","3","NA","3","1","2","1","1","1","1","1","1","4","1278.23","3","NA","2","2","2","1","1","1","3","2","1","NA","NA","150.19","NA","1","NA","1","1","2","NA","2","48","3","4","4","4","2","1","NA","1","1","1","NA","1","1","NA","NA","1","3","1","1","1","3","NA","NA","2","NA","3",2,,,,,,
"2009","EE",75531,"1","2009","6",10771,-662,0,0,,,,,,,,0,297,0,0,0,,0,,0,0,0,,11433,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","5","1278.23","2","2","2","2","2","2","4","1","2","2","1","NA","NA","209.95","NA","1","NA","1","1","2","NA","1","73","4","4","3","3","2","1","NA","1","1","1","NA","1","1","1","1","1","1","NA","1","1","1","2","NA","2","NA","3",2,,,,,,
"2009","EE",75552,"2","2009","15",28794,24399,0,0,,,,,,,,0,0,0,0,0,,4,,0,62,0,,4333,"NA","NA","NA","3","NA","3","2","1","1","1","1","1","1","1","3","1917.35","1","2","2","2","2","2","3","3","3","2","1","NA","NA","248.23","NA","1","NA","1","2","2","NA","2","90","4","4","NA","2","1","1","NA","1","NA","1","1","NA","1","NA","1","NA","3","1","1","1","1","NA","NA","2","NA","3",2,,,,,,
"2009","EE",75588,"2","2009","15",32680,23044,0,0,,,,,,,,0,92,0,0,0,,56,,0,0,0,,9636,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","4","2556.47","1","3","2","2","1","2","4","1","4","2","1","NA","NA","1140.82","NA","1","NA","1","1","2","NA","2","160","4","4","4","4","1","1","1","NA","NA","1","NA","1","1","NA","NA","1","1","1","1","1","1","2","NA","2","NA","3",1.8,,,,,,
"2009","EE",75609,"2","2009","15",45787,43221,2119,2119,,,,,,,,2119,5423,0,0,0,,24,,0,4,0,,2562,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","6327.25","3","3","2","2","2","2","4","1","6","2","1","NA","NA","304.16","NA","1","NA","1","1","2","NA","2","128","3","4","2","3","1","1","NA","1","1","NA","1","1","1","1","1","NA","1","3","NA","NA","1","NA","NA","2","NA","3",2,,,,,,
"2009","EE",75647,"2","2009","16",21013,20660,0,0,,,,,,,,0,0,0,0,0,,0,,0,6,0,,347,"NA","NA","NA","1","NA","3","1","1","1","1","1","1","1","2","2","766.94","2","1","2","2","2","1","4","3","2","2","1","NA","NA","325.76","NA","1","NA","1","1","2","5","2","58","3","4","3","4","1","1","1","NA","1","NA","NA","1","NA","NA","3","NA","1","2","1","1","3","2","2","NA","NA","3",2,,,,,,
