"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL031","PL035","PL015","PL020","PL025","PL040","PL050","PL051","PL060","PL100","PL111","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY020N","PY035N","PY010G","PY020G","PY021G","PY030G","PY031G","PY035G","PY050G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PX010","PX020","PX030","PX040","PX050","PT005","PT010","PT020","PT030","PT040","PT050","PT060","PT070","PT080","PT090","PT100","PT110","PT120","PT130","PT140","PT150","PT160","PT170","PT180","PT190","PT200","PT210"
"2011","EE",788152,117.21209693571,"NA","2","2011","8","2",1970,"2","1","2","EE","2","NA","3","2","NA","1","2","1","3","71","5","NA","NA","p","NA","NA","1","2","NA","NA","NA","15","4","1","1","2","NA","2","1",0,230,2088,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1",40,78815,"1","7","0","NA","3","NA","2","NA","1","NA","1961","NA","NA","NA","NA","NA","1","NA","NA","NA","4","2","4","1"
"2011","EE",788153,117.21209693571,"NA","1","2011","5","4",1991,"2","1","3","EE","2","5","2","6","NA","1","1","NA","3","NA",,"NA","NA","NA","NA","NA","1","NA","NA","NA","NA","19","NA","2","1","2","NA","2","NA",0,0,0,0,0,0,1,0,0,0,0,0,0,0,172,24,1,"1",19,78815,"1","3","0","1","NA","NA","2","1957","2","NA","1936","NA","2","1","NA","1","2","NA","NA","NA","4","NA","3","1"
"2011","EE",788171,117.21209693571,"NA","1","2011","7","4",1971,"1","2","3","EE","2","NA","3","3","NA","NA","NA","NA","NA","82","8","NA","NA","h","4","13","1","2","2","3","4","16","2","2","2","2","NA","2","NA",511,0,0,0,0,0,1,460,8344,0,0,0,0,0,0,0,1,"1",39,78817,"1","3","984.2026","NA","2","1","2","1933","NA","2","NA","2","NA","1","1","NA","NA","NA","1","2","5","4","NA","2"
"2011","EE",788172,117.21209693571,"NA","1","2011","6","2",1976,"2","1","1","EE","2","NA","2","1","NA","NA","NA","NA","3","72","5","40","NA","g","NA","15","1","2","2","NA","NA","NA","NA","1","3","2","NA","2","NA",729,0,21094,0,0,1588,1,0,0,0,0,0,0,5548,2630,0,1,"1",34,78817,"1","2","214.9008","1","NA","2","1","-1","1","1","1942","1","1","1","NA","1","1","8","1","1","3","3","-1","1"
"2011","EE",788271,117.21209693571,"NA","1","2011","11","3",1984,"1","1","1","EE","2","NA","5","1","NA","NA","NA","NA","3","24","4","40","2","i","NA","13","1","1","2","NA","NA","20","2","2","3","2","NA","2","NA",0,383,10115,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1",26,78827,"1","2","131.907","1","3","1","2","1942","NA","1","1963","2","2","2","3","1","1","2","NA","1","3","4","NA","1"
"2011","EE",788272,117.21209693571,"NA","2","2011","22","4",1962,"2","2","3","EE","2","NA","3","1","NA","NA","NA","NA","3","23","3","40","NA","i","NA","13","1","2","2","NA","NA","17","2","2","3","2","NA","2","NA",0,0,11625,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1",48,78827,"1","2","603.8649","1","NA","3","2","1928","1","1","1946","NA","2","NA","2","1","1","3","1","2","3","4","5","1"
"2011","EE",788273,117.21209693571,"NA","1","2011","46","1",1983,"1","1","3","EE","2","NA","5","6","NA","2","2","NA","NA","52",,"NA","NA","NA","NA","NA","1","2","NA","NA","1","NA","1","2","3","NA","NA","2","NA",0,0,701,0,0,3342,1,0,0,0,0,0,0,0,0,0,1,"1",27,78827,"1","NA","0","NA","2","2","NA","NA","NA","NA","1949","NA","1","NA","2","NA","2","2","1","2","NA","3","4","NA"
"2011","EE",788361,117.21209693571,"NA","1","2011","8","4",1949,"2","4","1","EE","2","NA","3","1","NA","NA","NA","NA","3","24","5","40","NA","g","NA","NA","1","1","2","1","NA","20","4","2","3","2","NA","2","NA",0,0,3359,0,0,0,1,0,0,0,0,3156,0,0,0,0,1,"1",61,78836,"1","6","0","1","2","2","NA","1952","1","NA","1952","2","NA","2","NA","1","NA","8","1","NA","9","5","NA","1"
"2011","EE",788362,117.21209693571,"NA","1","2011","8","1",1948,"1","2","3","EE","2","NA","3","7","NA","1","NA","NA","3","13","7","35","NA","NA","NA","13","NA","2","NA","NA","NA","19","4","1","1","1","NA","2","NA",0,0,0,0,0,0,1,0,0,0,0,2456,0,0,0,0,1,"1",62,78836,"1","6","0","1","1","2","1","1925","2","NA","NA","2","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA"
"2011","EE",788363,117.21209693571,"NA","2","2011","7","4",1978,"1","1","2","EE","2","NA","2","1","NA","NA","NA","NA","3","24","8","30","NA","b-e","NA","6","1","2","1","NA","NA","19","2","2","3","1","NA","2","NA",0,0,15657,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1",32,78836,"1","5","0","1","3","2","2","NA","1","1","1946","1","NA","1","NA","1","1","NA","1","2","1","4","4","1"
"2011","EE",788401,117.21209693571,"NA","1","2011","22","4",1972,"1","1","1","EE","2","NA","3","3","NA","NA","NA","NA","3","13","0 - 1","40","NA","j","NA","7","1","2","1","NA","NA","17","3","1","3","2","NA","2","NA",0,0,22944,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1",38,78840,"1","5","189.4858","1","2","2","2","NA","1","1","1964","1","2","2","3","NA","2","NA","NA","NA","NA","4","3","2"
"2011","EE",788402,117.21209693571,"NA","2","2011","6","2",1983,"2","1","2","EE","1","NA","5","1","NA","1","NA","NA","2","34","2","44","NA","o","NA","14","1","2","2","NA","NA","18","2","2","3","2","NA","2","NA",0,0,7749,0,0,0,1,0,0,0,0,0,0,148,0,0,1,"1",27,78840,"1","2","67.93828","1","4","1","2","1955","NA","NA","-1","2","NA","2","NA","NA","1","NA","1","2","NA","4","3","1"
"2011","EE",788831,117.21209693571,"NA","2","2011","9","4",1981,"1","1","1","EE","2","NA","4","1","NA","NA","NA","NA","3","31","9","NA","NA","o","NA","13","1","2","2","NA","NA","18","2","1","3","2","NA","2","NA",0,0,12140,149,0,3273,1,0,840,0,0,0,0,0,0,0,1,"1",29,78883,"1","2","130.7401","1","1","2","1","1929","1","NA","NA","NA","NA","3","1","2","1","7","1","2","1","4","NA","1"
"2011","EE",788832,117.21209693571,"NA","1","2011","13","4",1984,"2","1","3","EE","2","NA","2","1","NA","NA","NA","NA","3","71","2","43","NA","q","NA","13","1","2","2","NA","NA","18","2","2","3","2","NA","2","NA",0,0,6813,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1",26,78883,"1","5","55.61269","3","2","NA","1","1959","NA","NA","NA","1","1","1","1","NA","NA","8","1","NA","2","NA","4","1"
"2011","EE",789371,117.21209693571,"NA","1","2011","16","2",1962,"2","2","3","EE","2","NA","5","1","NA","NA","2","NA","3","82","3","NA","NA","b-e","NA","NA","1","2","NA","NA","4","19","4","2","3","2","NA","1","NA",0,0,4261,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1",48,78937,"1","2","0","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","7","NA","NA","NA","5","NA","1"
"2011","EE",789372,117.21209693571,"NA","2","2011","6","3",1941,"1","2","3","Other","2","NA","3","7","NA","NA","NA","NA","3","21","7","35","NA","NA","NA","11","1","2","2","NA","NA","23","3","1","3","2","NA","2","NA",0,0,0,0,0,3693,1,0,0,0,0,7028,0,0,0,0,1,"1",69,78937,"1","6","72.88885","1","NA","2","2","1931","NA","1","1962","NA","1","1","NA","1","2","8","1","2","NA","3","4","2"
"2011","EE",789373,117.21209693571,"NA","1","2011","4","1",1990,"1","1","1","Other","2","3","3","6","NA","2","2","NA","3","52",,"NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","2","2","3","2","NA","2","NA",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1",20,78937,"1","6","0","NA","NA","NA","2","1960","NA","NA","NA","2","NA","1","2","NA","NA","NA","1","NA","NA","NA","NA","NA"
"2011","EE",789451,117.21209693571,"NA","2","2011","3","2",1988,"1","1","3","EE","1","NA","3","5","NA","1","2","NA","3","NA",,"NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2","3","2","NA","2","1",0,0,0,0,0,7201,1,0,0,0,0,0,0,0,0,0,1,"1",22,78945,"1","3","0","3","2","3","NA","NA","1","NA","NA","1","NA","1","NA","1","NA","NA","NA","NA","NA","NA","5","1"
"2011","EE",789452,117.21209693571,"NA","1","2011","16","4",1990,"2","1","3","EE","2","NA","2","10","NA","1","NA","NA","3","23",,"NA","NA","NA","NA","13","1","2","NA","NA","3","20","2","1","3","2","NA","1","NA",0,0,0,0,0,1980,1,141,3041,0,0,0,0,0,0,0,1,"1",20,78945,"1","2","112.7777","NA","NA","3","NA","NA","NA","NA","1944","NA","NA","-1","NA","1","NA","NA","NA","2","NA","4","NA","NA"
"2011","EE",789453,117.21209693571,"NA","1","2011","5","4",1987,"2","1","1","EE","2","3","2","5","NA","2","1","NA","3","71",,"NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","3","2","2","1","NA","2","1",0,0,1138,68,0,0,1,0,19,0,85,0,0,0,0,0,1,"1",23,78945,"1","2","149.8805","1","2","NA","2","NA","NA","NA","NA","NA","2","NA","1","1","2","NA","NA","2","NA","5","NA","1"
"2011","EE",789481,117.21209693571,"NA","1","2011","5","3",1952,"2","2","1","EE","2","NA","5","1","NA","1","2","NA","3","24","5","NA","NA","g","NA","11","1","2","NA","NA","NA","17","4","1","3","2","NA","2","NA",0,0,4025,0,0,0,1,0,0,0,0,0,0,0,931,0,1,"1",58,78948,"1","3","0","5","2","NA","NA","NA","1","2","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","4","NA","1"
"2011","EE",789482,117.21209693571,"NA","2","2011","18","2",1982,"1","2","3","EE","2","NA","3","1","NA","NA","NA","NA","3","83","9","40","NA","f","NA","13","1","2","2","NA","NA","24","3","1","2","2","NA","2","1",0,0,12580,0,0,11462,1,0,0,0,0,0,7007,0,0,502,1,"1",28,78948,"1","2","103.8051","1","NA","1","NA","-1","NA","1","1935","2","2","-1","1","NA","1","7","1","2","2","4","3","1"
"2011","EE",789483,117.21209693571,"NA","1","2011","18","2",1930,"2","4","2","EE","2","NA","2","7","NA","1","2","NA","NA","12","5","40","NA","NA","NA","NA","1","1","NA","NA","4","20","2","1","2","1","NA","1","NA",0,0,0,0,0,1259,1,0,0,0,0,3395,0,0,0,0,1,"1",80,78948,"1","5","0","1","NA","1","2","NA","NA","NA","NA","1","NA","NA","NA","6","1","NA","1","NA","9","NA","NA","1"
"2011","EE",789821,117.21209693571,"NA","2","2011","9","3",1973,"2","1","3","EE","2","3","3","10","NA","2","2","NA","3","92","8","40","NA","NA","NA","NA","NA","2","NA","NA","3","NA","2","2","1","1","NA","1","NA",0,0,0,0,0,1802,1,0,0,0,0,0,0,0,0,0,1,"1",37,78982,"1","6","174.8328","1","NA","2","NA","1961","1","1","NA","NA","NA","NA","3","1","NA","NA","1","2","4","NA","NA","NA"
"2011","EE",789822,117.21209693571,"NA","2","2011","2","4",1971,"1","2","1","EE","2","NA","2","1","NA","NA","NA","NA","3","12","7","40","NA","f","NA","4","1","1","2","NA","NA","20","NA","2","3","2","NA","2","NA",0,460,23276,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1",39,78982,"1","7","213.6352","1","2","1","1","NA","1","1","1958","1","NA","-1","3","NA","2","-1","1","1","2","5","4","1"
"2011","EE",789823,117.21209693571,"NA","2","2011","9","4",1991,"2","1","2","EE","1","NA","1","6","NA","2","NA","1","NA","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","10","26","2","1","2","2","NA","2","NA",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1",19,78982,"1","2","146.0578","1","2","NA","1","-1","1","NA","1923","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2011","EE",790051,117.21209693571,"NA","2","2011","11","2",1980,"1","1","3","EE","2","NA","3","1","NA","NA","NA","NA","3","12","0 - 1","NA","NA","f","NA","13","1","2","2","1","NA","21","1","2","3","2","NA","2","NA",0,0,10589,463,463,0,1,0,0,0,0,0,0,0,0,0,1,"1",30,79005,"1","5","271.9266","1","2","1","2","NA","1","1","1940","NA","NA","2","3","NA","2","7","1","NA","9","5","4","1"
"2011","EE",790052,117.21209693571,"NA","1","2011","7","4",1980,"2","1","2","EE","2","NA","3","1","NA","NA","NA","NA","3","83","3","60","NA","o","NA","10","1","NA","2","NA","NA","21","3","2","3","2","NA","2","NA",0,0,12579,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1",30,79005,"1","5","0","1","1","2","1","1939","NA","1","1962","1","1","NA","3","1","1","NA","NA","NA","NA","4","4","1"
"2011","EE",790171,117.21209693571,"NA","1","2011","23","4",1965,"2","2","3","EE","2","NA","3","1","NA","1","NA","NA","3","41","5","NA","NA","g","NA","NA","1","2","NA","NA","NA","19","3","2","3","2","NA","2","NA",0,0,1839,0,0,1899,1,0,0,0,0,0,0,2185,139,0,1,"1",45,79017,"1","6","0","3","NA","NA","NA","-1","1","1","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","1"
"2011","EE",790172,117.21209693571,"NA","2","2011","16","3",1957,"1","1","3","EE","2","NA","3","8","NA","1","NA","NA","3","23","7","NA","NA","NA","NA","5","1","2","2","NA","NA","16","5","1","3","1","NA","2","NA",0,0,0,0,0,3342,1,0,0,0,1810,0,0,0,1014,0,1,"1",53,79017,"1","5","252.1758","NA","2","2","0","1932","NA","NA","1931","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA"
"2011","EE",790173,117.21209693571,"NA","1","2011","17","1",1990,"2","1","2","EE","2","NA","3","10","NA","2","1","NA","NA","NA","8","40","NA","NA","NA","NA","1","NA","NA","NA","NA","18","3","2","3","2","NA","2","NA",0,0,0,0,0,0,1,320,0,0,0,0,0,0,0,0,1,"1",20,79017,"1","7","106.0323","NA","NA","NA","2","1934","2","NA","NA","NA","NA","NA","2","NA","NA","-1","NA","NA","NA","3","NA","1"
"2011","EE",790271,117.21209693571,"NA","1","2011","17","4",1960,"2","2","1","Other","2","NA","3","2","NA","1","2","NA","3","71","9","NA","NA","i","NA","NA","NA","2","NA","NA","4","20","2","1","2","2","NA","2","NA",0,0,1572,0,0,553,1,0,0,0,0,0,0,0,614,0,1,"1",50,79027,"1","2","87.62091","NA","3","NA","NA","NA","1","NA","NA","1","NA","NA","NA","1","2","7","1","NA","5","4","NA","NA"
"2011","EE",790272,117.21209693571,"NA","1","2011","9","4",1964,"1","2","1","EE","2","NA","5","1","NA","NA","NA","NA","3","82","3","40","NA","o","NA","8","NA","2","2","NA","NA","19","NA","2","3","2","NA","1","NA",0,0,14815,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1",46,79027,"1","7","262.5811","NA","2","2","2","1937","1","NA","1956","1","1","NA","NA","1","2","8","1","2","2","4","2","1"
"2011","EE",790821,117.21209693571,"NA","1","2011","21","4",1979,"2","1","3","EE","2","NA","5","1","NA","1","NA","NA","3","34","3","20","NA","o","4","11","1","2","2","NA","NA","18","NA","1","2","NA","NA","2","NA",0,0,6774,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1",31,79082,"1","6","0","3","2","4","2","1926","NA","NA","1931","1","1","NA","2","1","2","8","1","2","6","4","4","1"
"2011","EE",791221,117.21209693571,"NA","1","2011","14","2",1956,"1","2","3","EE","2","NA","2","8","NA","1","NA","NA","2","83","8","25","NA","NA","4","NA","1","2","2","NA","NA","18","NA","2","3","2","NA","2","NA",0,0,0,0,0,0,1,0,478,0,0,0,0,0,3053,0,1,"1",54,79122,"1","2","247.3887","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","1"
"2011","EE",791222,117.21209693571,"NA","2","2011","10","3",1962,"2","2","1","Other","2","NA","5","1","NA","NA","NA","NA","3","91","3","NA","NA","h","NA","NA","1","2","NA","NA","NA","18","NA","1","1","2","2","1","NA",77,0,3634,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1",48,79122,"1","2","0","NA","NA","NA","NA","NA","NA","NA","NA","1","1","2","1","NA","2","7","NA","NA","-1","NA","NA","NA"
"2011","EE",791571,117.21209693571,"NA","2","2011","11","1",1986,"1","1","1","EE","1","NA","3","5","NA","1","2","NA","NA","NA","8","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","21","3","2","3","2","NA","2","NA",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1",24,79157,"1","6","191.6666","NA","2","2","2","1921","NA","1","NA","2","1","NA","2","NA","NA","NA","1","NA","NA","NA","3","NA"
"2011","EE",791572,117.21209693571,"NA","2","2011","15","1",1990,"2","1","1","EE","2","NA","2","5","NA","1","1","NA","NA","42",,"NA","NA","NA","NA","10","2","2","NA","NA","NA","NA","4","2","2","2","NA","2","NA",0,0,1048,9,0,2499,1,0,0,0,0,0,163,0,0,0,1,"1",20,79157,"1","6","53.61149","NA","NA","1","NA","NA","1","2","NA","2","1","NA","NA","NA","NA","NA","NA","NA","NA","5","NA","1"
"2011","EE",791611,117.21209693571,"NA","2","2011","4","3",1972,"1","2","3","EE","2","NA","5","1","NA","NA","NA","NA","3","83","0 - 1","17","NA","g","NA","14","1","2","1","NA","4","17","NA","1","3","2","NA","2","NA",0,0,8292,0,0,0,1,0,0,0,0,0,0,0,2813,0,1,"1",38,79161,"1","2","359.2779","3","1","4","2","1955","1","NA","1948","NA","NA","-1","2","1","1","NA","1","NA","2","3","4","NA"
"2011","EE",791612,117.21209693571,"NA","1","2011","23","2",1972,"2","5","2","EE","2","NA","5","1","NA","1","2","1","3","72","3","NA","NA","q","NA","NA","NA","2","NA","NA","NA","18","4","1","3","2","1","2","NA",0,0,1618,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1",38,79161,"1","NA","0","1","NA","1","1","NA","1","1","NA","1","1","NA","NA","NA","NA","7","NA","2","NA","5","NA","NA"
"2011","EE",791711,117.21209693571,"NA","1","2011","7","2",1964,"1","2","3","EE","2","NA","5","3","NA","NA","NA","NA","3","82","0 - 1","38","NA","b-e","NA","12","1","2","2","NA","NA","22","5","2","3","2","NA","2","1",0,0,0,0,0,0,1,0,5670,0,0,0,0,0,0,0,1,"1",46,79171,"1","6","0","NA","NA","NA","NA","1916","1","1","1920","2","1","NA","1","NA","2","8","1","2","8","3","NA","NA"
"2011","EE",791712,117.21209693571,"NA","NA","2011","15","3",1963,"2","5","2","EE","2","NA","3","1","NA","1","NA","NA","3","83","5","20","NA","g","NA","NA","1","2","NA","NA","NA","16","NA","1","3","1","NA","2","NA",0,0,4926,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1",47,79171,"1","2","0","1","NA","1","NA","NA","1","NA","NA","NA","NA","1","NA","NA","NA","1","NA","NA","NA","3","4","1"
"2011","EE",791713,117.21209693571,"NA","1","2011","13","1",1987,"1","1","1","Other","2","NA","3","1","NA","2","2","1","3","22","7","NA","NA","b-e","NA","NA","1","NA","NA","NA","NA","NA","4","2","2","2","NA","2","NA",0,0,160,0,0,2586,1,0,0,0,0,0,0,0,0,0,1,"1",23,79171,"1","7","0","NA","2","NA","NA","NA","NA","1","NA","2","-1","3","2","NA","2","NA","1","NA","5","4","4","1"
"2011","EE",792001,117.21209693571,"NA","1","2011","8","1",1983,"2","2","1","EE","2","NA","5","1","NA","NA","NA","NA","3","13","4","50","NA","h","NA","13","1","1","2","NA","NA","19","2","2","3","2","NA","2","NA",3068,537,12517,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1",27,79200,"1","3","430.2734","1","1","2","1","1958","2","1","1952","NA","1","NA","2","1","NA","NA","2","NA","4","5","3","1"
"2011","EE",792002,117.21209693571,"NA","1","2011","6","4",1980,"1","2","1","EE","2","5","3","1","NA","NA","2","NA","2","13","8","58","NA","a","NA","12","1","1","2","NA","NA","23","1","2","2","2","NA","2","NA",0,0,9433,0,0,2918,1,0,0,0,1656,0,0,0,0,0,1,"1",30,79200,"1","6","84.68913","NA","2","NA","2","1884","2","2","1925","1","1","2","2","NA","2","7","1","2","5","4","NA","1"
"2011","EE",792221,117.21209693571,"NA","1","2011","10","1",1973,"2","2","3","EE","2","NA","3","1","NA","1","NA","NA","3","83","3","NA","NA","o","NA","NA","1","2","NA","NA","6","16","5","1","3","2","NA","2","NA",0,0,3265,14,0,2447,1,0,0,0,0,0,0,0,0,0,1,"1",37,79222,"1","2","339.3434","1","2","NA","NA","-1","NA","2","NA","1","1","2","NA","1","2","3","1","NA","NA","NA","4","NA"
"2011","EE",792222,117.21209693571,"NA","2","2011","11","1",1991,"2","1","3","EE","1","NA","1","5","NA","2","NA","NA","3","83",,"NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","NA","2","3","2","NA","2","NA",0,0,0,0,0,3273,1,0,0,0,0,0,0,0,0,0,1,"1",19,79222,"1","7","137.1829","NA","NA","4","NA","NA","NA","2","1937","NA","1","2","NA","NA","1","8","NA","NA","NA","NA","5","1"
"2011","EE",792223,117.21209693571,"NA","1","2011","11","2",1994,"1",,"1",,"2","5",,,"NA","1","2","1","NA","51",,"NA","NA",,"NA","NA","1","NA","NA","NA","NA","NA","2","2","3","2","NA","2","NA",0,0,0,0,0,4962,1,0,0,0,0,0,0,0,0,0,1,"1",16,79222,"1","7","0","NA","NA","2","2","1948","NA","1","NA","1","-1","2","NA","NA","2","NA","NA","2","NA","5","3","NA"
"2011","EE",792291,117.21209693571,"NA","2","2011","13","3",1973,"1","1","2","EE","2","NA","3","1","NA","NA","2","NA","3","23","7","40","NA","f","NA","12","NA","2","1","NA","NA","18","3","2","3","1","NA","2","NA",0,0,5715,87,0,0,1,0,0,0,0,0,0,0,0,0,1,"1",37,79229,"1","6","109.2728","3","NA","2","2","NA","2","NA","1958","1","NA","NA","NA","1","NA","7","NA","2","5","4","4","1"
"2011","EE",792292,117.21209693571,"NA","2","2011","4","4",1974,"2","2","2","EE","2","5","2","1","NA","NA","NA","NA","3","NA","5","NA","NA","g","NA","NA","NA","2","NA","NA","1","NA","NA","2","3","1","1","2","NA",0,561,354,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1",36,79229,"1","5","0","1","NA","NA","NA","1948","NA","1","NA","2","1","2","1","NA","NA","NA","NA","NA","9","-1","3","NA"
"2011","EE",792411,117.21209693571,"NA","1","2011","8","1",1970,"1","1","3","EE","2","NA","3","1","NA","NA","2","NA","2","52","5","NA","NA","o","NA","NA","1","2","2","NA","NA","16","3","2","3","2","NA","2","NA",307,0,2532,0,0,480,1,0,0,0,0,0,0,0,0,0,1,"1",40,79241,"1","6","32.97756","NA","2","3","NA","NA","2","NA","1951","NA","-1","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","1"
"2011","EE",792412,117.21209693571,"NA","2","2011","5","1",1973,"2","3","1","EE","2","NA","5","2","NA","1","2","NA","3","72","2","40","NA","p","NA","NA","1","1","NA","NA","NA","18","NA","2","2","2","NA","2","NA",0,0,2117,108,0,8212,1,0,162,0,0,0,0,0,0,0,1,"1",37,79241,"1","2","123.4697","1","1","NA","NA","NA","2","NA","NA","1","1","NA","NA","NA","NA","NA","1","NA","9","NA","NA","NA"
"2011","EE",792561,117.21209693571,"NA","1","2011","4","4",1956,"2","5","1","Other","1","NA","3","5","NA","NA","2","NA","NA","52","9","NA","NA","NA","NA","13","NA","2","2","NA","NA","24","2","1","1","2","NA","2","NA",0,0,1729,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"1",54,79256,"1","6","0","3","NA","3","2","NA","NA","NA","1927","NA","NA","NA","1","NA","NA","7","NA","NA","NA","NA","NA","1"
"2011","EE",792562,117.21209693571,"NA","2","2011","14","1",1933,"2","1","3","Other","2","NA","2","7","NA","1","NA","NA","2","92","9","NA","NA","NA","NA","13","1","2","NA","NA","NA","17","4","2","1","2","4","1","NA",0,0,0,0,0,1659,1,0,0,0,0,2860,0,0,0,0,1,"1",77,79256,"1","2","888.5411","3","NA","NA","2","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","4","1"
"2011","EE",792563,117.21209693571,"NA","1","2011","23","4",1978,"1","1","3","EE","2","NA","3","1","NA","NA","NA","NA","3","21","4","40","NA","k","NA","12","1","2","2","NA","NA","20","2","1","3","2","NA","1","NA",0,0,9566,619,0,0,1,0,174,0,0,0,0,0,0,0,1,"1",32,79256,"1","7","182.5822","1","NA","1","2","-1","1","NA","-1","1","1","NA","2","1","NA","7","1","2","5","3","5","1"
"2011","EE",792621,117.21209693571,"NA","2","2011","16","3",1955,"2","5","3","Other","2","NA","5","1","NA","NA","NA","NA","3","1","3","40","NA","b-e","NA","13","1","2","2","NA","NA","19","2","2","1","2","NA","2","NA",0,0,8147,0,0,0,1,383,0,0,0,0,0,0,0,0,1,"1",55,79262,"1","6","47.62425","1","1","3","NA","1930","2","NA","1933","1","1","2","NA","NA","2","7","1","NA","8","3","3","1"
"2011","EE",792622,117.21209693571,"NA","2","2011","17","2",1993,"1","1","3","EE","2","NA","1","6","NA","1","2","2","1","13",,"NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","2","3","2","NA","2","NA",0,0,0,0,0,2444,1,0,12,0,0,0,0,0,0,0,1,"1",17,79262,"1","2","0","NA","NA","NA","2","NA","NA","1","NA","2","1","2","NA","1","NA","4","NA","2","NA","NA","3","NA"
"2011","EE",792623,117.21209693571,"NA","1","2011","28","1",1953,"2","2","2","EE","2","NA","3","1","NA","NA","NA","NA","3","74","8","20","NA","b-e","NA","9","1","2","2","1","NA","19","4","2","3","2","NA","2","NA",0,0,10110,0,0,301,1,0,0,0,0,0,0,122,0,0,1,"1",57,79262,"1","2","167.3009","1","3","1","2","NA","1","1","-1","1","2","3","3","1","2","8","1","2","8","5","3","NA"
"2011","EE",793111,117.21209693571,"NA","1","2011","13","1",1981,"1","1","1","EE","2","NA","2","1","NA","NA","NA","NA","3","22","3","20","NA","b-e","NA","13","1","2","2","NA","4","18","2","2","3","2","NA","2","NA",0,0,8376,0,0,4395,1,0,0,0,0,0,0,0,0,0,1,"1",29,79311,"1","2","0","NA","2","2","1","1935","1","2","1927","NA","1","1","NA","1","NA","NA","NA","2","9","4","3","NA"
"2011","EE",793112,117.21209693571,"NA","2","2011","11","4",1987,"2","1","1","EE","1","NA","3","6","NA","2","NA","NA","NA","NA",,"NA","NA","NA","NA","15","1","NA","NA","NA","10","18","4","1","3","2","NA","2","NA",0,0,0,0,0,0,1,0,0,0,0,0,394,0,0,0,1,"1",23,79311,"1","6","335.3069","NA","1","NA","NA","NA","1","1","1923","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","4","4","1"
"2011","EE",793501,117.21209693571,"NA","1","2011","11","4",1958,"1","1","3","Other","2","NA","3","3","NA","1","2","NA","3","13","7","40","NA","b-e","NA","13","1","2","NA","NA","NA","20","2","2","1","2","NA","2","NA",0,0,0,0,0,3273,1,26,2523,0,0,0,0,0,2028,0,1,"1",52,79350,"1","7","0","NA","NA","NA","NA","NA","NA","1","NA","NA","2","NA","NA","1","2","NA","NA","NA","NA","NA","NA","1"
"2011","EE",793502,117.21209693571,"NA","2","2011","15","3",1961,"2","5","3","Other","2","NA","5","1","NA","1","NA","NA","3","24","2","40","NA","q","NA","NA","1","2","2","NA","12","23","3","1","3","2","NA","2","NA",0,614,3426,0,0,0,1,0,0,0,0,0,0,147,0,0,1,"1",49,79350,"1","2","0","NA","NA","NA","NA","1919","NA","NA","1949","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3"
