"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY030N","HY081N","HY100N","HY131N","HY145N","HY170N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HY170G","HS011","HS021","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH021","HH030","HH040","HH050","HH060","HH061","HH070","HH071","HH081","HH091","HD080","HD100","HD110","HD120","HD140","HD150","HD160","HD170","HD180","HD190","HD200","HD210","HD220","HD240","HX010","HX040","HX050","HX060","HX070","HX080","HX090","HX120"
"2013","EE",61560,"2","2013","22",6781,6766,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,15,,"3","3","NA","1","1","1","1","1","1","1","1","4","450","2","NA","2","2","1","2","4","1","4","2","1","NA","NA","512.39","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",61574,"1","2013","9",9668,3213,0,0,,,,,,,,0,0,0,0,0,,0,,0,20,0,,6435,,"NA","3","NA","1","1","1","1","1","1","1","2","4","2000","3","NA","2","1","2","2","2","2","4","1","1","NA","NA","303","NA","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.3,,,,,
"2013","EE",61576,"2","2013","12",7511,5060,0,0,,,,,,,,0,0,0,0,0,,0,,0,2451,0,,0,,"3","3","3","2","1","1","1","1","1","1","1","3","2000","2","NA","2","2","2","2","4","1","2","2","1","NA","NA","40","51","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",61579,"1","2013","19",46791,46780,0,0,,,,,,,,0,0,0,0,0,,0,,0,11,0,,0,,"3","3","NA","2","1","1","1","1","1","1","1","4","1600","3","2","2","2","1","2","4","2","3","1","1","NA","NA","330.5","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",61587,"2","2013","11",5532,5526,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,6,,"3","3","2","1","1","1","1","1","1","1","1","3","2500","2","NA","2","2","2","2","2","2","5","2","1","NA","NA","206","119","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",61588,"1","2013","14",24091,22277,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1814,,"NA","3","3","1","1","1","1","1","1","1","3","4","500","1","NA","2","1","2","2","4","2","6","2","1","NA","NA","793.69","195","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",61645,"2","2013","18",13158,9425,0,0,,,,,,,,0,0,0,0,0,,5,,0,116,0,,3617,,"NA","3","NA","1","1","1","1","1","1","1","1","3","250","2","NA","2","2","2","2","4","1","4","2","1","NA","NA","130","233","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",61679,"2","2013","10",11367,4886,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,6481,,"NA","3","3","1","1","1","1","1","1","1","1","3","1500","2","2","2","2","2","2","3","1","3","2","1","NA","NA","300","81","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",61689,"2","2013","11",16642,13772,0,0,,,,,,,,0,0,0,0,0,,0,,0,82,0,,2788,,"3","3","NA","1","1","1","1","1","1","1","1","3","4000","2","2","2","2","2","2","1","2","4","2","1","NA","NA","156.65","285","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",61705,"1","2013","12",10627,11818,0,0,,,,,,,,0,0,0,0,0,,319,,0,0,0,,-1191,,"NA","3","3","1","1","1","1","1","1","1","1","4","2500","2","2","2","1","1","2","4","2","4","2","1","NA","NA","381.99","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",61721,"1","2013","16",6929,6835,0,0,,,,,,,,0,0,0,0,0,,1,,0,0,0,,94,,"3","NA","3","1","1","1","1","1","1","1","1","4","2000","2","3","2","2","2","2","4","2","5","2","2","NA","NA","228","636","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",61738,"1","2013","13",11754,7747,0,0,,,,,,,,0,0,0,0,0,,1,,0,0,0,,4006,,"NA","3","NA","2","1","1","1","1","1","1","1","3","1800","2","NA","2","1","2","2","4","3","3","2","1","NA","NA","402","35","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",61741,"2","2013","29",215,-2375,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2590,,"NA","3","3","1","1","1","1","1","1","1","1","4","2500","3","3","2","2","2","2","2","2","5","2","1","NA","NA","249","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",61747,"1","2013","9",8373,7536,0,0,,,,,,,,0,0,0,0,0,,0,,0,714,0,,122,,"NA","3","3","1","1","1","1","1","1","1","1","5","2000","2","NA","2","2","2","2","2","1","4","2","1","NA","NA","248.5","224","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",61756,"1","2013","14",17460,18798,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,-1338,,"3","3","NA","1","1","1","1","1","1","1","3","5","2300","2","NA","2","2","2","2","1","2","6","2","1","NA","NA","107","156","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",61785,"1","2013","28",17128,17124,0,0,,,,,,,,0,0,0,6786,0,,0,,0,0,0,,4,,"NA","3","3","1","1","1","1","1","1","1","1","4","1500","3","3","2","2","2","1","1","2","4","1","1","NA","NA","246.5","481","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",61831,"2","2013","17",12658,10859,0,0,,,,,,,,0,0,0,0,0,,0,,0,81,0,,1718,,"NA","3","NA","2","1","2","1","1","1","1","1","4","1200","2","1","2","2","2","2","4","2","3","2","1","NA","NA","126.88","185","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",61833,"2","2013","13",11223,11214,0,0,,,,,,,,0,0,0,0,0,,4,,0,2,0,,7,,"NA","3","3","2","1","1","1","1","1","1","1","4","2500","NA","2","2","2","2","2","1","2","6","2","1","180","NA","276","97","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",61835,"2","2013","17",12844,13717,0,0,,,,,,,,0,0,0,0,0,,0,,0,320,0,,-1193,,"NA","3","3","1","1","1","1","1","1","1","3","6","2500","3","3","2","2","2","2","1","2","2","2","1","NA","NA","187.15","215","3","3","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",61851,"2","2013","15",20039,15944,0,0,,,,,,,,0,0,0,0,0,,4,,0,526,0,,3570,,"3","3","3","1","1","2","1","1","1","1","1","4","2500","2","3","2","2","2","1","4","1","3","2","1","NA","NA","707","147","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",61881,"1","2013","21",2071,-584,0,0,,,,,,,,0,0,0,0,0,,0,,0,5,0,,2650,,"1","3","NA","2","1","1","1","1","1","1","1","4","900","2","NA","2","2","2","2","1","1","5","2","1","NA","NA","133.55","206","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",61884,"2","2013","17",6904,2242,0,0,,,,,,,,0,0,0,0,0,,0,,0,341,0,,4320,,"NA","1","3","2","1","1","1","1","1","1","1","3","NA","1","NA","2","2","2","2","1","2","4","2","1","NA","NA","190","88","3","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",61885,"1","2013","15",5809,804,0,0,,,,,,,,0,0,0,0,0,,0,,0,5005,0,,0,,"NA","3","3","1","1","1","1","1","1","1","1","4","1400","2","NA","2","2","2","2","2","2","3","2","1","NA","NA","213.35","114","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",61886,"2","2013","14",26873,21768,0,0,,,,,,,,0,0,0,0,0,,7,,0,0,0,,5105,,"NA","3","3","1","1","1","1","1","1","1","1","4","1500","3","2","2","2","2","1","4","1","4","2","1","NA","NA","214","612","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",61891,"1","2013","15",37060,37021,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,38,,"3","3","3","1","1","1","1","1","1","1","1","4","3000","2","2","1","2","2","1","4","2","4","2","1","NA","NA","330.5","156","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",61893,"2","2013","9",7498,7470,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,28,,"NA","3","NA","1","1","1","1","1","1","1","1","4","4000","2","NA","2","2","2","2","1","1","4","2","1","NA","NA","116","400","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",61927,"2","2013","10",5612,4517,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1095,,"3","3","NA","2","1","2","2","1","3","1","1","2","800","3","NA","2","2","2","2","4","1","4","2","1","NA","NA","169","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",61935,"2","2013","25",10594,10240,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,354,,"3","3","NA","1","1","1","1","1","1","1","3","3","800","2","2","2","2","2","2","1","1","2","2","1","NA","NA","177","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",61962,"1","2013","15",7883,7773,0,0,,,,,,,,0,0,0,0,0,,1,,0,18,0,,92,,"NA","3","NA","1","1","1","1","1","1","2","3","4","1800","2","NA","2","2","2","2","4","1","2","2","1","NA","NA","114","NA","3","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",61987,"1","2013","13",11498,11478,0,0,,,,,,,,0,0,0,0,0,,1,,0,20,0,,0,,"NA","3","NA","1","1","1","1","1","1","1","1","5","1500","2","NA","2","1","2","2","1","2","6","2","1","NA","NA","163.08","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",62001,"1","2013","18",11974,8634,0,0,,,,,,,,0,0,0,0,0,,3,,0,0,0,,3340,,"3","3","3","1","1","1","1","3","1","1","1","3","2000","2","2","2","2","1","2","1","1","4","2","1","NA","NA","512.39","248","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",62007,"2","2013","7",10921,10918,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,3,,"3","3","3","1","1","1","1","1","1","1","1","4","2500","1","3","2","1","2","1","4","1","5","2","1","NA","NA","426","NA","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",62013,"1","2013","22",7722,1616,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,6106,,"3","3","3","1","1","1","1","1","1","1","1","4","450","1","3","2","1","2","1","4","2","3","2","1","NA","NA","368","746","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",62047,"1","2013","10",8388,6527,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1862,,"3","3","3","2","1","1","1","1","1","1","1","2","2000","2","2","2","2","1","2","4","4","5","2","1","NA","NA","172.55","168","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",62053,"1","2013","23",15894,7039,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,8855,,"3","3","3","1","1","1","1","1","1","1","1","5","2000","3","NA","2","2","2","2","1","2","4","2","1","150","NA","319.12","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",62075,"1","2013","28",12661,11849,0,0,,,,,,,,0,2392,0,0,0,,0,,0,812,0,,0,,"3","3","3","1","1","1","1","1","1","1","1","4","2000","2","NA","2","2","2","2","4","2","5","1","1","NA","NA","1014.9","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",62112,"1","2013","24",17851,13404,0,0,,,,,,,,0,0,0,0,0,,18,,0,0,0,,4446,,"3","3","NA","1","1","1","1","1","1","1","1","4","2500","2","NA","2","2","2","2","4","3","4","1","1","NA","NA","248.5","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",62117,"2","2013","17",3607,-2123,0,0,,,,,,,,0,0,0,0,0,,3,,0,3858,0,,1872,,"3","3","3","2","1","1","1","1","1","1","1","4","1500","2","NA","2","2","2","2","2","2","3","2","1","NA","NA","156.65","190","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.3,,,,,
"2013","EE",62118,"1","2013","19",16083,11514,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,4569,,"3","1","3","1","1","1","1","1","1","1","1","3","2800","3","NA","2","1","2","1","4","5","3","2","1","NA","NA","294.13","202","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",62174,"1","2013","15",37355,37348,0,0,,,,,,,,0,0,0,0,0,,9,,0,0,0,,7,,"3","3","3","1","1","2","1","1","1","1","1","4","500","2","NA","2","2","2","2","4","2","2","2","1","NA","NA","290","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",62182,"2","2013","12",10950,10922,0,0,,,,,,,,0,0,0,0,0,,6,,0,2,0,,27,,"NA","3","3","1","1","2","1","1","1","1","1","6","1500","2","NA","2","1","2","2","3","2","4","2","1","NA","NA","266","82","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",62237,"1","2013","23",0,-20,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,20,,"3","3","NA","2","1","2","1","1","1","1","2","3","700","2","2","2","2","2","1","1","2","5","2","1","NA","NA","187.15","NA","1","3","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.3,,,,,
"2013","EE",62245,"1","2013","26",15566,6470,0,0,,,,,,,,0,0,0,0,0,,0,,0,4418,0,,4678,,"3","3","3","1","2","1","1","1","1","1","1","3","1500","2","NA","2","2","2","2","1","2","4","2","1","NA","NA","378","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",62269,"2","2013","24",7362,5385,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1977,,"3","3","3","1","1","1","1","1","1","1","1","4","2000","2","NA","1","2","2","2","1","2","4","2","1","NA","NA","418.86","53","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",62289,"2","2013","9",23394,20559,0,0,,,,,,,,0,0,0,0,0,,0,,0,48,0,,2787,,"NA","3","NA","1","1","1","1","1","1","1","1","4","3000","2","NA","2","2","2","2","3","2","4","2","1","NA","NA","214","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",62310,"2","2013","17",21509,21508,1055,1055,,,,,,,,1055,0,0,0,0,,9,,0,0,0,,1,,"3","2","3","1","1","2","1","1","1","1","1","5","3300","2","3","2","2","2","2","4","2","5","2","1","NA","NA","193","190","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",62363,"2","2013","21",22858,20209,0,0,,,,,,,,0,448,0,0,0,,0,,136,31,1324,,1294,,"3","3","3","1","1","1","1","1","1","1","1","3","1500","2","NA","2","2","2","2","4","2","2","2","1","NA","NA","330.5","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",62399,"1","2013","29",16222,10240,0,0,,,,,,,,0,0,0,0,0,,0,,0,32,0,,5950,,"3","3","NA","2","1","2","1","1","1","1","2","1","2000","2","3","2","2","2","2","4","1","4","1","1","NA","NA","190","152","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",62402,"1","2013","9",16938,15978,0,0,,,,,,,,0,0,0,0,0,,3,,0,3,0,,957,,"NA","3","NA","1","1","1","1","1","1","1","1","5","NA","2","2","2","2","2","2","4","2","4","2","1","NA","NA","376","NA","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",62404,"1","2013","9",20149,19683,0,0,,,,,,,,0,0,0,0,0,,0,,0,68,0,,399,,"3","2","3","1","1","2","1","1","1","1","1","3","1000","2","2","2","2","1","2","NA","1","3","2","1","NA","NA","330.35","366","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",62450,"1","2013","22",17598,17386,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,211,,"NA","3","3","2","1","2","1","1","1","1","1","3","3000","2","NA","2","2","2","2","3","1","4","1","1","NA","NA","642.38","76","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",62502,"2","2013","6",5572,-179,0,0,,,,,,,,0,0,0,0,0,,0,,0,5751,0,,0,,"NA","3","3","1","1","1","1","1","1","1","1","3","1400","2","NA","2","2","2","2","1","1","4","2","1","NA","NA","244.98","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",62504,"1","2013","11",13477,8660,0,0,,,,,,,,0,0,0,0,0,,146,,0,0,0,,4817,,"NA","3","NA","1","1","1","1","3","1","1","1","5","3000","2","2","2","2","2","2","4","2","4","1","1","NA","NA","145","74","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",62586,"2","2013","16",6745,6636,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,109,,"3","3","3","1","1","1","1","1","1","1","1","4","1200","2","NA","2","2","2","2","4","2","4","2","1","190","NA","130","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.3,,,,,
"2013","EE",62603,"1","2013","20",0,-7491,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,7491,,"3","3","NA","1","1","1","1","1","1","1","1","3","1200","2","NA","2","1","2","2","3","2","4","2","1","NA","NA","262","NA","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",62614,"2","2013","14",12022,11604,0,0,,,,,,,,0,0,0,0,0,,0,,0,10,12,,396,,"3","3","NA","1","1","2","1","1","1","1","1","1","3000","2","2","2","2","1","2","4","5","3","2","1","NA","NA","73","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",62642,"2","2013","19",9671,6186,0,0,,,,,,,,0,0,0,0,0,,108,,0,0,0,,3486,,"3","3","3","1","1","1","1","1","1","1","3","4","1500","2","NA","2","2","2","2","4","2","4","2","1","NA","NA","389","215","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",62644,"2","2013","15",6565,6410,0,0,,,,,,,,0,0,0,0,0,,4,,0,1,0,,154,,"NA","3","3","1","1","1","1","1","1","3","1","2","2500","2","NA","2","2","1","1","1","1","6","2","1","NA","NA","152.2","195","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",62647,"2","2013","19",12057,11291,0,0,,,,,,,,0,0,0,0,0,,0,,0,767,0,,0,,"3","3","3","1","2","1","1","1","1","1","1","3","1000","2","NA","2","2","2","2","2","1","3","2","1","NA","NA","159","248","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",62681,"1","2013","29",36394,34712,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1682,,"3","3","3","1","1","1","1","1","1","1","1","5","3900","2","NA","2","2","2","2","4","2","6","2","1","NA","NA","161","288","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",62707,"2","2013","17",8017,8003,0,0,,,,,,,,0,0,0,0,0,,12,,0,1,0,,12,,"3","3","3","2","1","1","1","1","1","1","1","4","2300","2","2","2","2","2","2","4","1","3","2","1","NA","NA","330.5","51","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",62725,"1","2013","14",5098,4502,0,0,,,,,,,,0,0,0,0,0,,0,,0,7,262,,328,,"NA","3","NA","1","1","1","1","1","1","1","1","3","1000","1","NA","2","2","2","2","4","1","5","2","1","NA","NA","376","51","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",62748,"1","2013","11",22627,20185,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,2442,,"3","3","3","1","1","1","1","1","1","1","1","3","1200","3","3","2","2","2","1","1","1","4","1","1","NA","NA","389","NA","1","3","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",62749,"2","2013","46",6273,6264,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,9,,"NA","3","3","2","1","2","1","1","1","1","2","2","1000","1","NA","2","1","2","1","4","5","4","2","1","NA","NA","613.6","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",62750,"2","2013","29",9838,7642,0,0,,,,,,,,0,0,0,0,0,,2,,0,0,0,,2197,,"3","3","NA","1","1","2","1","1","1","1","1","5","2000","2","1","2","1","2","1","4","2","5","2","1","NA","NA","218.37","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",62763,"1","2013","10",7739,7535,0,0,,,,,,,,0,0,0,0,0,,2,,0,0,0,,204,,"3","3","3","1","1","1","1","1","1","3","1","4","2200","2","NA","2","1","2","2","1","2","4","2","1","NA","NA","246.36","NA","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",62797,"1","2013","30",3180,-1796,0,0,,,,,,,,0,0,0,0,0,,0,,0,343,0,,4632,,"3","3","NA","1","1","2","1","1","1","1","3","4","2200","2","2","2","1","2","2","3","2","3","2","1","NA","NA","290","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",62805,"1","2013","8",8015,6960,0,0,,,,,,,,0,0,527,0,0,,0,,0,5,0,,1050,,"3","3","NA","1","1","1","1","1","1","1","1","4","1500","1","3","2","2","2","2","1","1","2","2","1","NA","NA","326.81","NA","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",62808,"1","2013","31",11350,6531,0,0,,,,,,,,0,0,0,0,0,,10,,0,216,0,,4603,,"3","3","3","1","1","1","1","1","1","1","1","2","2000","2","3","2","2","2","2","2","1","2","2","1","NA","NA","225","97","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.3,,,,,
"2013","EE",62827,"2","2013","21",7372,7349,0,0,,,,,,,,0,0,0,0,0,,0,,0,0,0,,22,,"NA","3","NA","1","1","1","1","1","1","1","1","5","4000","2","NA","2","2","2","1","4","2","4","2","1","NA","NA","53","84","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",62870,"2","2013","18",7089,7077,0,0,,,,,,,,0,0,0,0,0,,5,,0,0,0,,11,,"NA","3","NA","2","1","1","1","1","1","1","1","3","2000","1","NA","2","2","2","2","1","2","5","2","1","NA","NA","349.5","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",62892,"1","2013","16",6880,6877,0,0,,,,,,,,0,0,0,0,0,,1,,0,0,0,,3,,"NA","3","NA","1","1","1","1","1","1","1","1","4","1500","1","NA","2","2","2","2","4","1","5","1","1","30","NA","188","748","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",62894,"1","2013","17",2381,-6614,0,0,,,,,,,,0,0,0,0,0,,0,,0,8995,0,,0,,"3","3","3","1","1","1","1","1","1","1","1","4","900","2","2","2","2","2","2","4","1","4","1","1","NA","NA","154","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",62934,"1","2013","16",15292,10022,0,0,,,,,,,,0,0,0,0,0,,5,,0,4074,0,,1196,,"NA","3","3","1","1","1","1","1","1","1","1","5","2000","2","3","2","2","2","2","1","2","4","1","1","NA","NA","246.5","1465","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
"2013","EE",62939,"1","2013","14",16218,15258,0,0,,,,,,,,0,148,0,0,3321,,0,,0,0,0,,961,,"NA","NA","3","1","1","1","1","1","1","1","1","3","2800","NA","2","2","2","2","2","4","3","5","2","1","NA","NA","242.64","336","1","1","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",,"2",1.5,,,,,
