"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL030","PL035","PL015","PL020","PL025","PL040","PL050","PL060","PL070","PL072","PL100","PL110","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PL210A","PL210B","PL210C","PL210D","PL210E","PL210F","PL210G","PL210H","PL210I","PL210J","PL210K","PL210L","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY020N","PY035N","PY070N","PY010G","PY020G","PY035G","PY050G","PY070G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PX030","PX040","PX020","PX050","PX010"
"2004","EE",821501,139.830954169797,"NA","1","2004","5","4",1940,"1","2","3","EE","2","5","3","1","NA","NA","NA","NA","3","3","40","12","0","NA","l-n","NA","NA","1","NA","2","NA","NA","18","1","1","1","1","1","1","1","1","1","1","1","1","2","2","3","2","NA","2","NA",0,0,639,1565,0,0,0,0,0,0,2342,0,0,0,0,1,82150,"1",63,"1","15.6466"
"2004","EE",821502,139.830954169797,"NA","2","2004","20","1",1936,"2","2","3","EE","2","NA","5","2","NA","1","2","NA","NA","3","NA","12","0","NA","l-n","NA","NA","1","NA","1","NA","NA","17","1","7","1","6","1","6","6","6","6","6","1","1","1","1","3","2","NA","2","NA",0,0,0,913,0,0,0,0,0,0,720,0,0,0,0,1,82150,"1",67,"1","15.6466"
"2004","EE",821503,139.830954169797,"NA","2","2004","10","3",1970,"1","2","1","EE","2","NA","3","3","NA","NA","NA","NA","3","7","40","12","0","NA","NA","NA","13","NA","1","2","NA","NA","21","1","3","1","1","1","1","1","1","1","1","1","1","1","2","3","1","6","1","NA",0,0,0,5069,0,0,0,0,0,0,1070,0,0,1223,0,1,82150,"1",33,"1","15.6466"
"2004","EE",821601,139.830954169797,"NA","2","2004","10","3",1955,"1","2","1","EE","2","NA","3","1","NA","NA","NA","NA","2","7","40","12","0","NA","f","NA","13","NA","2","2","NA","NA","20","3","1","1","1","1","1","1","1","1","1","1","1","1","2","3","2","NA","2","1",0,0,0,13011,0,0,0,0,0,0,0,0,0,0,0,1,82160,"1",48,"4","15.6466"
"2004","EE",821602,139.830954169797,"NA","2","2004","15","4",1952,"2","2","1","Other","2","NA","5","1","NA","1","2","NA","NA","0 - 1","NA","12","0","NA","l-n","NA","NA","1","NA","NA","NA","NA","20","6","6","6","6","1","6","6","1","1","6","6","1","4","1","1","2","NA","1","NA",0,0,160,2225,0,0,0,0,0,0,0,0,0,0,0,1,82160,"1",51,"3","15.6466"
"2004","EE",821603,139.830954169797,"NA","1","2004","5","4",1983,"1","1","3","EE","2","2","3","4","NA","2","2","NA","NA",,"NA","0","0","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","5","7","8","7","8","7","7","4","7","5","7","5","2","2","1","2","NA","2","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82160,"1",20,"1","15.6466"
"2004","EE",821811,139.830954169797,"NA","2","2004","NA","2",1960,"2","5","3","EE","2","NA","5","2","NA","1","NA","NA","3","6","NA","0","0","NA","a","NA","11","NA","NA","NA","NA","NA","20","1","1","6","1","6","6","6","6","6","6","1","6","1","1","2","2","NA","2","NA",0,0,0,2264,0,0,0,0,0,0,0,0,0,0,0,1,82181,"1",43,"4","15.6466"
"2004","EE",821812,139.830954169797,"NA","3","2004","NA","2",1930,"2","4","3","Other","2","NA","2","5","NA","2","2","NA","NA","8","NA","4","0","NA","NA","NA","NA","NA","2","NA","NA","NA","21","5","7","6","7","5","6","1","6","5","2","6","6","4","1","3","2","NA","2","NA",0,0,320,0,0,215,0,0,0,0,1443,0,0,0,0,1,82181,"1",73,"1","15.6466"
"2004","EE",821813,139.830954169797,"NA","2","2004","20","2",1986,"1","1","1","EE","1","NA","1","4","NA","1","2","NA","3",,"NA","12","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","7","7","8","7","5","5","8","7","7","7","7","2","2","3","2","NA","2","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82181,"1",17,"4","15.6466"
"2004","EE",821901,139.830954169797,"NA","1","2004","NA","4",1975,"2","NA","3","EE","2","NA","1","1","NA","NA","NA","NA","3","8","NA","12","0","NA","b-e","NA","NA","1","2","2","NA","NA","19","2","1","1","1","1","1","1","1","1","1","1","1","2","2","3","2","NA","2","NA",0,0,0,3587,0,0,0,0,0,0,0,0,0,0,0,1,82190,"1",28,"1","15.6466"
"2004","EE",821902,139.830954169797,"NA","2","2004","20","2",1950,"2","2","3","EE","2","NA","3","1","NA","NA","NA","NA","3","6","NA","12","0","NA","b-e","NA","12","NA","2","2","NA","NA","22","1","1","1","1","1","1","1","1","1","6","1","1","3","2","2","2","NA","2","NA",0,0,0,3371,0,0,0,0,0,0,0,0,0,0,0,1,82190,"1",53,"1","15.6466"
"2004","EE",821903,139.830954169797,"NA","2","2004","15","4",1987,"1",,"3",,"2","3",,,"NA","2","2","NA","3",,"50","0","0","NA",,"NA","NA","NA","NA","NA","NA","NA","20","7","5","8","5","7","7","7","7","8","7","7","7","1","2","3","2","NA","2","NA",0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,1,82190,"1",16,"1","15.6466"
"2004","EE",822041,139.830954169797,"NA","1","2004","45","1",1958,"1","2","3","EE","2","NA","3","1","NA","NA","NA","NA","3","0 - 1","5","12","0","NA","g","NA","13","1","2","2","NA","NA","23","1","1","1","1","1","1","1","3","1","1","1","4","2","1","2","2","NA","2","NA",0,0,0,5438,0,0,0,0,0,0,0,0,0,0,0,1,82204,"1",45,"4","15.6466"
"2004","EE",822042,139.830954169797,"NA","2","2004","10","4",1960,"2","NA","1","EE","2","5","3","3","NA","NA","NA","NA","3","6","40","12","0","NA","NA","NA","13","NA","1","1","NA","NA","23","1","1","1","1","1","1","1","3","1","2","1","1","2","1","3","2","NA","1","NA",0,0,0,0,0,0,8151,192,0,0,0,0,0,0,0,1,82204,"1",43,"4","15.6466"
"2004","EE",822043,139.830954169797,"NA","3","2004","15","1",1982,"1","1","1","Other","2","NA","3","1","NA","1","2","NA","3","8","NA","0","0","NA","f","NA","1","NA","NA","NA","NA","NA","14","1","1","6","1","1","5","6","6","6","1","6","6","2","1","3","2","NA","2","NA",0,0,0,1798,0,0,0,0,0,0,0,0,78,0,0,1,82204,"1",21,"4","15.6466"
"2004","EE",822231,139.830954169797,"NA","2","2004","15","2",1965,"1","2","3","EE","1","NA","3","8","NA","2","2","NA","NA","8","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","21","7","7","8","8","7","6","7","5","8","5","7","7","2","2","3","2","NA","2","1",0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,1,82223,"1",38,"1","15.6466"
"2004","EE",822232,139.830954169797,"NA","2","2004","20","4",1956,"2","2","1","EE","2","NA","4","1","NA","NA","2","NA","3","5","40","12","0","NA","g","NA","15","1","2","2","NA","NA","23","8","1","6","1","6","1","1","6","1","1","2","1","3","2","3","2","NA","2","NA",0,0,0,3809,0,0,0,0,0,0,0,0,315,0,0,1,82223,"1",47,"4","15.6466"
"2004","EE",822233,139.830954169797,"NA","2","2004","20","3",1982,"2","1","1","EE","2","NA","3","4","NA","1","2","NA","3",,"NA","0","0","NA","NA","NA","NA","2","2","NA","NA","NA","19","1","5","5","6","8","7","6","1","7","2","1","6","3","2","2","2","NA","2","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,1,82223,"1",21,"4","15.6466"
"2004","EE",822291,139.830954169797,"NA","2","2004","10","2",1968,"1","NA","3","EE","2","NA","3","1","NA","NA","NA","NA","1","0 - 1","40","12","0","NA","l-n","NA","7","NA","NA","2","NA","NA","23","1","1","1","1","1","3","1","1","1","1","1","1","3","1","3","1","NA","2","NA",0,639,89,7760,0,0,0,288,0,0,0,0,0,0,0,1,82229,"1",35,"1","15.6466"
"2004","EE",822292,139.830954169797,"NA","1","2004","15","3",1969,"2","NA","2","EE","2","NA","3","1","NA","1","2","NA","3","8","40","12","0","NA","b-e","NA","NA","1","NA","2","NA","NA","17","1","6","6","6","1","6","6","6","6","6","6","1","3","1","3","2","NA","2","NA",0,0,0,1599,0,0,0,0,0,0,0,0,0,0,0,1,82229,"1",34,"4","15.6466"
"2004","EE",822781,139.830954169797,"NA","2","2004","22","4",1968,"2","NA","1","EE","1","NA","4","3","NA","1","2","NA","NA","5","NA","0","0","NA","NA","NA","13","1","NA","NA","NA","NA","22","6","1","1","6","6","6","1","6","6","1","6","1","4","2","1","2","NA","2","NA",0,0,0,0,0,0,1801,0,0,0,0,0,0,0,0,1,82278,"1",35,"1","15.6466"
"2004","EE",822782,139.830954169797,"NA","2","2004","15","2",1939,"2","2","1","EE","2","NA","3","1","NA","NA","NA","NA","3","0 - 1","NA","12","0","NA","l-n","NA","3","NA","NA","2","NA","NA","25","1","5","1","1","1","1","2","1","2","1","1","1","2","2","3","2","NA","2","NA",0,222,256,1835,0,0,0,0,0,0,2570,0,0,0,0,1,82278,"1",64,"1","15.6466"
"2004","EE",823091,139.830954169797,"NA","1","2004","15","2",1982,"1","1","3","EE","1","5","5","4","NA","NA","1","NA","NA",,"40","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","8","7","5","5","7","4","3","7","7","7","7","1","2","3","2","NA","2","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82309,"1",21,"4","15.6466"
"2004","EE",823092,139.830954169797,"NA","3","2004","20","4",1956,"1","5","3","Other","1","NA","3","3","NA","2","1","1","NA","7","40","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","22","8","8","8","7","8","7","7","7","7","7","5","7","2","1","3","1","NA","1","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82309,"1",47,"1","15.6466"
"2004","EE",823093,139.830954169797,"NA","3","2004","15","1",1959,"2","2","2","EE","2","5","3","1","NA","NA","NA","NA","3","3","40","0","0","NA","l-n","NA","NA","1","2","NA","NA","NA","18","1","1","1","1","1","1","8","1","1","2","2","1","1","2","3","2","NA","2","NA",256,0,89,3919,0,0,0,0,0,0,0,0,0,0,0,1,82309,"1",44,"3","15.6466"
"2004","EE",823111,139.830954169797,"NA","3","2004","20","4",1962,"2","NA","1","EE","2","NA","4","8","NA","NA","NA","NA","3","6","40","12","0","NA","NA","NA","13","1","2","2","NA","NA","17","1","1","1","1","1","1","1","2","6","1","1","1","3","2","3","2","NA","1","NA",0,0,64,1936,0,0,4213,0,0,0,0,0,0,0,0,1,82311,"1",41,"1","15.6466"
"2004","EE",823112,139.830954169797,"NA","2","2004","10","1",1962,"1","2","3","EE","2","NA","3","1","NA","NA","NA","NA","3","7","40","12","0","NA","b-e","NA","NA","1","1","2","NA","NA","18","3","1","1","1","1","1","1","1","3","1","1","1","3","2","3","2","NA","2","NA",0,0,0,6752,0,104,0,0,0,0,0,0,0,0,0,1,82311,"1",41,"3","15.6466"
"2004","EE",823113,139.830954169797,"NA","1","2004","10","2",1982,"2","1","1","EE","2","NA","5","2","NA","1","2","NA","3","9","NA","0","12","NA","h","NA","3","NA","NA","2","NA","NA","19","6","6","6","6","6","6","3","6","6","3","6","6","3","1","3","2","4","2","NA",0,0,0,1948,0,0,0,0,0,0,0,0,0,0,0,1,82311,"1",21,"1","15.6466"
"2004","EE",823261,139.830954169797,"NA","2","2004","10","3",1952,"1","5","2","Other","2","NA","5","1","NA","NA","NA","NA","3","9","40","12","0","NA","i","NA","13","NA","1","2","NA","NA","24","1","3","1","1","1","1","1","1","1","1","1","1","2","2","2","2","NA","2","NA",0,0,0,5890,0,0,0,0,0,0,0,0,220,0,0,1,82326,"1",51,"1","15.6466"
"2004","EE",823262,139.830954169797,"NA","2","2004","15","3",1959,"2","2","1","EE","2","NA","5","1","NA","NA","NA","NA","3","9","40","12","0","NA","b-e","NA","10","1","2","2","NA","NA","24","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","NA","2","NA",0,0,103,1755,0,71,0,0,0,5141,0,0,0,0,92,1,82326,"1",44,"1","15.6466"
"2004","EE",823381,139.830954169797,"NA","2","2004","15","1",1930,"2","4","3","Other","2","NA","5","5","NA","1","2","NA","3","2","40","0","0","NA","NA","NA","NA","NA","2","2","NA","NA","24","1","6","2","6","6","1","1","6","1","6","6","6","1","2","2","2","NA","2","1",0,0,0,0,0,0,0,0,0,0,1650,0,0,0,0,1,82338,"1",73,"1","15.6466"
"2004","EE",823382,139.830954169797,"NA","3","2004","10","2",1930,"1","2","1","EE","2","NA","3","5","NA","1","2","NA","3","0 - 1","NA","5","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","22","3","6","6","6","6","5","5","2","6","6","6","5","3","1","3","2","NA","2","NA",0,0,0,0,0,0,0,0,0,0,1429,0,0,0,0,1,82338,"1",73,"1","15.6466"
"2004","EE",823383,139.830954169797,"NA","2","2004","10","3",1981,"2","1","3","EE","2","NA","3","4","NA","NA","2","1","3",,"40","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","18","6","6","1","8","6","2","6","6","6","6","7","7","4","2","1","1","NA","2","NA",0,0,0,0,0,0,0,128,0,0,0,0,0,0,1255,1,82338,"1",22,"4","15.6466"
"2004","EE",823511,139.830954169797,"NA","2","2004","10","4",1968,"1","2","3","Other","2","NA","3","3","NA","NA","NA","NA","3","8","40","12","0","NA","NA","NA","12","1","2","NA","NA","NA","16","1","1","7","2","1","6","1","1","1","1","1","1","2","2","3","2","NA","1","NA",0,0,0,3481,0,0,0,0,0,0,0,0,0,0,0,1,82351,"1",35,"1","15.6466"
"2004","EE",823512,139.830954169797,"NA","1","2004","35","1",1969,"2","2","3","EE","2","NA","3","1","NA","1","2","NA","3","3","NA","0","0","NA","i","NA","NA","1","NA","NA","NA","NA","21","1","6","1","6","6","1","1","1","6","6","1","6","3","1","3","2","1","2","NA",0,0,0,2206,110,0,0,0,0,0,0,0,0,0,0,1,82351,"1",34,"1","15.6466"
"2004","EE",823801,139.830954169797,"NA","2","2004","10","2",1977,"2","NA","2","EE","2","NA","5","1","NA","NA","NA","NA","3","3","NA","12","0","NA","l-n","NA","13","1","2","2","NA","NA","NA","2","1","1","1","1","1","2","1","1","3","1","1","4","1","3","2","NA","2","NA",0,0,0,3883,0,0,0,0,0,0,0,0,0,0,0,1,82380,"1",26,"1","15.6466"
"2004","EE",823802,139.830954169797,"NA","2","2004","10","2",1975,"1","1","2","EE","2","NA","5","3","NA","NA","2","NA","3",,"40","12","0","NA","NA","NA","12","1","1","2","NA","NA","20","1","1","2","1","1","1","1","1","1","1","1","1","2","2","3","NA","NA","2","NA",0,64,0,23245,0,0,0,0,0,0,0,0,0,0,0,1,82380,"1",28,"4","15.6466"
"2004","EE",823961,139.830954169797,"NA","1","2004","25","2",1977,"1",,"1",,"2","5",,,"NA","2","2","1","3",,"NA","0","0","NA",,"NA","6","NA","NA","2","NA","NA","18","5","7","7","5","7","7","8","7","7","7","7","8","2","2","3","1","NA","2","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82396,"1",26,"1","15.6466"
"2004","EE",823962,139.830954169797,"NA","2","2004","15","3",1978,"2","1","1","EE","2","NA","5","1","NA","NA","2","NA","3","2","40","12","0","NA","k","NA","12","1","NA","NA","NA","NA","22","1","1","1","1","2","1","1","1","1","1","1","1","2","2","3","2","NA","2","NA",0,0,0,2582,0,0,0,64,0,0,0,0,0,0,0,1,82396,"1",25,"1","15.6466"
"2004","EE",824571,139.830954169797,"NA","2","2004","15","4",1959,"1","5","1","EE","2","NA","5","1","NA","NA","NA","NA","3","2","40","12","0","NA","b-e","NA","15","1","2","2","NA","NA","21","1","1","1","1","1","1","1","3","1","1","1","1","2","2","3","1","NA","1","NA",0,0,1278,40322,0,0,0,0,0,0,0,0,0,0,0,1,82457,"1",44,"1","15.6466"
"2004","EE",824572,139.830954169797,"NA","2","2004","15","3",1961,"2","2","3","EE","2","NA","5","2","NA","1","NA","NA","3","3","40","12","0","NA","g","NA","13","NA","2","2","NA","NA","19","1","1","1","1","1","1","1","1","1","1","1","1","3","2","3","1","NA","2","6",0,61,0,2674,0,0,0,0,0,0,0,0,0,0,0,1,82457,"1",42,"3","15.6466"
"2004","EE",824573,139.830954169797,"NA","2","2004","NA","4",1984,"1","1","3","EE","2","3","2","1","NA","2","NA","NA","1","9","NA","4","0","NA","b-e","NA","NA","NA","NA","NA","NA","NA","20","4","6","2","7","7","3","5","5","6","6","5","6","3","2","3","2","NA","2","NA",0,0,0,543,0,0,0,0,0,0,0,0,0,0,0,1,82457,"1",19,"2","15.6466"
"2004","EE",824911,139.830954169797,"NA","2","2004","10","2",1973,"2","NA","1","EE","2","NA","3","1","NA","NA","NA","NA","3","5","40","12","0","NA","g","NA","4","1","2","2","NA","NA","18","1","1","6","1","1","4","1","6","2","1","1","1","3","2","3","2","8","2","NA",0,0,0,3680,0,0,0,0,0,0,0,0,0,0,0,1,82491,"1",30,"3","15.6466"
"2004","EE",824912,139.830954169797,"NA","2","2004","10","2",1975,"1","2","3","EE","2","NA","3","3","NA","NA","NA","NA","3","7","40","12","0","NA","NA","NA","13","NA","2","2","NA","NA","21","1","3","3","1","1","1","1","1","1","6","1","1","3","2","3","2","NA","2","NA",1534,0,0,0,0,0,0,767,0,3187,0,0,0,0,0,1,82491,"1",28,"1","15.6466"
"2004","EE",825061,139.830954169797,"NA","2","2004","15","4",1960,"2","NA","1","EE","2","NA","5","1","NA","1","NA","NA","3","9","40","0","0","NA","f","NA","13","NA","2","2","NA","NA","18","6","6","1","6","1","6","6","6","6","6","6","6","3","1","3","2","NA","1","NA",0,0,0,1987,0,0,0,0,0,0,0,0,0,0,0,1,82506,"1",43,"1","15.6466"
"2004","EE",825062,139.830954169797,"NA","3","2004","16","4",1935,"1","2","3","EE","2","NA","3","5","NA","NA","2","NA","3","8","NA","6","0","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","6","6","6","6","6","1","6","1","1","1","6","6","3","1","2","2","NA","2","NA",0,0,0,0,0,0,0,0,0,0,1707,0,0,256,0,1,82506,"1",68,"4","15.6466"
"2004","EE",825063,139.830954169797,"NA","3","2004","35","4",1939,"2","4","3","EE","2","NA","4","5","NA","2","2","NA","NA","0 - 1","40","0","0","NA","NA","NA","NA","NA","NA","2","NA","NA","17","6","6","6","1","1","6","7","6","1","6","6","3","3","2","NA","2","NA","2","NA",0,0,64,0,0,10,0,0,0,0,1739,0,0,0,0,1,82506,"1",64,"2","15.6466"
"2004","EE",825561,139.830954169797,"NA","2","2004","NA","2",1977,"2","1","3","EE","2","NA","2","1","NA","NA","NA","NA","3","9","40","12","0","NA","f","NA","4","NA","2","2","NA","NA","15","1","2","1","1","1","1","1","1","1","1","1","1","4","2","3","2","NA","2","NA",0,0,0,3561,0,0,0,0,0,0,0,0,0,0,0,1,82556,"1",26,"3","15.6466"
"2004","EE",825562,139.830954169797,"NA","2","2004","25","3",1973,"1","1","3","EE","2","NA","3","6","NA","1","2","NA","NA","7","NA","0","4","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","2","6","2","6","6","6","7","6","5","8","6","6","3","1","1","2","NA","2","NA",0,0,0,269,0,0,0,0,0,0,0,0,0,425,0,1,82556,"1",30,"3","15.6466"
"2004","EE",825591,139.830954169797,"NA","2","2004","6","1",1957,"1","2","3","EE","2","5","3","1","NA","NA","NA","NA","3","8","40","12","0","NA","i","NA","12","1","2","NA","NA","NA","20","1","1","1","1","2","1","1","1","1","3","1","1","3","1","3","2","2","2","1",0,0,0,8473,0,0,0,0,0,0,0,0,0,0,0,1,82559,"1",46,"4","15.6466"
"2004","EE",825592,139.830954169797,"NA","3","2004","15","1",1967,"2",,"2",,"1","NA",,,"NA","NA","2","1","NA",,"NA","0","0","NA",,"NA","13","NA","NA","NA","NA","NA","NA","7","8","5","5","5","7","7","8","7","7","7","7","3","2","3","2","NA","2","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82559,"1",36,"1","15.6466"
"2004","EE",825593,139.830954169797,"NA","2","2004","20","4",1985,"2","1","1","EE","2","NA","1","4","NA","NA","1","NA","3",,"NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","8","5","7","7","5","5","7","5","5","8","7","2","1","3","1","NA","2","NA",0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1,82559,"1",18,"1","15.6466"
"2004","EE",825631,139.830954169797,"NA","2","2004","20","4",1970,"1","1","1","EE","2","NA","3","3","NA","1","2","NA","NA","8","NA","0","0","NA","NA","NA","13","NA","NA","NA","NA","NA","18","7","6","8","6","5","6","5","6","8","6","8","8","2","1","2","1","1","2","1",0,0,0,0,0,0,760,64,0,0,0,0,0,0,0,1,82563,"1",33,"1","15.6466"
"2004","EE",825632,139.830954169797,"NA","3","2004","10","2",1968,"2","2","1","Other","2","5","4","1","NA","NA","NA","NA","3","5","40","12","0","NA","h","NA","11","1","2","2","NA","NA","22","6","1","1","6","1","1","1","1","1","1","5","1","2","2","2","2","NA","1","NA",0,0,0,4138,0,0,0,0,0,0,0,0,160,0,0,1,82563,"1",35,"3","15.6466"
"2004","EE",825981,139.830954169797,"NA","3","2004","15","3",1959,"2","2","1","EE","2","3","5","8","NA","NA","2","NA","NA",,"NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","19","7","8","8","5","8","7","7","7","7","7","7","7","4","1","3","2","NA","2","NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82598,"1",44,"1","15.6466"
"2004","EE",825982,139.830954169797,"NA","1","2004","15","4",1955,"1","5","3","EE","2","NA","4","1","NA","NA","NA","NA","3","7","40","12","0","NA","f","NA","15","1","NA","NA","NA","NA","19","1","1","1","1","3","1","1","3","1","1","1","1","3","2","3","1","NA","2","NA",0,0,0,16508,0,0,0,224,0,0,0,0,0,0,0,1,82598,"1",48,"1","15.6466"
"2004","EE",825983,139.830954169797,"NA","2","2004","15","1",1986,"1","1","3","EE","1","3","2","4","NA","2","2","NA","NA",,"NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","19","7","7","5","7","7","7","7","8","8","7","7","7","2","2","3","2","1","2","NA",1406,0,0,0,0,0,0,288,0,0,0,0,0,0,0,1,82598,"1",17,"1","15.6466"
"2004","EE",827011,139.830954169797,"NA","1","2004","20","2",1955,"1","2","1","Other","2","NA","3","1","NA","1","NA","NA","3","9","40","12","0","NA","b-e","NA","15","1","2","2","NA","NA","19","1","1","1","2","1","1","1","1","1","1","1","1","3","1","3","2","NA","2","NA",0,0,0,2811,0,0,0,0,0,0,0,0,0,0,0,1,82701,"1",48,"3","15.6466"
"2004","EE",827012,139.830954169797,"NA","2","2004","15","4",1955,"2","1","1","EE","2","NA","3","1","NA","NA","NA","NA","3","4","24","9","0","NA","o","NA","7","1","2","2","NA","NA","19","1","2","1","1","6","1","1","1","1","1","1","1","2","2","3","2","NA","2","1",0,0,0,0,0,0,3296,0,0,0,0,0,0,0,0,1,82701,"1",48,"1","15.6466"
"2004","EE",827041,139.830954169797,"NA","1","2004","10","1",1949,"1","2","3","EE","2","NA","5","1","NA","NA","NA","NA","3","0 - 1","40","0","0","NA","g","NA","1","1","1","2","NA","NA","22","1","1","1","1","3","1","1","1","1","1","1","1","3","2","3","2","NA","1","NA",0,0,0,9260,0,253,0,0,0,0,0,0,0,0,0,1,82704,"1",54,"3","15.6466"
"2004","EE",827042,139.830954169797,"NA","2","2004","15","4",1950,"2","NA","3","EE","2","NA","5","1","NA","NA","NA","NA","3","2","45","12","0","NA","l-n","NA","NA","1","2","2","NA","NA","21","1","1","1","1","1","1","1","1","6","1","1","1","2","2","3","1","NA","2","NA",0,0,0,1799,0,0,0,192,0,0,0,0,0,1587,0,1,82704,"1",53,"3","15.6466"
"2004","EE",827043,139.830954169797,"NA","3","2004","10","2",1976,"1","NA","2","EE","2","NA","5","1","NA","1","NA","NA","3","0 - 1","NA","8","0","NA","f","NA","1","NA","2","NA","NA","NA","20","6","6","1","6","2","1","1","6","6","6","2","1","5","1","1","2","8","2","NA",0,0,0,2038,0,0,0,0,0,0,0,0,0,0,0,1,82704,"1",27,"1","15.6466"
"2004","EE",827101,139.830954169797,"NA","1","2004","20","2",1949,"2","2","3","EE","2","NA","2","6","NA","NA","2","NA","NA","9","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","19","6","6","6","6","6","7","6","1","7","5","2","8","4","1","1","1","NA","2","NA",0,0,0,0,0,0,1078,0,0,0,0,0,0,0,0,1,82710,"1",54,"3","15.6466"
"2004","EE",827102,139.830954169797,"NA","2","2004","5","3",1956,"1","2","1","EE","2","NA","3","1","NA","NA","NA","NA","3","7","40","12","0","NA","f","NA","11","1","1","2","NA","NA","18","1","1","6","1","1","1","1","1","1","1","1","2","3","2","2","2","NA","1","NA",0,0,0,0,0,0,3692,0,0,0,0,0,0,0,0,1,82710,"1",47,"2","15.6466"
"2004","EE",827103,139.830954169797,"NA","1","2004","5","2",1980,"2","1","1","Other","2","NA","5","1","NA","1","2","NA","3","2","40","0","0","NA","l-n","NA","NA","NA","NA","NA","NA","NA","20","6","7","6","6","1","6","8","6","6","7","6","1","3","1","2","2","1","2","NA",0,0,0,1201,0,0,0,32,0,0,0,0,0,0,0,1,82710,"1",23,"4","15.6466"
"2004","EE",827531,139.830954169797,"NA","2","2004","15","4",1951,"2","5","1","EE","2","NA","5","1","NA","1","2","NA","NA","2","NA","0","0","NA","k","NA","NA","NA","NA","2","NA","NA","20","6","6","6","3","4","6","1","8","6","6","6","6","2","1","1","2","NA","2","5",0,0,0,1543,0,0,0,0,0,0,0,0,19,0,0,1,82753,"1",52,"1","15.6466"
"2004","EE",827532,139.830954169797,"NA","2","2004","25","3",1947,"1","1","3","EE","2","NA","3","1","NA","NA","NA","NA","3","3","40","9","0","NA","j","NA","12","1","2","2","NA","NA","18","1","1","1","1","1","1","6","1","1","1","1","1","2","1","3","2","NA","2","NA",0,0,0,0,482,0,3444,0,13,0,0,0,0,0,0,1,82753,"1",56,"3","15.6466"
"2004","EE",827533,139.830954169797,"NA","2","2004","10","2",1985,"1","1","3","EE","2","NA","2","4","NA","2","NA","1","NA",,"NA","0","0","NA","NA","NA","2","NA","NA","NA","NA","NA","19","8","7","7","3","7","5","7","7","8","5","7","8","2","2","3","2","NA","2","NA",0,0,1278,0,0,0,0,0,0,0,0,0,0,0,0,1,82753,"1",18,"3","15.6466"
"2004","EE",827551,139.830954169797,"NA","3","2004","15","4",1956,"2","2","1","EE","2","NA","5","1","NA","1","1","NA","3","3","NA","12","0","NA","b-e","NA","NA","1","NA","NA","NA","NA","19","1","6","1","6","6","1","6","6","6","6","6","1","2","1","3","1","NA","2","NA",0,192,0,1723,0,0,0,0,0,0,0,0,0,0,0,1,82755,"1",47,"4","15.6466"
"2004","EE",827552,139.830954169797,"NA","2","2004","15","1",1955,"1","2","1","EE","2","NA","3","1","NA","NA","NA","NA","3","3","40","12","0","NA","i","NA","13","1","2","2","NA","NA","18","1","1","1","1","1","1","1","3","1","1","1","1","2","2","2","2","NA","2","NA",0,0,0,5286,0,0,0,0,0,0,0,0,0,0,0,1,82755,"1",48,"4","15.6466"
"2004","EE",827553,139.830954169797,"NA","2","2004","10","1",1923,"2","1","1","EE","2","NA","1","5","NA","NA","2","NA","3","6","NA","0","0","NA","NA","NA","NA","NA","2","NA","NA","NA","16","1","6","6","1","6","3","6","6","6","1","6","6","1","1","1","2","NA","2","1",0,0,0,0,0,0,0,0,0,0,1620,0,0,0,0,1,82755,"1",80,"4","15.6466"
