"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL030","PL035","PL015","PL020","PL025","PL040","PL050","PL060","PL100","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PL210A","PL210B","PL210C","PL210D","PL210E","PL210F","PL210G","PL210H","PL210I","PL210J","PL210K","PL210L","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY020N","PY035N","PY070N","PY010G","PY020G","PY021G","PY030G","PY031G","PY035G","PY050G","PY070G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PD010","PD020","PD030","PD040","PD050","PD060","PD070","PX030","PX040","PL031","pl070","pl070_f","pl072","pl072_f","PX020","PX050","PX010","PL110","PL111"
"2009","EE",735652,117.726082578046,"NA","2","2009","15","3",1945,"2","2","2","EE","2","NA","5","NA","NA","NA","NA","NA","3","9","NA","NA","NA","4","1","2","2","NA","NA","18","1","1","1","3","1","1","2","1","1","2","1","3","NA","1","3","2","NA","2","NA",0,0,25,3123,0,0,2448,1,0,0,41,0,0,5943,0,0,0,0,1,"1","1","1","2","3","1","1",73565,"1","2",,,,,63,"7","1",,"p"
"2009","EE",735801,117.726082578046,"NA","2","2009","8","1",1948,"2","2","2","EE","2","NA","5","NA","NA","NA","NA","NA","3","5","20","NA","NA","6","1","2","2","NA","NA","18","1","5","1","1","1","1","1","1","3","1","1","1","2","2","3","2","NA","2","NA",0,0,0,7127,0,0,2448,1,0,0,0,0,0,0,0,0,0,0,1,"1","1","1","4","1","3","1",73580,"1","1",,,,,60,"5","1",,"p"
"2009","EE",735802,117.726082578046,"NA","2","2009","11","4",1943,"1","1","2","EE","2","NA","2","NA","NA","NA","NA","NA","3","8","40","NA","NA","13","NA","2","2","NA","NA","18","1","1","5","1","7","1","1","1","1","1","1","1","NA","2","2","2","NA","2","NA",0,0,89,5362,0,0,2830,1,0,0,177,0,0,2956,0,0,0,0,1,"1","1","1","3","1","3","1",73580,"1","1",,,,,65,"6","1",,"h"
"2009","EE",735851,117.726082578046,"NA","1","2009","15","4",1983,"1","1","1","EE","2","NA","5","NA","NA","NA","2","NA","NA","5","40","NA","NA","NA","1","2","NA","1","NA","17","1","1","2","1","1","1","6","6","1","1","6","7","3","2","1","2","NA","2","NA",1598,0,80,3888,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"1","1","1","2","1","1","1",73585,"1","1",,,,,25,"2","1",,"h"
"2009","EE",735852,117.726082578046,"NA","2","2009","15","1",1984,"2","1","3","EE","1","NA","3","NA","NA","NA","2","NA","3","0 - 1","NA","NA","NA","11","1","2","NA","NA","NA","16","1","1","1","1","2","1","1","1","3","1","1","4","2","2","3","2","NA","2","NA",64,0,0,8847,151,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"3","1","1","3","1","3","1",73585,"1","1",,,,,24,"7","1",,"r-u"
"2009","EE",736061,117.726082578046,"NA","2","2009","9","2",1941,"2","2","1","EE","2","NA","3","NA","NA","NA","2","NA","3","3","40","NA","NA","2","NA","2","NA","NA","2","16","6","3","6","6","6","6","8","6","NA","8","6","8","4","1","3","2","NA","2","NA",0,0,0,0,0,0,4822,1,0,0,75,0,0,3473,0,0,0,0,1,"1","3","1","4","1","1","1",73606,"1","7",,,,,67,"4","1",,"NA"
"2009","EE",736062,117.726082578046,"NA","2","2009","11","1",1968,"1","2","3","EE","1","NA","3","NA","NA","1","NA","NA","3","8","40","NA","NA","6","1","2","2","NA","NA","NA","1","1","1","1","1","1","1","1","1","1","8","1","1","2","3","2","NA","2","NA",0,0,111,7614,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"1","1","1","1","2","1","1",73606,"1","1",,,,,40,"2","1",,"q"
"2009","EE",736501,117.726082578046,"NA","1","2009","15","4",1931,"2","4","2","EE","2","NA","3","NA","NA","1","2","NA","3","0 - 1","NA","NA","NA","NA","1","NA","NA","NA","NA","22","6","1","6","6","6","8","1","6","6","6","6","1","3","1","3","2","NA","2","NA",0,0,121,0,0,0,0,1,0,0,0,0,0,3062,0,0,0,0,1,"1","1","1","2","1","2","1",73650,"1","7",,,,,77,"2","1",,"NA"
"2009","EE",736502,117.726082578046,"NA","1","2009","8","1",1940,"1","2","1","Other","2","NA","5","NA","NA","NA","NA","NA","3","0 - 1","25","NA","1","11","1","2","NA","NA","10","18","6","1","1","1","7","7","1","1","9","1","6","1","3","1","3","2","NA","2","NA",0,0,0,0,0,0,3854,1,383,22,0,0,0,4665,0,0,0,0,1,"1","1","1","3","1","1","1",73650,"1","7",,,,,68,"7","1",,"NA"
"2009","EE",736691,117.726082578046,"NA","2","2009","5","3",1954,"1","3","3","EE","2","NA","5","NA","NA","1","NA","NA","3","2","40","10","NA","12","1","2","2","NA","NA","25","6","6","6","6","6","1","1","2","6","1","1","1","NA","2","3","2","NA","2","NA",0,0,0,1157,0,0,3153,1,383,4221,0,0,0,0,0,0,0,0,1,"1","2","1","3","3","1","1",73669,"1","4",,,,,54,"2","1",,"l-n"
"2009","EE",736692,117.726082578046,"NA","1","2009","26","1",1956,"2","1","1","EE","2","NA","5","NA","NA","NA","NA","NA","1","3","40","NA","NA","12","1","2","2","NA","4","17","1","1","1","1","1","1","1","1","1","1","1","1","2","2","3","2","NA","2","NA",0,0,0,8307,0,0,0,1,383,0,0,0,0,0,0,0,0,0,1,"1","1","1","1","1","1","1",73669,"1","2",,,,,52,"2","1",,"q"
"2009","EE",736721,117.726082578046,"NA","2","2009","16","3",1930,"1","4","3","EE","2","NA","3","NA","NA","NA","NA","NA","3","7","40","NA","NA","12","1","2","2","NA","NA","21","1","6","6","1","6","3","6","5","1","1","1","1","4","2","1","2","NA","2","NA",0,0,11,0,0,0,0,1,0,0,0,0,0,3703,0,0,0,0,1,"1","1","1","1","1","3","1",73672,"1","7",,,,,78,"2","1",,"NA"
"2009","EE",736722,117.726082578046,"NA","1","2009","12","1",1931,"2","4","1","Other","2","NA","2","NA","NA","1","2","NA","3","9","40","NA","NA","NA","1","NA","NA","NA","NA","22","6","6","6","2","6","6","2","6","6","6","6","6","2","1","1","2","NA","2","NA",0,0,0,0,0,0,0,1,0,0,0,0,0,3282,0,0,0,0,1,"1","3","1","1","1","3","1",73672,"1","7",,,,,77,"7","1",,"NA"
"2009","EE",736891,117.726082578046,"NA","2","2009","12","2",1956,"1","2","2","Other","2","5","3","NA","NA","NA","NA","NA","3","0 - 1","NA","NA","NA","13","1","2","NA","NA","NA","21","1","1","1","1","1","7","1","1","5","1","3","6","2","2","2","1","NA","2","NA",0,0,0,4963,0,0,3424,1,0,0,0,0,0,0,0,86,0,0,1,"1","1","1","2","1","1","1",73689,"1","1",,,,,52,"6","1",,"f"
"2009","EE",736892,117.726082578046,"NA","2","2009","3","3",1964,"2","2","3","EE","2","NA","5","NA","NA","NA","NA","NA","3","0 - 1","NA","NA","NA","12","1","2","NA","NA","NA","25","6","6","1","1","1","6","6","1","1","1","6","6","2","2","2","2","NA","1","1",0,0,0,5370,177,0,2498,1,0,0,0,0,0,0,0,0,0,0,1,"3","1","1","4","1","1","1",73689,"1","1",,,,,44,"6","1",,"f"
"2009","EE",737081,117.726082578046,"NA","2","2009","11","3",1983,"2","1","3","EE","2","NA","5","NA","NA","1","2","NA","3","5","NA","NA","NA","NA","1","2","NA","NA","NA","22","8","5","6","6","6","6","6","6","6","6","7","1","2","1","3","2","NA","2","NA",0,0,0,3308,0,0,390,1,0,0,104,0,0,0,0,0,0,0,1,"1","1","1","1","1","1","1",73708,"1","1",,,,,25,"6","1",,"i"
"2009","EE",737082,117.726082578046,"NA","2","2009","34","4",1986,"1","2","3","Other","1","NA","3","NA","NA","2","1","1","3","5","NA","NA","NA","NA","1","2","NA","NA","6","18","2","5","7","2","8","8","7","5","7","7","5","7","2","2","3","2","NA","2","NA",26,0,0,1024,0,0,10687,1,0,0,45,0,0,0,0,0,0,0,1,"1","1","1","5","1","1","1",73708,"1","5",,,,,22,"5","1",,"NA"
"2009","EE",737101,117.726082578046,"NA","1","2009","9","4",1956,"2","1","1","EE","1","5","3","NA","NA","1","NA","NA","3","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","19","7","8","5","7","5","7","8","8","8","2","3","7","NA","1","2","2","NA","2","NA",0,0,184,0,0,0,1111,1,0,0,0,0,0,0,0,0,0,0,1,"1","2","1","3","1","1","1",73710,"1","10",,,,,52,"2","1",,"NA"
"2009","EE",737102,117.726082578046,"NA","2","2009","19","2",1959,"1","2","2","Other","2","NA","3","NA","NA","NA","NA","NA","3","9","25","NA","NA","10","1","2","2","NA","NA","19","1","1","1","1","1","1","1","5","1","1","1","1","2","2","3","2","NA","2","1",192,0,57,9077,0,0,0,1,0,0,194,0,0,0,0,0,0,0,1,"1","1","1","2","3","3","1",73710,"1","1",,,,,49,"2","1",,"l-n"
"2009","EE",737121,117.726082578046,"NA","2","2009","3","4",1945,"2","2","3","EE","1","5","5","NA","NA","NA","2","NA","NA","8","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","5","7","7","2","8","8","7","7","8","8","2","1","2","2","3","2","NA","2","NA",0,0,36,0,0,0,0,1,383,0,0,0,0,1906,0,0,0,0,1,"1","1","1","2","1","3","1",73712,"1","7",,,,,63,"2","1",,"NA"
"2009","EE",737122,117.726082578046,"NA","2","2009","8","4",1977,"1","2","3","EE","2","NA","5","NA","NA","NA","NA","NA","3","0 - 1","40","NA","NA","13","1","2","2","3","NA","18","1","1","1","1","1","1","2","1","1","5","5","1","1","2","3","2","NA","2","NA",0,297,0,8317,0,0,1835,1,0,0,0,0,0,0,0,0,0,0,1,"1","1","1","3","1","3","1",73712,"1","1",,,,,31,"6","1",,"k"
"2009","EE",737321,117.726082578046,"NA","1","2009","14","4",1947,"2","2","2","EE","1","NA","3","NA","NA","2","NA","NA","3","2","NA","NA","NA","NA","NA","2","NA","NA","NA","18","7","2","7","8","7","7","8","7","5","5","4","7","3","1","2","2","NA","2","NA",1678,0,0,0,0,0,0,1,0,0,0,0,0,1729,0,0,0,0,1,"1","1","1","1","1","3","1",73732,"1","7",,,,,61,"2","1",,"NA"
"2009","EE",737322,117.726082578046,"NA","NA","2009","19","4",1948,"1","5","3","EE","2","NA","5","NA","NA","NA","NA","NA","1","9","50","NA","NA","8","NA","2","2","NA","NA","23","1","1","1","NA","1","1","1","1","1","1","1","1","4","1","3","2","NA","2","NA",0,468,0,7868,0,0,5818,1,0,0,0,0,0,0,0,0,0,0,1,"1","2","1","5","1","3","1",73732,"1","1",,,,,60,"2","1",,"g"
"2009","EE",737491,117.726082578046,"NA","1","2009","6","3",1937,"2","4","3","Other","2","5","2","NA","NA","1","2","NA","3","3","NA","NA","NA","NA","1","2","NA","NA","NA","20","1","6","1","1","3","6","NA","NA","6","1","1","8","3","1","3","2","NA","2","NA",0,0,0,0,0,0,2498,1,0,0,43,0,0,5187,0,0,0,0,1,"1","1","1","4","1","3","1",73749,"1","7",,,,,71,"7","1",,"NA"
"2009","EE",737492,117.726082578046,"NA","2","2009","9","1",1987,"2","1","3","EE","2","NA","2","NA","NA","NA","2","NA","3",,"40","NA","NA","NA","1","2","NA","NA","1","21","6","6","6","4","2","1","6","6","6","8","5","6","NA","1","3","2","NA","2","NA",0,0,119,0,0,0,1174,1,0,0,0,0,0,0,0,0,0,3300,1,"1","NA","1","5","2","1","NA",73749,"1","6",,,,,21,"7","1",,"NA"
"2009","EE",737671,117.726082578046,"NA","1","2009","5","1",1960,"2","5","3","EE","2","NA","5","NA","NA","1","NA","NA","3","5","40","NA","NA","NA","2","2","NA","NA","NA","15","6","6","6","2","1","1","6","6","6","2","2","6","4","2","2","2","NA","2","NA",0,0,0,2239,0,0,2432,1,0,0,168,0,0,0,0,81,0,0,1,"1","1","1","2","1","1","1",73767,"1","1",,,,,48,"2","1",,"g"
"2009","EE",737672,117.726082578046,"NA","2","2009","16","2",1939,"2","5","1","EE","2","NA","1","NA","NA","1","2","NA","3","9","NA","NA","NA","NA","1","2","NA","NA","NA","21","6","1","1","7","6","6","6","6","8","2","6","8","3","1","3","2","NA","2","NA",0,230,0,0,0,0,0,1,0,0,0,0,0,2531,0,0,0,0,1,"1","1","1","2","1","1","1",73767,"1","7",,,,,69,"7","1",,"NA"
"2009","EE",737941,117.726082578046,"NA","1","2009","13","2",1950,"2","2","1","Other","2","NA","3","NA","NA","1","NA","NA","3","3","30","NA","NA","NA","1","2","2","NA","NA","24","1","1","1","1","5","1","1","1","2","5","1","6","3","2","3","2","NA","2","NA",0,0,188,6342,0,0,1287,1,0,0,0,0,0,0,0,178,0,0,1,"1","1","1","5","3","3","1",73794,"1","1",,,,,58,"7","1",,"q"
"2009","EE",737942,117.726082578046,"NA","2","2009","4","3",1952,"1","2","3","EE","2","NA","5","NA","NA","NA","NA","NA","3","5","NA","25","NA","4","1","NA","2","NA","NA","17","1","1","1","1","3","1","1","1","1","1","5","1","2","2","3","1","NA","2","NA",0,0,230,17372,204,0,4822,1,0,0,88,0,0,0,0,0,0,0,1,"1","1","1","1","1","1","1",73794,"1","1",,,,,56,"7","1",,"h"
"2009","EE",737951,117.726082578046,"NA","1","2009","9","1",1940,"1","2","3","EE","2","NA","2","NA","NA","1","NA","NA","3","9","40","NA","NA","12","1","2","1","NA","NA","17","1","6","1","6","1","1","1","6","6","6","1","6","3","2","2","2","NA","2","NA",320,0,0,0,0,0,0,1,383,0,0,0,0,4242,0,0,0,0,1,"1","1","1","3","1","3","1",73795,"1","7",,,,,68,"2","1",,"NA"
"2009","EE",737952,117.726082578046,"NA","1","2009","6","1",1940,"2","4","2","EE","2","NA","5","NA","NA","1","NA","1","3","2","40","NA","NA","11","1","2","2","NA","NA","18","1","1","1","2","6","1","6","6","1","1","5","1","5","2","2","2","NA","2","NA",0,0,0,0,0,0,1068,1,0,0,0,0,0,4829,0,0,0,0,1,"1","1","1","1","3","1","1",73795,"1","7",,,,,68,"7","1",,"NA"
"2009","EE",738141,117.726082578046,"NA","2","2009","16","2",1944,"2","5","3","EE","1","NA","3","NA","NA","1","2","NA","3","5","NA","NA","NA","NA","2","2","NA","NA","NA","NA","5","7","5","8","8","3","5","7","7","7","7","7","2","2","2","2","NA","2","NA",0,0,91,0,0,0,3826,1,0,0,18,0,0,1749,0,0,0,0,1,"3","1","1","2","1","3","1",73814,"1","7",,,,,64,"3","1",,"NA"
"2009","EE",738142,117.726082578046,"NA","2","2009","11","1",1941,"1","1","3","EE","2","NA","2","NA","NA","1","2","NA","3","7","40","NA","NA","NA","NA","2","NA","NA","NA","46","6","6","6","6","6","6","8","1","6","6","6","6","4","1","2","1","NA","2","NA",0,0,0,0,0,0,388,1,0,0,199,0,0,3426,0,0,0,0,1,"1","1","1","2","1","2","1",73814,"1","7",,,,,67,"7","1",,"NA"
"2009","EE",738321,117.726082578046,"NA","1","2009","8","4",1955,"2","2","3","EE","2","NA","3","NA","NA","NA","NA","NA","3","0 - 1","45","NA","NA","13","2","2","NA","NA","NA","17","1","1","1","1","1","1","1","1","2","1","1","1","2","1","3","2","NA","2","NA",0,0,0,8018,0,0,2664,1,0,0,109,0,0,0,0,0,0,0,1,"1","1","1","3","3","3","1",73832,"1","1",,,,,53,"NA","1",,"q"
"2009","EE",738322,117.726082578046,"NA","1","2009","16","4",1986,"2","1","1","EE","1","NA","2","NA","NA","1","2","NA","NA","9","NA","NA","3","NA","NA","NA","NA","NA","1","19","7","2","7","7","7","7","8","8","5","8","7","8","NA","2","3","2","NA","1","NA",0,153,0,0,0,0,2830,1,0,0,0,0,0,0,0,0,0,0,1,"1","1","1","1","1","1","2",73832,"1","5",,,,,22,"2","1",,"NA"
"2009","EE",738411,117.726082578046,"NA","1","2009","16","2",1981,"2","1","2","EE","2","NA","5","NA","NA","NA","2","NA","3","2","20","NA","NA","13","1","2","2","NA","NA","19","1","1","6","7","1","1","1","1","1","1","1","6","4","1","3","2","NA","2","NA",153,0,101,5416,0,0,1472,1,0,0,0,0,0,0,0,0,0,0,1,"1","1","1","3","1","1","1",73841,"1","5",,,,,27,"8","1",,"NA"
"2009","EE",738801,117.726082578046,"NA","2","2009","9","2",1937,"1","4","1","EE","2","NA","2","NA","NA","1","2","NA","3","7","NA","NA","NA","NA","1","2","NA","NA","NA","16","1","6","6","1","6","6","6","1","6","6","8","6","4","1","2","2","6","2","NA",0,0,0,0,0,0,1974,1,307,0,0,0,0,3595,0,0,0,0,1,"3","3","1","1","1","3","1",73880,"1","7",,,,,71,"7","1",,"NA"
"2009","EE",738802,117.726082578046,"NA","2","2009","12","1",1938,"2","2","3","EE","2","NA","3","NA","NA","1","2","NA","4","5","NA","NA","NA","NA","1","2","NA","NA","NA","16","6","1","6","6","6","1","1","1","6","5","6","6","4","1","3","2","NA","2","NA",0,0,0,0,0,0,0,1,0,0,0,0,0,3317,0,0,0,0,1,"1","1","1","3","1","1","1",73880,"1","7",,,,,70,"2","1",,"NA"
"2009","EE",739011,117.726082578046,"NA","2","2009","9","4",1944,"2","4","1","EE","2","NA","2","NA","NA","NA","2","NA","3","4","NA","NA","NA","3","2","NA","1","NA","NA","22","1","1","1","6","6","1","6","6","6","1","6","1","2","2","2","2","NA","1","NA",0,0,44,2213,0,0,1265,1,0,0,0,0,0,2366,0,31,0,0,1,"3","1","1","1","1","1","1",73901,"1","1",,,,,64,"6","1",,"a"
"2009","EE",739012,117.726082578046,"NA","1","2009","7","3",1943,"1","1","1","EE","2","NA","3","NA","NA","1","2","NA","3","7","40","NA","NA","13","1","2","NA","NA","NA","18","6","6","1","6","6","6","8","6","6","6","6","6","4","2","2","2","NA","2","NA",0,0,0,0,0,0,3099,1,0,0,120,0,0,3414,0,0,0,0,1,"1","1","1","1","2","3","1",73901,"1","7",,,,,65,"6","1",,"NA"
"2009","EE",739141,117.726082578046,"NA","2","2009","9","4",1928,"2","4","1","EE","2","NA","1","NA","NA","NA","2","NA","3","9","NA","NA","NA","NA","1","NA","NA","NA","NA","17","7","8","7","1","6","6","8","6","6","6","6","6","3","1","2","2","NA","2","NA",447,0,33,0,0,0,1265,1,0,0,102,0,0,3047,0,0,0,0,1,"1","1","1","3","3","1","1",73914,"1","7",,,,,80,"2","1",,"NA"
"2009","EE",739142,117.726082578046,"NA","2","2009","11","2",1928,"1","2","1","Other","2","5","3","NA","NA","NA","NA","NA","3","7","40","NA","NA","10","1","2","2","1","NA","21","1","2","1","1","1","1","1","1","1","1","1","1","1","2","3","2","NA","2","NA",0,0,275,6848,0,0,0,1,0,0,0,0,0,898,0,461,0,0,1,"1","1","1","2","1","1","1",73914,"1","1",,,,,80,"2","1",,"o"
"2009","EE",739191,117.726082578046,"NA","1","2009","9","1",1975,"1","1","3","EE","2","NA","3","NA","NA","NA","NA","NA","3","7","40","NA","NA","13","1","2","2","2","NA","19","1","2","1","1","1","1","2","1","2","5","5","1","NA","1","2","2","NA","2","NA",1406,0,0,6462,442,0,86,1,0,0,0,0,0,0,0,643,0,0,1,"1","1","1","3","2","2","3",73919,"1","1",,,,,33,"5","1",,"f"
"2009","EE",739192,117.726082578046,"NA","1","2009","13","1",1931,"2","4","1","Other","2","NA","3","NA","NA","NA","2","NA","3","3","NA","NA","NA","7","1","NA","NA","NA","NA","20","6","1","6","6","1","6","6","6","6","6","6","6","3","2","3","2","NA","2","NA",0,0,0,0,0,0,4158,1,0,0,0,0,0,3236,0,0,0,0,1,"1","1","1","3","1","2","1",73919,"1","7",,,,,77,"8","1",,"NA"
"2009","EE",739921,117.726082578046,"NA","1","2009","28","3",1959,"1","2","1","Other","2","NA","3","NA","NA","NA","2","NA","3","3","NA","NA","NA","NA","1","2","2","NA","NA","20","6","6","1","1","2","1","6","1","6","1","1","2","1","1","3","2","NA","1","NA",0,0,68,6006,0,0,3494,1,0,0,130,0,0,0,0,0,0,0,1,"1","1","1","3","2","3","1",73992,"1","5",,,,,49,"2","1",,"NA"
"2009","EE",739922,117.726082578046,"NA","2","2009","8","2",1961,"2","3","3","EE","2","5","5","NA","NA","1","2","NA","NA","2","NA","2","NA","NA","2","NA","NA","NA","1","NA","8","8","7","7","7","7","5","8","3","7","5","5","1","2","2","2","NA","2","NA",0,0,0,2018,0,0,5375,1,0,0,31,0,0,0,0,0,0,0,1,"1","1","1","3","1","3","1",73992,"1","1",,,,,47,"6","1",,"q"
"2009","EE",739971,117.726082578046,"NA","1","2009","6","2",1970,"1","1","1","EE","2","NA","3","NA","NA","NA","NA","NA","3","8","22","NA","NA","12","1","1","1","NA","NA","20","1","1","3","1","1","1","1","1","1","1","1","1","2","2","3","2","NA","2","NA",0,0,139,17699,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"1","1","1","3","3","1","1",73997,"1","1",,,,,38,"2","1",,"h"
"2009","EE",739972,117.726082578046,"NA","2","2009","4","2",1937,"2","2","3","EE","2","NA","2","NA","NA","NA","NA","NA","3","9","NA","NA","NA","10","1","2","NA","NA","NA","22","6","6","8","6","6","1","6","6","6","2","6","6","2","2","2","2","NA","2","NA",0,0,309,2370,0,0,3693,1,0,0,0,0,0,1155,0,0,0,0,1,"1","1","1","3","1","1","1",73997,"1","7",,,,,71,"6","1",,"NA"
"2009","EE",740461,117.726082578046,"NA","2","2009","NA","2",1946,"2","4","2","EE","2","NA","3","NA","NA","NA","2","NA","NA","5","NA","NA","NA","NA","2","NA","NA","NA","12","NA","1","8","7","1","8","5","5","8","NA","5","7","7","NA","2","3","2","1","2","NA",0,0,0,0,0,0,4400,1,0,0,59,0,0,1838,0,0,0,0,1,"1","1","1","3","1","1","2",74046,"1","7",,,,,62,"7","1",,"NA"
"2009","EE",740462,117.726082578046,"NA","1","2009","2","1",1943,"1","4","1","EE","2","NA","3","NA","NA","1","NA","NA","NA","8","NA","NA","NA","NA","1","2","2","NA","NA","NA","7","8","8","1","7","7","4","8","7","7","8","7","2","2","3","1","1","2","NA",0,0,101,0,0,0,5375,1,690,0,32,0,0,1960,0,0,0,0,1,"3","1","1","2","1","1","2",74046,"1","7",,,,,65,"2","1",,"NA"
"2009","EE",740541,117.726082578046,"NA","2","2009","13","4",1943,"2","2","1","EE","2","NA","5","NA","NA","NA","NA","NA","3","8","35","NA","NA","13","1","2","2","NA","NA","25","1","1","1","1","1","1","2","1","1","1","8","1","2","2","3","2","NA","2","NA",0,0,0,5494,0,0,1472,1,0,0,0,0,0,4154,0,0,0,0,1,"1","1","1","2","1","3","1",74054,"1","1",,,,,65,"2","1",,"q"
"2009","EE",740542,117.726082578046,"NA","2","2009","28","4",1940,"1","2","3","EE","2","NA","5","NA","NA","NA","NA","NA","3","7","30","NA","NA","13","1","2","2","NA","NA","20","1","1","1","1","1","1","1","1","1","1","1","4","3","2","3","2","NA","2","NA",0,0,0,6972,0,0,1798,1,0,0,52,0,0,2079,0,0,0,0,1,"1","3","1","3","1","1","1",74054,"1","1",,,,,68,"2","1",,"i"
"2009","EE",741021,117.726082578046,"NA","2","2009","11","4",1928,"2","2","3","EE","2","NA","2","NA","NA","1","2","NA","1","5","NA","NA","NA","NA","1","2","NA","NA","NA","20","6","6","6","6","8","1","6","1","6","1","6","5","3","2","1","2","NA","2","NA",0,0,0,0,0,0,0,1,0,19,58,0,0,3214,0,0,0,0,1,"3","1","1","5","1","3","1",74102,"1","7",,,,,80,"5","1",,"NA"
"2009","EE",741022,117.726082578046,"NA","2","2009","4","3",1958,"1","5","2","EE","2","NA","3","NA","NA","NA","NA","NA","3","0 - 1","40","NA","NA","13","1","1","NA","NA","4","21","1","2","1","1","1","1","1","1","1","1","1","1","2","1","3","2","NA","2","NA",0,0,0,8960,0,0,2017,1,0,0,0,0,0,0,0,0,0,0,1,"1","1","1","1","1","1","1",74102,"1","1",,,,,50,"6","1",,"a"
"2009","EE",741101,117.726082578046,"NA","2","2009","9","2",1967,"1","1","1","EE","2","NA","3","NA","NA","NA","NA","NA","3","0 - 1","40","NA","NA","NA","1","2","2","1","NA","18","5","1","1","1","1","1","1","1","1","3","1","1","3","2","3","2","NA","2","NA",0,0,0,16447,0,0,0,1,0,0,314,0,0,0,0,0,0,0,1,"1","1","1","1","1","NA","1",74110,"1","1",,,,,41,"2","1",,"b-e"
"2009","EE",741102,117.726082578046,"NA","2","2009","8","2",1934,"2","5","3","EE","2","NA","5","NA","NA","NA","NA","NA","3","3","NA","NA","NA","11","1","2","2","NA","1","17","1","1","4","1","1","1","6","1","1","1","1","6","2","2","2","1","NA","2","NA",0,0,0,1882,0,0,0,1,0,0,52,0,0,2984,0,0,0,0,1,"1","1","1","3","1","2","1",74110,"1","2",,,,,74,"2","1",,"q"
"2009","EE",741141,117.726082578046,"NA","1","2009","7","1",1928,"2","4","1","Other","2","NA","1","NA","NA","NA","NA","NA","3","8","NA","NA","NA","NA","1","2","2","1","NA","17","2","1","1","6","1","7","1","1","1","6","1","5","2","2","NA","2","NA","2","NA",0,0,53,0,0,0,0,1,0,0,119,0,0,3675,0,0,0,0,1,"1","2","1","4","3","1","1",74114,"1","7",,,,,80,"7","1",,"NA"
"2009","EE",741142,117.726082578046,"NA","1","2009","10","4",1928,"1","4","3","EE","2","NA","1","NA","NA","1","NA","NA","3","8","40","NA","NA","NA","1","NA","2","NA","NA","17","1","1","1","1","1","3","6","1","1","1","2","3","3","2","3","2","NA","2","NA",895,0,0,0,0,0,8141,1,0,0,30,0,0,3822,0,0,0,0,1,"1","1","1","5","1","1","1",74114,"1","7",,,,,80,"6","1",,"NA"
"2009","EE",741341,117.726082578046,"NA","1","2009","7","1",1983,"2","1","1","EE","2","NA","5","NA","NA","1","2","NA","NA",,"NA","NA","NA","NA","1","2","NA","NA","NA","16","7","7","7","7","7","7","7","5","8","7","7","5","2","2","3","2","NA","2","NA",64,0,0,0,0,0,0,1,0,0,145,0,0,0,0,0,0,0,1,"1","1","1","2","2","3","1",74134,"1","6",,,,,25,"2","1",,"NA"
"2009","EE",741342,117.726082578046,"NA","1","2009","5","1",1982,"1","1","3","EE","2","NA","3","NA","NA","NA","NA","NA","3","5","60","NA","NA","12","1","NA","2","NA","NA","18","8","1","1","1","1","1","1","1","1","1","1","1","3","1","2","2","NA","2","NA",0,0,0,32779,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"3","1","1","4","1","2","2",74134,"1","1",,,,,26,"2","1",,"g"
"2009","EE",741351,117.726082578046,"NA","2","2009","8","3",1949,"2","2","3","Other","2","NA","5","NA","NA","NA","2","NA","3","2","11","NA","NA","NA","1","2","2","NA","NA","18","1","6","9","1","2","6","6","6","1","1","5","6","3","2","3","2","NA","2","NA",0,0,49,3764,0,0,3162,1,0,2149,0,0,0,0,0,0,0,0,1,"3","1","1","2","1","1","1",74135,"1","1",,,,,59,"3","1",,"b-e"
"2009","EE",741352,117.726082578046,"NA","1","2009","11","3",1980,"1","1","1","EE","2","NA","5","NA","NA","NA","NA","NA","3","2","NA","NA","1","NA","1","2","2","NA","NA","18","6","1","6","6","1","1","6","3","1","6","1","6","NA","1","3","1","NA","2","NA",0,0,0,5090,158,0,4158,1,1093,0,81,0,0,0,0,0,0,0,1,"1","1","1","3","1","3","1",74135,"1","1",,,,,28,"7","1",,"j"
"2009","EE",741641,117.726082578046,"NA","NA","2009","14","2",1964,"1","1","1","EE","2","NA","3","NA","NA","NA","NA","NA","3","8","NA","NA","NA","3","1","2","2","1","NA","20","1","1","1","1","1","1","1","1","1","1","1","1","1","1","3","2","2","2","NA",0,0,0,13853,0,0,5050,1,0,4573,0,0,0,0,0,0,0,0,1,"1","1","1","3","1","3","1",74164,"1","1",,,,,44,"2","1",,"h"
